order_id,opportunity_id,customer_id,order_date,lead_date,close_date,first_purchase_date,revenue,units,product_id,product_name,category,salesperson,region,country,city,stage,channel,is_returning,aov,sales_cycle_days
ORD0000136,OPP000022,CUST00097,2025-07-08,2025-07-01,2025-07-08,2024-01-11,31375.81,4,P-401,SMB Suite,Software,Eve,South America,BRA,Rio de Janeiro,Negotiation,Website,1,31375.81,7
ORD0000137,OPP000014,CUST00160,2025-08-14,2025-07-16,2025-08-14,2024-10-14,7284.6,4,P-201,Service Y,Services,Carla,Oceania,AUS,Sydney,Proposal,Website,1,7284.6,29
ORD0000138,OPP000019,CUST00044,2025-10-15,2025-10-06,2025-10-15,2025-03-16,1422.89,4,P-500,Addon 1,Addons,Farah,Asia,IND,Mumbai,Closed Won,Website,1,1422.89,9
ORD0000139,OPP000018,CUST00144,2025-06-30,2025-06-08,2025-06-30,2023-05-14,29704.78,4,P-401,SMB Suite,Software,Carla,Europe,ESP,Madrid,Proposal,Website,1,29704.78,22
ORD0000140,OPP000014,CUST00032,2025-10-14,2025-10-01,2025-10-14,2024-07-19,15850.3,3,P-401,SMB Suite,Software,Eve,Asia,CHN,Shanghai,Qualified,Website,1,15850.3,13
ORD0000141,OPP000021,CUST00085,2025-08-30,2025-08-27,2025-08-30,2024-05-10,2750.69,6,P-100,Widget A,Hardware,Dustin,Asia,SGP,Singapore,Qualified,Partner,1,2750.69,3
ORD0000142,OPP000004,CUST00049,2025-10-16,2025-10-03,2025-10-16,2025-09-08,54629.01,7,P-401,SMB Suite,Software,Eve,North America,USA,Chicago,Lead,Email,1,54629.01,13
ORD0000143,OPP000014,CUST00020,2025-08-13,2025-07-07,2025-08-13,2023-08-25,26475.72,5,P-401,SMB Suite,Software,Alice,North America,MEX,Mexico City,Negotiation,Website,1,26475.72,37
ORD0000144,OPP000013,CUST00149,2025-10-16,2025-10-14,2025-10-16,2023-05-19,8583.76,6,P-200,Service X,Services,Carla,North America,CAN,Vancouver,Lead,Email,1,8583.76,2
ORD0000145,OPP000016,CUST00093,2025-10-12,2025-10-15,2025-10-12,2025-04-15,1471.92,4,P-101,Widget B,Hardware,Carla,Asia,PAK,Lahore,Proposal,Website,1,1471.92,0
ORD0000146,OPP000010,CUST00083,2025-09-26,2025-09-25,2025-09-26,2024-05-08,244.73,3,P-500,Addon 1,Addons,Bob,North America,MEX,Mexico City,Proposal,Email,1,244.73,1
ORD0000147,OPP000004,CUST00040,2025-04-12,2025-03-30,2025-04-12,2023-06-14,2719.49,4,P-201,Service Y,Services,George,North America,CAN,Toronto,Qualified,Event,1,2719.49,13
ORD0000148,OPP000002,CUST00086,2024-09-18,2024-09-14,2024-09-18,2024-11-02,13651.41,3,P-401,SMB Suite,Software,Alice,Europe,FRA,Paris,Negotiation,Website,0,13651.41,4
ORD0000149,OPP000014,CUST00133,2025-09-18,2025-09-18,2025-09-18,2024-08-27,114.0,6,P-300,Accessory Q,Accessories,Bob,Asia,JPN,Osaka,Lead,Partner,1,114.0,0
ORD0000150,OPP000020,CUST00196,2025-02-23,2025-02-20,2025-02-23,2023-05-22,19154.35,7,P-200,Service X,Services,Eve,Europe,DEU,Berlin,Negotiation,Paid Ads,1,19154.35,3
ORD0000151,OPP000009,CUST00130,2025-08-13,2025-08-09,2025-08-13,2024-07-31,2893.99,2,P-201,Service Y,Services,Bob,South America,COL,Bogota,Negotiation,Event,1,2893.99,4
ORD0000152,OPP000006,CUST00200,2025-10-17,2025-09-17,2025-10-17,2025-03-15,16422.48,3,P-401,SMB Suite,Software,Carla,Asia,IND,Mumbai,Qualified,Website,1,16422.48,30
ORD0000153,OPP000023,CUST00200,2025-10-17,2025-10-07,2025-10-17,2025-03-15,6790.03,2,P-401,SMB Suite,Software,Farah,Asia,PAK,Lahore,Qualified,Email,1,6790.03,10
ORD0000154,OPP000004,CUST00135,2025-04-23,2025-04-17,2025-04-23,2024-05-12,303.9,4,P-300,Accessory Q,Accessories,Dustin,South America,ARG,Buenos Aires,Lead,Partner,1,303.9,6
ORD0000155,OPP000023,CUST00081,2025-09-25,2025-09-05,2025-09-25,2024-10-29,4755.82,3,P-201,Service Y,Services,Eve,South America,COL,Bogota,Negotiation,Partner,1,4755.82,20
ORD0000156,OPP000023,CUST00190,2025-01-24,2025-01-19,2025-01-24,2024-05-27,94.46,3,P-300,Accessory Q,Accessories,Carla,North America,MEX,Mexico City,Closed Won,Partner,1,94.46,5
ORD0000157,OPP000020,CUST00032,2025-06-12,2025-06-11,2025-06-12,2024-07-19,487.85,4,P-100,Widget A,Hardware,George,Oceania,NZL,Auckland,Closed Lost,Website,1,487.85,1
ORD0000158,OPP000022,CUST00172,2025-10-15,2025-09-21,2025-10-15,2025-06-19,2202.94,7,P-201,Service Y,Services,Farah,Europe,ITA,Rome,Proposal,Event,1,2202.94,24
ORD0000159,OPP000002,CUST00104,2025-07-14,2025-07-12,2025-07-14,2023-12-24,2005.84,2,P-200,Service X,Services,Carla,North America,MEX,Mexico City,Negotiation,Website,1,2005.84,2
ORD0000160,OPP000006,CUST00180,2025-03-30,2025-03-27,2025-03-30,2025-03-07,477.31,7,P-301,Accessory R,Accessories,Carla,Europe,GBR,Manchester,Negotiation,Event,1,477.31,3
ORD0000161,OPP000009,CUST00111,2025-02-15,2025-02-08,2025-02-15,2025-09-11,4440.12,5,P-201,Service Y,Services,Eve,Europe,ITA,Rome,Negotiation,Website,0,4440.12,7
ORD0000162,OPP000004,CUST00149,2025-05-25,2025-05-12,2025-05-25,2023-05-19,4509.97,4,P-200,Service X,Services,Farah,Asia,SGP,Singapore,Closed Won,Website,1,4509.97,13
ORD0000163,OPP000022,CUST00014,2025-05-23,2025-05-04,2025-05-23,2024-07-18,46326.59,6,P-401,SMB Suite,Software,George,North America,USA,New York,Lead,Website,1,46326.59,19
ORD0000164,OPP000009,CUST00054,2025-05-28,2025-05-28,2025-05-28,2023-08-25,9998.03,4,P-400,Enterprise Suite,Software,George,Oceania,NZL,Auckland,Proposal,Email,1,9998.03,0
ORD0000165,OPP000009,CUST00080,2025-10-03,2025-09-17,2025-10-03,2023-07-06,656.98,2,P-500,Addon 1,Addons,Farah,North America,CAN,Vancouver,Qualified,Email,1,656.98,16
ORD0000166,OPP000024,CUST00150,2025-06-16,2025-05-28,2025-06-16,2023-06-03,40624.6,5,P-400,Enterprise Suite,Software,Dustin,Asia,IND,Bengaluru,Negotiation,Website,1,40624.6,19
ORD0000167,OPP000025,CUST00063,2025-09-30,2025-09-18,2025-09-30,2024-12-07,2334.34,8,P-500,Addon 1,Addons,Farah,Asia,PAK,Karachi,Proposal,Partner,1,2334.34,12
ORD0000168,OPP000026,CUST00061,2024-07-09,2024-07-07,2024-07-09,2024-01-15,27666.78,7,P-401,SMB Suite,Software,Bob,Asia,SGP,Singapore,Lead,Website,1,27666.78,2
ORD0000169,OPP000018,CUST00064,2025-10-15,2025-09-23,2025-10-15,2024-02-26,1298.73,3,P-100,Widget A,Hardware,Alice,Asia,SGP,Singapore,Qualified,Email,1,1298.73,22
ORD0000170,OPP000023,CUST00070,2025-10-13,2025-10-10,2025-10-13,2025-09-30,3818.78,3,P-200,Service X,Services,Farah,South America,ARG,Buenos Aires,Lead,Website,1,3818.78,3
ORD0000171,OPP000027,CUST00106,2025-09-12,2025-09-08,2025-09-12,2024-02-06,667.64,4,P-500,Addon 1,Addons,Dustin,South America,COL,Bogota,Lead,Partner,1,667.64,4
ORD0000172,OPP000008,CUST00184,2025-10-14,2025-10-12,2025-10-14,2023-12-13,32544.84,4,P-400,Enterprise Suite,Software,Bob,Asia,IND,Mumbai,Lead,Email,1,32544.84,2
ORD0000173,OPP000007,CUST00148,2025-10-15,2025-10-01,2025-10-15,2025-06-04,1861.72,7,P-101,Widget B,Hardware,Alice,Asia,PAK,Lahore,Qualified,Paid Ads,1,1861.72,14
ORD0000174,OPP000001,CUST00140,2025-08-28,2025-08-27,2025-08-28,2025-05-28,995.46,2,P-101,Widget B,Hardware,Farah,South America,BRA,Sao Paulo,Closed Won,Partner,1,995.46,1
ORD0000175,OPP000003,CUST00081,2024-07-05,2024-07-02,2024-07-05,2024-10-29,2172.82,6,P-100,Widget A,Hardware,George,Asia,CHN,Shanghai,Negotiation,Website,0,2172.82,3
ORD0000176,OPP000011,CUST00074,2025-08-11,2025-08-04,2025-08-11,2024-07-14,876.07,3,P-500,Addon 1,Addons,George,Europe,ITA,Rome,Closed Won,Partner,1,876.07,7
ORD0000177,OPP000005,CUST00192,2025-04-20,2025-04-11,2025-04-20,2025-05-04,10287.45,6,P-200,Service X,Services,George,Oceania,AUS,Melbourne,Qualified,Paid Ads,0,10287.45,9
ORD0000178,OPP000005,CUST00168,2024-06-21,2024-06-01,2024-06-21,2024-08-31,133.01,1,P-500,Addon 1,Addons,Farah,Asia,CHN,Shanghai,Proposal,Paid Ads,0,133.01,20
ORD0000179,OPP000002,CUST00097,2025-09-10,2025-08-19,2025-09-10,2024-01-11,731.26,4,P-100,Widget A,Hardware,Alice,Asia,CHN,Beijing,Lead,Website,1,731.26,22
ORD0000180,OPP000027,CUST00041,2025-07-20,2025-07-06,2025-07-20,2024-09-08,6711.65,5,P-200,Service X,Services,Farah,South America,COL,Bogota,Closed Won,Website,1,6711.65,14
ORD0000181,OPP000020,CUST00131,2025-09-24,2025-08-24,2025-09-24,2023-06-18,29306.19,4,P-401,SMB Suite,Software,Dustin,Asia,PAK,Karachi,Qualified,Email,1,29306.19,31
ORD0000182,OPP000028,CUST00110,2025-10-17,2025-10-07,2025-10-17,2024-03-19,982.33,8,P-500,Addon 1,Addons,Alice,Asia,SGP,Singapore,Qualified,Website,1,982.33,10
ORD0000183,OPP000015,CUST00027,2025-06-01,2025-05-31,2025-06-01,2025-06-30,3995.79,1,P-400,Enterprise Suite,Software,Dustin,South America,COL,Bogota,Closed Lost,Website,0,3995.79,1
ORD0000184,OPP000028,CUST00009,2025-04-05,2025-03-26,2025-04-05,2024-12-21,2446.95,5,P-101,Widget B,Hardware,Alice,North America,CAN,Toronto,Proposal,Event,1,2446.95,10
ORD0000185,OPP000014,CUST00030,2025-10-12,2025-09-25,2025-10-12,2024-01-18,505.98,3,P-500,Addon 1,Addons,Dustin,Asia,SGP,Singapore,Negotiation,Email,1,505.98,17
ORD0000186,OPP000008,CUST00176,2025-07-24,2025-07-06,2025-07-24,2025-08-21,959.17,4,P-101,Widget B,Hardware,Dustin,North America,MEX,Mexico City,Lead,Website,0,959.17,18
ORD0000187,OPP000011,CUST00156,2025-06-04,2025-06-02,2025-06-04,2023-07-24,12289.02,3,P-400,Enterprise Suite,Software,Dustin,Asia,SGP,Singapore,Lead,Website,1,12289.02,2
ORD0000188,OPP000003,CUST00021,2025-10-14,2025-10-13,2025-10-14,2025-02-06,343.05,9,P-301,Accessory R,Accessories,Farah,Asia,JPN,Tokyo,Lead,Partner,1,343.05,1
ORD0000189,OPP000012,CUST00038,2025-09-23,2025-09-17,2025-09-23,2024-10-28,1018.73,3,P-101,Widget B,Hardware,Alice,North America,USA,San Francisco,Lead,Paid Ads,1,1018.73,6
ORD0000190,OPP000029,CUST00150,2025-03-01,2025-02-25,2025-03-01,2023-06-03,4768.51,4,P-200,Service X,Services,Farah,Oceania,AUS,Melbourne,Negotiation,Website,1,4768.51,4
ORD0000191,OPP000012,CUST00119,2025-08-01,2025-07-18,2025-08-01,2023-05-27,142.81,3,P-301,Accessory R,Accessories,Carla,South America,COL,Bogota,Proposal,Website,1,142.81,14
ORD0000192,OPP000028,CUST00142,2025-07-04,2025-06-30,2025-07-04,2023-12-03,985.56,3,P-101,Widget B,Hardware,Farah,Oceania,AUS,Sydney,Closed Won,Email,1,985.56,4
ORD0000193,OPP000008,CUST00110,2025-10-17,2025-08-29,2025-10-17,2024-03-19,335.24,5,P-301,Accessory R,Accessories,George,Oceania,NZL,Auckland,Negotiation,Website,1,335.24,49
ORD0000194,OPP000023,CUST00101,2025-07-01,2025-06-30,2025-07-01,2024-07-15,13071.47,4,P-400,Enterprise Suite,Software,Alice,Oceania,AUS,Melbourne,Proposal,Partner,1,13071.47,1
ORD0000195,OPP000030,CUST00175,2025-10-15,2025-10-07,2025-10-15,2023-05-01,116.15,3,P-301,Accessory R,Accessories,George,Asia,IND,Bengaluru,Qualified,Email,1,116.15,8
ORD0000196,OPP000003,CUST00179,2025-09-25,2025-09-15,2025-09-25,2024-07-20,8579.66,2,P-400,Enterprise Suite,Software,Farah,North America,USA,Chicago,Negotiation,Paid Ads,1,8579.66,10
ORD0000197,OPP000012,CUST00162,2025-09-28,2025-08-02,2025-09-28,2024-12-19,750.58,4,P-500,Addon 1,Addons,Dustin,Europe,ESP,Madrid,Lead,Partner,1,750.58,57
ORD0000198,OPP000025,CUST00185,2025-09-08,2025-08-30,2025-09-08,2024-10-31,121.83,3,P-300,Accessory Q,Accessories,Alice,Asia,PAK,Karachi,Proposal,Website,1,121.83,9
ORD0000199,OPP000020,CUST00046,2025-10-13,2025-10-11,2025-10-13,2023-10-23,1284.9,4,P-100,Widget A,Hardware,Farah,North America,CAN,Vancouver,Qualified,Event,1,1284.9,2
ORD0000200,OPP000012,CUST00049,2025-06-25,2025-06-24,2025-06-25,2025-09-08,16199.34,7,P-401,SMB Suite,Software,George,South America,ARG,Buenos Aires,Qualified,Partner,0,16199.34,1
ORD0000201,OPP000002,CUST00076,2025-02-18,2025-02-03,2025-02-18,2024-09-06,26485.63,4,P-400,Enterprise Suite,Software,Eve,North America,CAN,Vancouver,Closed Won,Website,1,26485.63,15
ORD0000202,OPP000031,CUST00068,2025-08-28,2025-08-20,2025-08-28,2024-03-27,3642.21,2,P-201,Service Y,Services,Alice,South America,COL,Bogota,Closed Won,Website,1,3642.21,8
ORD0000203,OPP000031,CUST00122,2025-09-20,2025-09-01,2025-09-20,2025-07-07,7915.48,6,P-201,Service Y,Services,Carla,Europe,FRA,Lyon,Negotiation,Partner,1,7915.48,19
ORD0000204,OPP000015,CUST00131,2025-07-20,2025-07-18,2025-07-20,2023-06-18,4365.31,1,P-401,SMB Suite,Software,Dustin,South America,BRA,Sao Paulo,Qualified,Partner,1,4365.31,2
ORD0000205,OPP000003,CUST00045,2025-09-19,2025-08-17,2025-09-19,2025-06-07,1419.18,5,P-500,Addon 1,Addons,Dustin,Oceania,NZL,Auckland,Lead,Partner,1,1419.18,33
ORD0000206,OPP000028,CUST00122,2025-07-05,2025-07-02,2025-07-05,2025-07-07,19481.44,5,P-400,Enterprise Suite,Software,George,North America,CAN,Toronto,Lead,Website,0,19481.44,3
ORD0000207,OPP000032,CUST00118,2025-06-09,2025-05-24,2025-06-09,2024-08-21,9213.57,3,P-400,Enterprise Suite,Software,Dustin,South America,ARG,Buenos Aires,Negotiation,Email,1,9213.57,16
ORD0000208,OPP000024,CUST00171,2025-09-10,2025-08-20,2025-09-10,2025-09-03,157.31,4,P-301,Accessory R,Accessories,George,Europe,ITA,Rome,Proposal,Partner,1,157.31,21
ORD0000209,OPP000006,CUST00031,2025-06-02,2025-05-31,2025-06-02,2023-09-24,974.81,2,P-101,Widget B,Hardware,Dustin,South America,BRA,Sao Paulo,Lead,Website,1,974.81,2
ORD0000210,OPP000005,CUST00192,2025-08-21,2025-08-14,2025-08-21,2025-05-04,10025.69,2,P-400,Enterprise Suite,Software,Carla,Asia,JPN,Tokyo,Lead,Event,1,10025.69,7
ORD0000211,OPP000010,CUST00037,2024-10-13,2024-10-08,2024-10-13,2025-08-20,520.31,7,P-500,Addon 1,Addons,George,North America,MEX,Mexico City,Lead,Partner,0,520.31,5
ORD0000212,OPP000010,CUST00162,2025-09-28,2025-09-25,2025-09-28,2024-12-19,4119.7,5,P-201,Service Y,Services,Bob,North America,USA,San Francisco,Negotiation,Website,1,4119.7,3
ORD0000213,OPP000029,CUST00139,2025-07-17,2025-07-12,2025-07-17,2024-04-29,1101.46,3,P-101,Widget B,Hardware,George,Europe,ESP,Madrid,Closed Lost,Event,1,1101.46,5
ORD0000214,OPP000020,CUST00104,2025-09-22,2025-08-31,2025-09-22,2023-12-24,367.4,4,P-301,Accessory R,Accessories,Alice,Asia,CHN,Beijing,Closed Won,Website,1,367.4,22
ORD0000215,OPP000033,CUST00091,2025-01-19,2025-01-02,2025-01-19,2025-03-19,221.53,4,P-300,Accessory Q,Accessories,Eve,Oceania,AUS,Melbourne,Closed Won,Paid Ads,0,221.53,17
ORD0000216,OPP000005,CUST00017,2024-11-04,2024-10-25,2024-11-04,2023-07-25,12940.85,3,P-401,SMB Suite,Software,Carla,South America,BRA,Sao Paulo,Proposal,Partner,1,12940.85,10
ORD0000217,OPP000003,CUST00190,2025-05-04,2025-04-28,2025-05-04,2024-05-27,2611.57,7,P-101,Widget B,Hardware,Eve,Oceania,NZL,Auckland,Lead,Website,1,2611.57,6
ORD0000218,OPP000004,CUST00116,2025-10-14,2025-10-17,2025-10-14,2023-10-21,7185.46,3,P-201,Service Y,Services,Eve,Asia,PAK,Lahore,Lead,Paid Ads,1,7185.46,0
ORD0000219,OPP000003,CUST00189,2024-12-08,2024-12-08,2024-12-08,2024-08-13,14519.26,5,P-401,SMB Suite,Software,Eve,North America,CAN,Toronto,Qualified,Website,1,14519.26,0
ORD0000220,OPP000019,CUST00057,2025-06-15,2025-04-11,2025-06-15,2025-01-22,2016.69,3,P-201,Service Y,Services,Carla,South America,ARG,Buenos Aires,Lead,Website,1,2016.69,65
ORD0000221,OPP000022,CUST00037,2025-05-11,2025-05-09,2025-05-11,2025-08-20,23516.62,7,P-400,Enterprise Suite,Software,George,South America,ARG,Buenos Aires,Qualified,Website,0,23516.62,2
ORD0000222,OPP000010,CUST00099,2025-07-27,2025-07-14,2025-07-27,2025-07-10,1188.47,3,P-101,Widget B,Hardware,Carla,Asia,IND,Mumbai,Closed Won,Email,1,1188.47,13
ORD0000223,OPP000026,CUST00145,2025-08-17,2025-07-26,2025-08-17,2023-08-29,93.55,2,P-301,Accessory R,Accessories,Carla,North America,MEX,Mexico City,Lead,Website,1,93.55,22
ORD0000224,OPP000022,CUST00136,2025-09-08,2025-09-06,2025-09-08,2025-02-19,2148.51,2,P-200,Service X,Services,Eve,Oceania,AUS,Melbourne,Closed Won,Partner,1,2148.51,2
ORD0000225,OPP000024,CUST00158,2024-07-23,2024-07-11,2024-07-23,2025-09-04,4514.34,3,P-200,Service X,Services,Eve,Oceania,AUS,Melbourne,Proposal,Email,0,4514.34,12
ORD0000226,OPP000015,CUST00052,2025-06-28,2025-06-18,2025-06-28,2025-07-26,210.22,3,P-300,Accessory Q,Accessories,George,Europe,DEU,Munich,Proposal,Website,0,210.22,10
ORD0000227,OPP000033,CUST00059,2025-04-25,2025-04-21,2025-04-25,2025-08-04,3378.81,3,P-200,Service X,Services,George,Europe,GBR,Manchester,Qualified,Website,0,3378.81,4
ORD0000228,OPP000025,CUST00093,2025-10-16,2025-10-12,2025-10-16,2025-04-15,403.16,2,P-500,Addon 1,Addons,George,Oceania,AUS,Melbourne,Lead,Website,1,403.16,4
ORD0000229,OPP000027,CUST00121,2025-10-16,2025-10-07,2025-10-16,2023-05-01,1675.19,5,P-200,Service X,Services,Farah,Europe,ITA,Rome,Negotiation,Website,1,1675.19,9
ORD0000230,OPP000029,CUST00157,2025-09-03,2025-08-20,2025-09-03,2025-02-28,52.44,2,P-301,Accessory R,Accessories,George,Europe,ESP,Madrid,Negotiation,Email,1,52.44,14
ORD0000231,OPP000013,CUST00161,2025-09-09,2025-09-08,2025-09-09,2025-04-24,282.69,7,P-201,Service Y,Services,George,Oceania,AUS,Melbourne,Proposal,Website,1,282.69,1
ORD0000232,OPP000011,CUST00105,2025-10-15,2025-10-11,2025-10-15,2025-03-18,24698.28,5,P-401,SMB Suite,Software,Eve,South America,ARG,Buenos Aires,Closed Won,Website,1,24698.28,4
ORD0000233,OPP000024,CUST00109,2025-05-02,2025-05-02,2025-05-02,2025-05-04,4748.94,3,P-201,Service Y,Services,Alice,Oceania,AUS,Melbourne,Proposal,Website,0,4748.94,0
ORD0000234,OPP000034,CUST00013,2025-10-11,2025-10-10,2025-10-11,2024-03-12,691.23,4,P-500,Addon 1,Addons,Carla,North America,MEX,Mexico City,Qualified,Website,1,691.23,1
ORD0000235,OPP000015,CUST00100,2024-10-26,2024-10-26,2024-10-26,2024-01-12,11735.63,5,P-200,Service X,Services,George,Asia,SGP,Singapore,Qualified,Website,1,11735.63,0
ORD0000236,OPP000024,CUST00092,2024-07-28,2024-07-27,2024-07-28,2024-05-22,3703.27,1,P-401,SMB Suite,Software,Alice,Asia,IND,Mumbai,Closed Won,Website,1,3703.27,1
ORD0000237,OPP000035,CUST00134,2025-08-15,2025-08-10,2025-08-15,2024-11-29,10250.63,4,P-201,Service Y,Services,Bob,South America,BRA,Rio de Janeiro,Proposal,Event,1,10250.63,5
ORD0000238,OPP000031,CUST00051,2025-10-17,2025-10-15,2025-10-17,2023-12-16,433.76,5,P-301,Accessory R,Accessories,Carla,Europe,DEU,Berlin,Lead,Website,1,433.76,2
ORD0000239,OPP000036,CUST00156,2025-08-02,2025-08-02,2025-08-02,2023-07-24,11375.84,5,P-200,Service X,Services,Alice,South America,ARG,Buenos Aires,Closed Won,Website,1,11375.84,0
ORD0000240,OPP000016,CUST00090,2025-09-23,2025-09-21,2025-09-23,2024-08-05,8775.33,4,P-201,Service Y,Services,Alice,Europe,ITA,Rome,Negotiation,Website,1,8775.33,2
ORD0000241,OPP000030,CUST00156,2025-07-09,2025-06-16,2025-07-09,2023-07-24,325.31,5,P-300,Accessory Q,Accessories,Dustin,North America,USA,New York,Proposal,Website,1,325.31,23
ORD0000242,OPP000016,CUST00054,2025-08-19,2025-08-14,2025-08-19,2023-08-25,5204.09,9,P-101,Widget B,Hardware,Farah,North America,CAN,Toronto,Proposal,Event,1,5204.09,5
ORD0000243,OPP000037,CUST00008,2025-09-19,2025-09-19,2025-09-19,2023-05-07,3787.88,7,P-200,Service X,Services,Eve,Asia,SGP,Singapore,Proposal,Website,1,3787.88,0
ORD0000244,OPP000035,CUST00118,2025-10-16,2025-10-16,2025-10-16,2024-08-21,42655.29,8,P-400,Enterprise Suite,Software,Alice,Europe,GBR,Manchester,Closed Won,Website,1,42655.29,0
ORD0000245,OPP000025,CUST00094,2025-07-02,2025-06-17,2025-07-02,2024-10-23,997.92,4,P-500,Addon 1,Addons,George,Oceania,AUS,Melbourne,Negotiation,Website,1,997.92,15
ORD0000246,OPP000037,CUST00104,2025-03-23,2025-03-05,2025-03-23,2023-12-24,91.7,2,P-301,Accessory R,Accessories,George,Asia,IND,Mumbai,Proposal,Email,1,91.7,18
ORD0000247,OPP000038,CUST00010,2025-01-15,2025-01-13,2025-01-15,2023-08-16,3340.27,7,P-201,Service Y,Services,Bob,North America,MEX,Mexico City,Closed Lost,Website,1,3340.27,2
ORD0000248,OPP000012,CUST00181,2025-09-08,2025-08-25,2025-09-08,2024-11-11,299.15,2,P-500,Addon 1,Addons,Farah,Asia,CHN,Beijing,Lead,Partner,1,299.15,14
ORD0000249,OPP000003,CUST00041,2025-10-13,2025-10-13,2025-10-13,2024-09-08,4690.61,3,P-200,Service X,Services,Alice,North America,MEX,Mexico City,Proposal,Partner,1,4690.61,0
ORD0000250,OPP000035,CUST00026,2025-03-14,2025-03-12,2025-03-14,2024-06-03,14805.18,8,P-201,Service Y,Services,Eve,North America,CAN,Vancouver,Qualified,Website,1,14805.18,2
ORD0000251,OPP000004,CUST00112,2025-03-03,2025-02-28,2025-03-03,2023-06-08,10044.57,2,P-401,SMB Suite,Software,Carla,Asia,IND,Bengaluru,Closed Won,Event,1,10044.57,3
ORD0000252,OPP000029,CUST00189,2025-06-04,2025-05-15,2025-06-04,2024-08-13,320.96,5,P-301,Accessory R,Accessories,Dustin,Asia,IND,Mumbai,Closed Lost,Website,1,320.96,20
ORD0000253,OPP000034,CUST00181,2025-04-26,2025-04-26,2025-04-26,2024-11-11,8476.52,3,P-400,Enterprise Suite,Software,Farah,Asia,CHN,Beijing,Lead,Email,1,8476.52,0
ORD0000254,OPP000012,CUST00076,2025-10-02,2025-09-17,2025-10-02,2024-09-06,134.35,5,P-300,Accessory Q,Accessories,Alice,North America,MEX,Mexico City,Closed Won,Website,1,134.35,15
ORD0000255,OPP000020,CUST00126,2025-10-13,2025-08-29,2025-10-13,2024-09-18,171.72,4,P-300,Accessory Q,Accessories,Carla,Asia,IND,Bengaluru,Closed Won,Website,1,171.72,45
ORD0000256,OPP000029,CUST00162,2025-04-30,2025-04-18,2025-04-30,2024-12-19,5847.32,2,P-401,SMB Suite,Software,Farah,Oceania,NZL,Auckland,Proposal,Website,1,5847.32,12
ORD0000257,OPP000004,CUST00153,2025-10-12,2025-10-01,2025-10-12,2024-11-10,1716.15,5,P-100,Widget A,Hardware,Carla,Asia,PAK,Lahore,Closed Won,Website,1,1716.15,11
ORD0000258,OPP000039,CUST00122,2025-06-10,2025-05-14,2025-06-10,2025-07-07,1018.42,3,P-101,Widget B,Hardware,Alice,South America,ARG,Buenos Aires,Qualified,Paid Ads,0,1018.42,27
ORD0000259,OPP000024,CUST00003,2025-10-13,2025-10-02,2025-10-13,2025-08-24,584.43,5,P-401,SMB Suite,Software,Bob,North America,USA,New York,Lead,Email,1,584.43,11
ORD0000260,OPP000024,CUST00163,2025-10-15,2025-10-16,2025-10-15,2024-07-21,25383.29,6,P-400,Enterprise Suite,Software,Farah,Oceania,AUS,Sydney,Lead,Partner,1,25383.29,0
ORD0000261,OPP000021,CUST00027,2025-08-01,2025-07-31,2025-08-01,2025-06-30,554.8,8,P-301,Accessory R,Accessories,Eve,South America,BRA,Sao Paulo,Lead,Website,1,554.8,1
ORD0000262,OPP000034,CUST00119,2025-08-02,2025-07-08,2025-08-02,2023-05-27,77.56,2,P-300,Accessory Q,Accessories,Farah,Europe,GBR,London,Lead,Partner,1,77.56,25
ORD0000263,OPP000029,CUST00126,2025-08-21,2025-08-19,2025-08-21,2024-09-18,21916.52,6,P-400,Enterprise Suite,Software,George,Oceania,AUS,Melbourne,Negotiation,Website,1,21916.52,2
ORD0000264,OPP000040,CUST00047,2025-10-16,2025-08-21,2025-10-16,2025-03-03,6799.9,5,P-201,Service Y,Services,Bob,Oceania,NZL,Auckland,Closed Lost,Website,1,6799.9,56
ORD0000265,OPP000021,CUST00063,2025-10-05,2025-08-11,2025-10-05,2024-12-07,689.96,2,P-101,Widget B,Hardware,Alice,South America,BRA,Rio de Janeiro,Negotiation,Partner,1,689.96,55
ORD0000266,OPP000041,CUST00177,2025-08-22,2025-08-18,2025-08-22,2024-10-21,94.55,3,P-301,Accessory R,Accessories,Carla,North America,MEX,Mexico City,Negotiation,Paid Ads,1,94.55,4
ORD0000267,OPP000009,CUST00171,2025-07-03,2025-07-01,2025-07-03,2025-09-03,3778.09,3,P-200,Service X,Services,Alice,Asia,PAK,Karachi,Proposal,Email,0,3778.09,2
ORD0000268,OPP000030,CUST00150,2024-09-14,2024-09-10,2024-09-14,2023-06-03,13111.99,5,P-201,Service Y,Services,Eve,South America,BRA,Rio de Janeiro,Closed Won,Paid Ads,1,13111.99,4
ORD0000269,OPP000031,CUST00154,2025-08-20,2025-08-07,2025-08-20,2025-04-13,743.46,3,P-500,Addon 1,Addons,Alice,Europe,ITA,Rome,Lead,Email,1,743.46,13
ORD0000270,OPP000005,CUST00045,2025-07-09,2025-07-05,2025-07-09,2025-06-07,1519.99,5,P-500,Addon 1,Addons,Bob,South America,ARG,Buenos Aires,Closed Lost,Website,1,1519.99,4
ORD0000271,OPP000036,CUST00114,2025-05-13,2025-05-08,2025-05-13,2023-11-19,80.0,5,P-401,SMB Suite,Software,Bob,South America,COL,Bogota,Lead,Partner,1,80.0,5
