order_id,order_date,customer_id,product_id,product_name,category,units,revenue,region,salesperson,stage
O-700520,2024-10-29,C-4835,201,POS Terminal,Hardware,6,8388,North America,Salesperson_9,Won
O-700521,2024-02-11,C-2265,102,Analytics Suite,Software,1,878,Europe,Salesperson_1,Won
O-700522,2024-10-21,C-4911,101,CRM Pro,Software,10,5760,Europe,Salesperson_10,Won
O-700523,2023-02-15,C-4726,201,POS Terminal,Hardware,15,8040,Europe,Salesperson_7,Won
O-700524,2024-12-27,C-5365,101,CRM Pro,Software,3,-270225,Asia,Salesperson_2,Won
O-700525,2023-03-23,C-3409,101,CRM Pro,Software,12,17496,North America,Salesperson_6,Won
O-700526,2023-06-13,C-2328,201,POS Terminal,Hardware,14,12544,North America,Salesperson_2,Won
O-700527,2023-06-05,C-1458,103,Sales Booster,Software,7,219492,Asia,Salesperson_11,Won
O-700528,2023-06-26,C-4151,201,POS Terminal,Hardware,15,13770,Asia,Salesperson_8,Won
O-700529,2024-05-31,C-3661,102,Analytics Suite,Software,15,17085,Europe,Salesperson_7,Won
O-700530,2024-03-14,C-4433,201,POS Terminal,Hardware,13,152750,North America,Salesperson_6,Won
O-700531,2024-10-07,C-2020,101,CRM Pro,Software,12,17628,Europe,Salesperson_2,Won
O-700532,2023-04-05,C-4089,103,Sales Booster,Software,14,6860,North America,Salesperson_2,Won
O-700533,2023-07-09,C-2560,101,CRM Pro,Software,5,4605,Europe,Salesperson_3,Won
O-700534,2024-11-10,C-2078,103,Sales Booster,Software,5,4115,Asia,Salesperson_5,Won
O-700535,2023-04-10,C-3716,103,Sales Booster,Software,14,6888,Asia,Salesperson_3,Won
O-700536,2023-10-28,C-2257,103,Sales Booster,Software,4,0,Asia,Salesperson_8,Won
O-700537,2024-12-02,C-1431,101,CRM Pro,Software,7,6986,Asia,Salesperson_6,Won
O-700538,2024-09-03,C-5679,201,POS Terminal,Hardware,13,10881,North America,Salesperson_9,Won
O-700539,2024-12-24,C-1767,101,CRM Pro,Software,10,11720,Europe,Salesperson_8,Won
O-700540,2024-03-23,C-3340,102,Analytics Suite,Software,6,1608,North America,Salesperson_1,Won
O-700541,2023-09-08,C-4531,201,POS Terminal,Hardware,12,9180,Europe,Salesperson_8,Won
O-700542,2024-12-05,C-1321,101,CRM Pro,Software,15,333645,Asia,Salesperson_6,Won
O-700543,2024-03-04,C-1626,103,Sales Booster,Software,2,1222,Asia,Salesperson_2,Won
O-700544,2024-05-14,C-1027,201,POS Terminal,Hardware,13,8918,Asia,Salesperson_1,Won
O-700545,2024-03-07,C-1815,102,Analytics Suite,Software,13,-4017,Asia,Salesperson_6,Won
O-700546,2023-04-28,C-5978,103,Sales Booster,Software,11,0,North America,Salesperson_3,Won
O-700547,2024-03-25,C-1453,103,Sales Booster,Software,7,8148,Europe,Salesperson_3,Won
O-700548,2023-12-21,C-5618,102,Analytics Suite,Software,5,5565,Asia,Salesperson_9,Won
O-700549,2024-11-01,C-5863,201,POS Terminal,Hardware,4,2312,Asia,Salesperson_10,Won
O-700550,2024-06-09,C-3198,102,Analytics Suite,Software,8,4168,North America,Salesperson_9,Won
O-700551,2024-08-21,C-3958,201,POS Terminal,Hardware,10,9160,Europe,Salesperson_6,Won
O-700552,2023-12-19,C-2236,201,POS Terminal,Hardware,12,11268,Europe,Salesperson_8,Won
O-700553,2023-01-21,C-5048,101,CRM Pro,Software,2,580,North America,Salesperson_11,Won
O-700554,2024-07-11,C-1623,101,CRM Pro,Software,8,11608,North America,Salesperson_9,Won
O-700555,2023-02-01,C-2953,102,Analytics Suite,Software,15,12120,Asia,Salesperson_1,Won
O-700556,2024-02-03,C-4107,103,Sales Booster,Software,5,4520,Europe,Salesperson_5,Won
O-700557,2024-08-26,C-3882,201,POS Terminal,Hardware,15,18225,North America,Salesperson_5,Won
O-700558,2023-04-08,C-1832,201,POS Terminal,Hardware,12,10140,North America,Salesperson_1,Won
O-700559,2023-05-01,C-1898,201,POS Terminal,Hardware,4,3976,Europe,Salesperson_1,Won
O-700560,2023-07-10,C-3871,101,CRM Pro,Software,10,7310,North America,Salesperson_11,Won
O-700561,2023-03-20,C-5041,101,CRM Pro,Software,8,-8512,Asia,Salesperson_8,Won
O-700562,2023-10-17,C-5177,102,Analytics Suite,Software,7,5530,North America,Salesperson_5,Won
O-700563,2024-02-24,C-5134,201,POS Terminal,Hardware,7,7588,North America,Salesperson_8,Won
O-700564,2024-09-01,C-5353,103,Sales Booster,Software,9,10161,Asia,Salesperson_9,Won
O-700565,2024-12-09,C-2626,102,Analytics Suite,Software,1,702,Asia,Salesperson_11,Won
O-700566,2023-08-24,C-4330,201,POS Terminal,Hardware,1,0,North America,Salesperson_5,Won
O-700567,2023-12-12,C-1699,101,CRM Pro,Software,13,-10153,Europe,Salesperson_2,Won
O-700568,2024-10-30,C-4062,103,Sales Booster,Software,14,-409584,North America,Salesperson_6,Won
O-700569,2024-04-30,C-3027,201,POS Terminal,Hardware,2,2096,Asia,Salesperson_6,Won
O-700570,2023-01-23,C-3716,102,Analytics Suite,Software,14,13720,Asia,Salesperson_8,Won
O-700571,2024-12-05,C-4874,101,CRM Pro,Software,4,1464,North America,Salesperson_11,Won
O-700572,2024-02-17,C-3998,101,CRM Pro,Software,6,0,North America,Salesperson_2,Won
O-700573,2024-12-19,C-1641,102,Analytics Suite,Software,3,3603,North America,Salesperson_5,Won
O-700574,2024-06-27,C-4577,102,Analytics Suite,Software,15,19770,Asia,Salesperson_9,Won
O-700575,2024-02-14,C-3657,101,CRM Pro,Software,5,3890,Europe,Salesperson_10,Won
O-700576,2024-09-14,C-3056,103,Sales Booster,Software,6,3918,North America,Salesperson_3,Won
O-700577,2023-12-07,C-3780,103,Sales Booster,Software,14,13356,Asia,Salesperson_4,Won
O-700578,2023-02-12,C-3453,201,POS Terminal,Hardware,11,14806,Asia,Salesperson_7,Won
O-700579,2024-08-31,C-4065,201,POS Terminal,Hardware,4,1332,Asia,Salesperson_3,Won
O-700580,2023-08-02,C-5041,201,POS Terminal,Hardware,13,15834,Asia,Salesperson_5,Won
O-700581,2024-10-05,C-5699,102,Analytics Suite,Software,5,1850,Asia,Salesperson_4,Won
O-700582,2024-01-20,C-1378,102,Analytics Suite,Software,14,15498,Asia,Salesperson_4,Won
O-700583,2024-12-14,C-4180,103,Sales Booster,Software,10,11590,North America,Salesperson_1,Won
O-700584,2024-09-19,C-5133,102,Analytics Suite,Software,10,12420,Asia,Salesperson_11,Won
O-700585,2024-09-19,C-3616,102,Analytics Suite,Software,5,3545,Europe,Salesperson_8,Won
O-700586,2023-07-09,C-1341,101,CRM Pro,Software,5,2355,Europe,Salesperson_9,Won
O-700587,2024-10-21,C-2669,102,Analytics Suite,Software,13,9347,North America,Salesperson_4,Won
O-700588,2024-05-15,C-5851,201,POS Terminal,Hardware,14,17080,Europe,Salesperson_7,Won
O-700589,2023-01-29,C-4615,101,CRM Pro,Software,8,1920,Europe,Salesperson_7,Won
O-700590,2023-09-24,C-4217,201,POS Terminal,Hardware,11,-15048,Europe,Salesperson_1,Won
O-700591,2024-12-30,C-2037,101,CRM Pro,Software,11,-13717,North America,Salesperson_9,Won
O-700592,2024-08-12,C-4098,103,Sales Booster,Software,5,6965,Europe,Salesperson_1,Won
O-700593,2023-09-25,C-3594,103,Sales Booster,Software,5,6370,Europe,Salesperson_9,Won
O-700594,2023-06-30,C-1027,103,Sales Booster,Software,9,9594,Asia,Salesperson_1,Won
O-700595,2023-05-13,C-4646,102,Analytics Suite,Software,6,6240,Europe,Salesperson_8,Won
O-700596,2024-04-28,C-1988,101,CRM Pro,Software,10,14560,North America,Salesperson_5,Won
O-700597,2023-07-28,C-1844,201,POS Terminal,Hardware,6,8232,Asia,Salesperson_4,Won
O-700598,2023-12-17,C-2390,201,POS Terminal,Hardware,8,7704,Asia,Salesperson_2,Won
O-700599,2024-10-22,C-1647,103,Sales Booster,Software,4,3096,Europe,Salesperson_5,Won
O-700600,2024-01-21,C-3039,102,Analytics Suite,Software,8,7152,Asia,Salesperson_2,Won
O-700601,2024-03-04,C-2347,101,CRM Pro,Software,5,7030,Europe,Salesperson_2,Won
O-700602,2024-04-14,C-1637,201,POS Terminal,Hardware,1,-1153,North America,Salesperson_10,Won
O-700603,2024-01-28,C-5665,102,Analytics Suite,Software,11,2937,Asia,Salesperson_9,Won
O-700604,2024-10-19,C-4648,102,Analytics Suite,Software,10,6660,North America,Salesperson_11,Won
O-700605,2024-01-02,C-4149,201,POS Terminal,Hardware,8,4288,North America,Salesperson_3,Won
O-700606,2024-12-23,C-1553,102,Analytics Suite,Software,5,6545,North America,Salesperson_3,Won
O-700607,2024-11-19,C-3381,102,Analytics Suite,Software,8,11752,Asia,Salesperson_7,Won
O-700608,2023-09-16,C-4485,103,Sales Booster,Software,6,2808,Asia,Salesperson_4,Won
O-700609,2023-08-29,C-2440,102,Analytics Suite,Software,15,15060,Asia,Salesperson_1,Won
O-700610,2024-01-16,C-5857,103,Sales Booster,Software,7,82600,Asia,Salesperson_8,Won
O-700611,2024-05-16,C-3859,101,CRM Pro,Software,9,4572,Europe,Salesperson_1,Won
O-700612,2024-04-23,C-4268,103,Sales Booster,Software,6,5028,Asia,Salesperson_6,Won
O-700613,2024-12-25,C-5347,103,Sales Booster,Software,14,13202,Europe,Salesperson_10,Won
O-700614,2024-04-08,C-3300,103,Sales Booster,Software,1,-1350,Europe,Salesperson_8,Won
O-700615,2024-05-13,C-4649,101,CRM Pro,Software,12,9156,Europe,Salesperson_8,Won
O-700616,2024-03-04,C-4703,201,POS Terminal,Hardware,3,3078,North America,Salesperson_5,Won
O-700617,2024-01-26,C-2014,101,CRM Pro,Software,12,15444,North America,Salesperson_5,Won
O-700618,2023-04-02,C-4099,201,POS Terminal,Hardware,11,15961,Asia,Salesperson_2,Won
O-700619,2024-06-03,C-5832,201,POS Terminal,Hardware,5,6085,Europe,Salesperson_8,Won
O-700620,2023-06-06,C-4133,201,POS Terminal,Hardware,7,3311,Asia,Salesperson_5,Won
O-700621,2023-05-13,C-4068,101,CRM Pro,Software,11,13717,Asia,Salesperson_3,Won
O-700622,2024-02-27,C-5150,103,Sales Booster,Software,13,8957,North America,Salesperson_1,Won
O-700623,2024-07-09,C-1254,103,Sales Booster,Software,7,1456,North America,Salesperson_10,Won
O-700624,2023-11-12,C-4492,103,Sales Booster,Software,9,4293,North America,Salesperson_7,Won
O-700625,2024-11-14,C-4085,103,Sales Booster,Software,13,8086,Europe,Salesperson_7,Won
O-700626,2023-08-30,C-1346,103,Sales Booster,Software,5,2350,North America,Salesperson_10,Won
O-700627,2023-12-22,C-4241,101,CRM Pro,Software,12,-9036,Europe,Salesperson_1,Won
O-700628,2023-07-25,C-2206,201,POS Terminal,Hardware,3,3780,Europe,Salesperson_8,Won
O-700629,2024-06-08,C-2188,101,CRM Pro,Software,3,2718,Europe,Salesperson_7,Won
O-700630,2024-08-04,C-2379,201,POS Terminal,Hardware,4,2172,Asia,Salesperson_1,Won
O-700631,2023-04-01,C-2062,103,Sales Booster,Software,2,488,Asia,Salesperson_7,Won
O-700632,2024-02-27,C-3761,103,Sales Booster,Software,1,69613,Europe,Salesperson_6,Won
O-700633,2023-03-28,C-5524,102,Analytics Suite,Software,7,7994,Asia,Salesperson_6,Won
O-700634,2024-11-01,C-2020,102,Analytics Suite,Software,13,-10517,Asia,Salesperson_6,Won
O-700635,2024-10-14,C-1527,201,POS Terminal,Hardware,11,8030,North America,Salesperson_11,Won
O-700636,2024-08-21,C-4645,101,CRM Pro,Software,10,10900,Europe,Salesperson_7,Won
O-700637,2023-05-20,C-5952,201,POS Terminal,Hardware,6,2292,Asia,Salesperson_2,Won
O-700638,2024-04-21,C-3932,103,Sales Booster,Software,4,5512,Europe,Salesperson_9,Won
O-700639,2023-01-24,C-2116,101,CRM Pro,Software,4,3488,North America,Salesperson_1,Won
O-700640,2024-08-27,C-2272,101,CRM Pro,Software,13,18447,North America,Salesperson_9,Won
O-700641,2024-10-08,C-5464,102,Analytics Suite,Software,15,10980,Asia,Salesperson_7,Won
O-700642,2023-11-12,C-3598,101,CRM Pro,Software,10,4670,Asia,Salesperson_4,Won
O-700643,2024-09-19,C-5121,101,CRM Pro,Software,11,6666,Asia,Salesperson_2,Won
O-700644,2024-01-02,C-1499,102,Analytics Suite,Software,8,6416,Asia,Salesperson_5,Won
O-700645,2023-01-20,C-3470,201,POS Terminal,Hardware,15,4725,Asia,Salesperson_9,Won
O-700646,2024-08-20,C-5311,103,Sales Booster,Software,2,2858,Asia,Salesperson_5,Won
O-700647,2023-03-19,C-5130,201,POS Terminal,Hardware,13,0,North America,Salesperson_3,Won
O-700648,2024-10-04,C-1231,101,CRM Pro,Software,13,6266,Europe,Salesperson_5,Won
O-700649,2024-07-07,C-4281,102,Analytics Suite,Software,7,5054,North America,Salesperson_3,Won
O-700650,2024-03-05,C-5745,103,Sales Booster,Software,15,10335,Europe,Salesperson_2,Won
O-700651,2024-08-01,C-1269,102,Analytics Suite,Software,2,1476,Asia,Salesperson_5,Won
O-700652,2023-03-05,C-4949,101,CRM Pro,Software,9,7785,North America,Salesperson_6,Won
O-700653,2023-11-09,C-2144,201,POS Terminal,Hardware,15,5745,Europe,Salesperson_5,Won
O-700654,2023-08-10,C-5242,101,CRM Pro,Software,9,8928,North America,Salesperson_6,Won
O-700655,2023-10-07,C-5981,201,POS Terminal,Hardware,15,5760,North America,Salesperson_1,Won
O-700656,2024-03-28,C-3130,101,CRM Pro,Software,5,2010,North America,Salesperson_10,Won
O-700657,2024-10-03,C-5585,102,Analytics Suite,Software,11,2574,Europe,Salesperson_2,Won
O-700658,2024-12-18,C-4835,201,POS Terminal,Hardware,4,3268,Asia,Salesperson_6,Won
O-700659,2023-04-06,C-3953,101,CRM Pro,Software,15,7440,North America,Salesperson_10,Won
O-700660,2023-04-08,C-3842,101,CRM Pro,Software,12,14880,Asia,Salesperson_7,Won
O-700661,2024-09-11,C-1959,102,Analytics Suite,Software,9,5121,Asia,Salesperson_10,Won
O-700662,2023-03-13,C-1882,201,POS Terminal,Hardware,5,2620,Asia,Salesperson_5,Won
O-700663,2023-06-29,C-1633,103,Sales Booster,Software,15,18615,Europe,Salesperson_9,Won
O-700664,2023-01-30,C-3036,201,POS Terminal,Hardware,7,6118,Asia,Salesperson_3,Won
O-700665,2024-11-06,C-4277,103,Sales Booster,Software,13,3120,Asia,Salesperson_3,Won
O-700666,2023-06-19,C-5901,201,POS Terminal,Hardware,12,12720,Asia,Salesperson_3,Won
O-700667,2023-11-18,C-1831,102,Analytics Suite,Software,3,3972,Europe,Salesperson_9,Won
O-700668,2024-09-24,C-5459,201,POS Terminal,Hardware,8,4184,Asia,Salesperson_9,Won
O-700669,2023-05-07,C-5434,101,CRM Pro,Software,3,0,North America,Salesperson_1,Won
O-700670,2024-02-05,C-4062,102,Analytics Suite,Software,7,317086,Asia,Salesperson_1,Won
O-700671,2024-07-18,C-3929,102,Analytics Suite,Software,7,9198,Europe,Salesperson_4,Won
O-700672,2023-03-30,C-5669,102,Analytics Suite,Software,4,3012,Asia,Salesperson_2,Won
O-700673,2023-03-01,C-3627,101,CRM Pro,Software,1,653,Europe,Salesperson_9,Won
O-700674,2024-04-28,C-3268,101,CRM Pro,Software,3,3927,North America,Salesperson_5,Won
O-700675,2024-08-28,C-5756,102,Analytics Suite,Software,1,283,Europe,Salesperson_6,Won
O-700676,2023-11-21,C-1228,101,CRM Pro,Software,4,2792,Europe,Salesperson_10,Won
O-700677,2024-04-16,C-1060,102,Analytics Suite,Software,7,7434,North America,Salesperson_11,Won
O-700678,2024-06-14,C-2740,103,Sales Booster,Software,10,650720,Asia,Salesperson_11,Won
O-700679,2023-03-14,C-2407,101,CRM Pro,Software,9,-3690,Asia,Salesperson_6,Won
O-700680,2024-10-09,C-4794,103,Sales Booster,Software,1,0,Asia,Salesperson_3,Won
O-700681,2023-06-14,C-1181,102,Analytics Suite,Software,5,4875,Asia,Salesperson_5,Won
O-700682,2023-01-18,C-1864,201,POS Terminal,Hardware,5,2575,Asia,Salesperson_10,Won
O-700683,2023-10-05,C-5945,102,Analytics Suite,Software,3,2964,North America,Salesperson_3,Won
O-700684,2024-05-15,C-2220,201,POS Terminal,Hardware,13,18408,Europe,Salesperson_8,Won
O-700685,2023-07-08,C-5871,101,CRM Pro,Software,9,3960,Asia,Salesperson_5,Won
O-700686,2024-08-04,C-2909,101,CRM Pro,Software,14,17990,Europe,Salesperson_4,Won
O-700687,2024-04-13,C-3382,102,Analytics Suite,Software,3,4215,Europe,Salesperson_3,Won
O-700688,2024-01-24,C-3751,201,POS Terminal,Hardware,4,-5100,North America,Salesperson_2,Won
O-700689,2023-09-22,C-3454,201,POS Terminal,Hardware,10,7000,Asia,Salesperson_4,Won
O-700690,2023-12-26,C-3403,101,CRM Pro,Software,5,-4730,Europe,Salesperson_6,Won
O-700691,2024-04-29,C-1204,201,POS Terminal,Hardware,9,2349,Asia,Salesperson_9,Won
O-700692,2023-12-17,C-5780,101,CRM Pro,Software,2,758,Europe,Salesperson_5,Won
O-700693,2024-12-22,C-4570,101,CRM Pro,Software,1,1036,Asia,Salesperson_3,Won
O-700694,2023-09-12,C-4864,103,Sales Booster,Software,6,6924,Asia,Salesperson_5,Won
O-700695,2024-11-13,C-1095,103,Sales Booster,Software,10,4910,Europe,Salesperson_6,Won
O-700696,2024-05-24,C-5745,103,Sales Booster,Software,2,2796,Asia,Salesperson_2,Won
O-700697,2024-08-22,C-1561,201,POS Terminal,Hardware,10,6520,Asia,Salesperson_3,Won
O-700698,2024-11-23,C-2283,101,CRM Pro,Software,15,5340,Europe,Salesperson_6,Won
O-700699,2024-12-18,C-3397,201,POS Terminal,Hardware,13,0,Europe,Salesperson_6,Won
O-700700,2023-07-02,C-5677,102,Analytics Suite,Software,15,15120,North America,Salesperson_7,Won
O-700701,2023-06-06,C-5166,103,Sales Booster,Software,8,4024,Europe,Salesperson_10,Won
O-700702,2024-06-08,C-1052,201,POS Terminal,Hardware,3,-2415,Asia,Salesperson_10,Won
O-700703,2023-12-14,C-5305,101,CRM Pro,Software,12,0,Asia,Salesperson_1,Won
O-700704,2023-02-01,C-1672,102,Analytics Suite,Software,6,-5604,Asia,Salesperson_11,Won
O-700705,2024-01-15,C-3923,102,Analytics Suite,Software,10,-8640,Asia,Salesperson_10,Won
O-700706,2024-01-27,C-4579,101,CRM Pro,Software,9,2898,North America,Salesperson_10,Won
O-700707,2023-04-08,C-2312,201,POS Terminal,Hardware,2,534,North America,Salesperson_9,Won
O-700708,2024-05-14,C-1606,201,POS Terminal,Hardware,11,11363,Asia,Salesperson_5,Won
O-700709,2024-02-28,C-4136,102,Analytics Suite,Software,2,150378,Europe,Salesperson_6,Won
O-700710,2023-10-24,C-3436,101,CRM Pro,Software,8,327120,Europe,Salesperson_9,Won
O-700711,2023-07-19,C-2378,101,CRM Pro,Software,14,5432,Asia,Salesperson_11,Won
O-700712,2024-03-29,C-5447,103,Sales Booster,Software,12,-15228,Europe,Salesperson_2,Won
O-700713,2023-11-13,C-3323,102,Analytics Suite,Software,15,5955,Europe,Salesperson_7,Won
O-700714,2024-08-10,C-2245,103,Sales Booster,Software,11,15092,Asia,Salesperson_1,Won
O-700715,2023-06-02,C-4420,101,CRM Pro,Software,12,562944,Asia,Salesperson_5,Won
O-700716,2024-03-28,C-2853,201,POS Terminal,Hardware,7,10374,North America,Salesperson_9,Won
O-700717,2023-08-09,C-2010,101,CRM Pro,Software,2,1796,Europe,Salesperson_1,Won
O-700718,2023-08-27,C-1355,201,POS Terminal,Hardware,12,12228,Asia,Salesperson_1,Won
O-700719,2023-04-15,C-1909,201,POS Terminal,Hardware,15,724470,North America,Salesperson_1,Won
O-700720,2024-04-26,C-5473,102,Analytics Suite,Software,9,10395,Asia,Salesperson_11,Won
O-700721,2023-06-09,C-3518,201,POS Terminal,Hardware,8,-448704,Asia,Salesperson_7,Won
O-700722,2024-08-18,C-2546,101,CRM Pro,Software,9,3969,Europe,Salesperson_11,Won
O-700723,2023-08-30,C-2615,201,POS Terminal,Hardware,12,15612,North America,Salesperson_9,Won
O-700724,2024-05-15,C-3002,101,CRM Pro,Software,5,2880,North America,Salesperson_4,Won
O-700725,2023-04-19,C-4978,103,Sales Booster,Software,9,4707,North America,Salesperson_7,Won
O-700726,2023-07-19,C-3025,201,POS Terminal,Hardware,7,9303,North America,Salesperson_6,Won
O-700727,2024-10-24,C-3119,102,Analytics Suite,Software,9,3132,North America,Salesperson_11,Won
O-700728,2023-04-21,C-3975,103,Sales Booster,Software,2,454,North America,Salesperson_8,Won
O-700729,2024-07-02,C-4329,201,POS Terminal,Hardware,6,-187596,Asia,Salesperson_8,Won
O-700730,2023-01-03,C-4774,101,CRM Pro,Software,12,16128,Europe,Salesperson_11,Won
O-700731,2024-01-30,C-3131,103,Sales Booster,Software,13,3887,Asia,Salesperson_10,Won
O-700732,2023-05-23,C-3881,102,Analytics Suite,Software,12,11112,Europe,Salesperson_8,Won
O-700733,2023-08-08,C-2137,103,Sales Booster,Software,4,3560,North America,Salesperson_10,Won
O-700734,2024-07-11,C-5530,201,POS Terminal,Hardware,3,2874,Asia,Salesperson_8,Won
O-700735,2024-07-21,C-4007,103,Sales Booster,Software,11,-10054,Asia,Salesperson_7,Won
O-700736,2023-02-11,C-5028,201,POS Terminal,Hardware,15,16335,North America,Salesperson_8,Won
O-700737,2024-11-05,C-2885,201,POS Terminal,Hardware,9,-9036,Asia,Salesperson_4,Won
O-700738,2024-06-01,C-3794,103,Sales Booster,Software,13,2691,Asia,Salesperson_10,Won
O-700739,2024-09-07,C-3895,102,Analytics Suite,Software,7,10164,Asia,Salesperson_4,Won
O-700740,2023-01-19,C-3358,103,Sales Booster,Software,8,4544,North America,Salesperson_9,Won
O-700741,2024-03-01,C-1018,101,CRM Pro,Software,2,898,Asia,Salesperson_11,Won
O-700742,2023-11-22,C-4319,102,Analytics Suite,Software,3,840,North America,Salesperson_7,Won
O-700743,2024-06-17,C-1418,101,CRM Pro,Software,9,9261,Asia,Salesperson_5,Won
O-700744,2024-02-03,C-3498,103,Sales Booster,Software,12,3960,Asia,Salesperson_10,Won
O-700745,2023-01-13,C-5118,103,Sales Booster,Software,1,348,North America,Salesperson_1,Won
O-700746,2024-08-20,C-4094,201,POS Terminal,Hardware,4,-1384,North America,Salesperson_9,Won
O-700747,2024-12-07,C-2011,103,Sales Booster,Software,1,1164,North America,Salesperson_2,Won
O-700748,2024-07-08,C-1541,102,Analytics Suite,Software,8,9904,Europe,Salesperson_4,Won
O-700749,2024-05-23,C-1072,101,CRM Pro,Software,3,92229,North America,Salesperson_9,Won
O-700750,2023-08-25,C-5535,103,Sales Booster,Software,2,2602,North America,Salesperson_6,Won
O-700751,2023-09-02,C-2393,103,Sales Booster,Software,10,14610,Asia,Salesperson_11,Won
O-700752,2024-01-24,C-1500,103,Sales Booster,Software,7,6545,Europe,Salesperson_9,Won
O-700753,2024-12-27,C-3158,201,POS Terminal,Hardware,7,1687,Asia,Salesperson_7,Won
O-700754,2024-02-05,C-2580,101,CRM Pro,Software,13,0,North America,Salesperson_6,Won
O-700755,2023-09-29,C-1841,103,Sales Booster,Software,13,14274,Europe,Salesperson_10,Won
O-700756,2024-09-10,C-1798,201,POS Terminal,Hardware,4,4804,Asia,Salesperson_8,Won
O-700757,2023-09-18,C-2918,102,Analytics Suite,Software,14,13524,Europe,Salesperson_3,Won
O-700758,2023-11-25,C-1757,102,Analytics Suite,Software,12,4116,Europe,Salesperson_1,Won
O-700759,2024-10-08,C-4680,101,CRM Pro,Software,13,4550,Asia,Salesperson_9,Won
O-700760,2024-04-19,C-1604,101,CRM Pro,Software,6,5820,Asia,Salesperson_11,Won
O-700761,2024-03-21,C-4535,101,CRM Pro,Software,12,14484,North America,Salesperson_3,Won
O-700762,2024-11-02,C-5726,102,Analytics Suite,Software,1,775,North America,Salesperson_10,Won
O-700763,2023-07-22,C-1501,103,Sales Booster,Software,5,2640,Asia,Salesperson_4,Won
O-700764,2023-06-05,C-2902,101,CRM Pro,Software,6,7158,Asia,Salesperson_9,Won
O-700765,2024-12-10,C-4904,103,Sales Booster,Software,11,8547,North America,Salesperson_7,Won
O-700766,2024-11-02,C-3395,101,CRM Pro,Software,7,5628,Europe,Salesperson_4,Won
O-700767,2023-06-23,C-3542,101,CRM Pro,Software,10,355320,Asia,Salesperson_6,Won
O-700768,2024-03-05,C-2620,201,POS Terminal,Hardware,1,37888,North America,Salesperson_1,Won
O-700769,2023-09-21,C-1474,103,Sales Booster,Software,5,3240,Europe,Salesperson_1,Won
O-700770,2023-11-05,C-5457,103,Sales Booster,Software,6,2952,Europe,Salesperson_5,Won
O-700771,2023-03-27,C-5441,201,POS Terminal,Hardware,1,1417,Asia,Salesperson_5,Won
O-700772,2024-06-17,C-5304,102,Analytics Suite,Software,8,11336,North America,Salesperson_7,Won
O-700773,2024-10-26,C-2342,103,Sales Booster,Software,5,6320,North America,Salesperson_1,Won
O-700774,2023-02-13,C-3292,201,POS Terminal,Hardware,2,-1288,Asia,Salesperson_4,Won
O-700775,2024-01-10,C-3059,103,Sales Booster,Software,7,7098,Asia,Salesperson_3,Won
O-700776,2023-02-18,C-3895,103,Sales Booster,Software,13,4888,North America,Salesperson_4,Won
O-700777,2023-06-13,C-3322,102,Analytics Suite,Software,6,7566,Asia,Salesperson_1,Won
O-700778,2024-12-29,C-3791,103,Sales Booster,Software,4,-2664,Asia,Salesperson_7,Won
O-700779,2023-06-21,C-1275,103,Sales Booster,Software,14,10920,Europe,Salesperson_11,Won
O-700780,2023-01-14,C-1295,103,Sales Booster,Software,10,6230,Europe,Salesperson_9,Won
O-700781,2024-09-06,C-2620,103,Sales Booster,Software,14,10990,Europe,Salesperson_2,Won
O-700782,2023-10-08,C-1393,201,POS Terminal,Hardware,2,1434,Europe,Salesperson_5,Won
O-700783,2023-05-06,C-3857,201,POS Terminal,Hardware,14,8554,Asia,Salesperson_7,Won
O-700784,2023-04-11,C-5829,201,POS Terminal,Hardware,10,14860,Asia,Salesperson_7,Won
O-700785,2024-07-01,C-2697,201,POS Terminal,Hardware,4,-2100,North America,Salesperson_9,Won
O-700786,2024-05-24,C-1604,201,POS Terminal,Hardware,4,4884,Asia,Salesperson_5,Won
O-700787,2024-06-11,C-2129,201,POS Terminal,Hardware,1,1202,Asia,Salesperson_9,Won
O-700788,2024-02-14,C-4468,103,Sales Booster,Software,5,6590,North America,Salesperson_4,Won
O-700789,2023-11-26,C-1966,201,POS Terminal,Hardware,3,3852,Asia,Salesperson_4,Won
O-700790,2023-02-11,C-1595,102,Analytics Suite,Software,11,16192,North America,Salesperson_10,Won
O-700791,2023-09-21,C-5330,103,Sales Booster,Software,7,3185,Asia,Salesperson_2,Won
O-700792,2023-04-29,C-4798,201,POS Terminal,Hardware,12,9540,North America,Salesperson_10,Won
O-700793,2023-12-30,C-3269,201,POS Terminal,Hardware,4,1820,Asia,Salesperson_7,Won
O-700794,2024-04-27,C-5348,201,POS Terminal,Hardware,14,12684,Europe,Salesperson_1,Won
O-700795,2024-02-04,C-1337,201,POS Terminal,Hardware,15,9405,Asia,Salesperson_11,Won
O-700796,2023-07-08,C-2843,103,Sales Booster,Software,8,8824,Europe,Salesperson_6,Won
O-700797,2023-06-20,C-2165,201,POS Terminal,Hardware,4,0,North America,Salesperson_8,Won
O-700798,2024-12-22,C-5142,201,POS Terminal,Hardware,13,15639,Europe,Salesperson_6,Won
O-700799,2024-10-24,C-5583,201,POS Terminal,Hardware,1,334,Europe,Salesperson_6,Won
O-700800,2024-01-20,C-3198,102,Analytics Suite,Software,1,0,Asia,Salesperson_9,Won
O-700801,2023-06-16,C-2746,201,POS Terminal,Hardware,13,17680,Asia,Salesperson_4,Won
