order_id,order_date,customer_id,product_name,category,region,channel,units,revenue,stage
O-900596,2023-11-08,C-4335,CRM Pro,hardware,NA,Outbound,14,20720,Won
O-900597,2023-06-05,C-2193,CRM Pro,hardware,North-America,Inbound,2,676,Won
O-900598,2023-09-09,C-3508,CRM Pro,Hard ware,NA,OUTBOUND,6,4932,Won
O-900599,2024-12-29,C-1311,POS Terminal,Soft ware,EU,OUTBOUND,14,18746,Won
O-900600,2023-07-11,C-4177,CRM-Pro,Soft ware,North America,partner,14,6986,Won
O-900601,2024-09-17,C-4724,CRM Pro,software,NA,inbound,14,22484,Won
O-900602,2024-01-12,C-5446,AnalyticsSuite,Software,N. America,out bound,8,3552,Won
O-900603,2023-06-28,C-3308,CRM Pro,Software,APAC,Inbound,4,2304,Won
O-900604,2024-07-15,C-1548,CRM-Pro,Hard ware,Asia,partner,10,4980,Won
O-900605,2023-04-21,C-2487,CRM-Pro,Hardware,Europe,Inbound,9,7389,Won
O-900606,2023-08-04,C-6433,CRM-Pro,Hard ware,North America,Partner,4,3268,Won
O-900607,2023-05-12,C-3804,POS-Terminal,hardware,EU,Outbound,3,2871,Won
O-900608,2024-10-25,C-1258,CRM-Pro,Soft ware,NA,partner,4,3980,Won
O-900609,2023-03-15,C-4563,POS-Terminal,hardware,APAC,OUTBOUND,13,13104,Won
O-900610,2024-03-05,C-1836,CRM Pro,Hard ware,europe,out bound,13,13767,Won
O-900611,2023-09-30,C-1281,POS-Terminal,Soft ware,N. America,inbound,11,4620,Won
O-900612,2024-03-21,C-5600,CRM-Pro,Hard ware,North-America,Inbound,11,18458,Won
O-900613,2023-03-22,C-2954,POS Terminal,Hardware,Europe,inbound,11,13508,Won
O-900614,2023-01-21,C-4853,POS-Terminal,Hardware,APAC,Outbound,10,5800,Won
O-900615,2024-06-18,C-6967,CRM-Pro,software,N. America,OUTBOUND,6,8760,Won
O-900616,2023-11-26,C-1385,CRM Pro,Hard ware,north america,Inbound,15,18795,Won
O-900617,2024-02-03,C-5873,AnalyticsSuite,Software,asia,Inbound,14,8750,Won
O-900618,2024-05-16,C-3162,CRM Pro,software,EU,In-bound,12,23316,Won
O-900619,2023-01-27,C-4963,Analytics Suite,Hardware,APAC,out bound,12,19440,Won
O-900620,2023-11-06,C-1415,POS-Terminal,Software,Asia,out bound,8,4208,Won
O-900621,2024-06-18,C-3168,POS Terminal,Software,asia,inbound,13,17147,Won
O-900622,2024-07-03,C-2170,CRM-Pro,Software,APAC,out bound,1,1134,Won
O-900623,2023-03-11,C-2384,AnalyticsSuite,hardware,north america,Inbound,9,6867,Won
O-900624,2024-10-17,C-5803,CRM-Pro,Soft ware,EU,out bound,10,11970,Won
O-900625,2023-01-04,C-3943,AnalyticsSuite,Software,europe,out bound,10,13070,Won
O-900626,2024-11-05,C-4380,POS-Terminal,hardware,APAC,Inbound,1,1267,Won
O-900627,2023-11-09,C-1147,CRM-Pro,Hardware,europe,partner,7,8561,Won
O-900628,2023-08-19,C-2735,POS Terminal,hardware,north america,In-bound,5,4405,Won
O-900629,2024-11-19,C-6829,AnalyticsSuite,Software,europe,out bound,14,7070,Won
O-900630,2023-08-18,C-5468,CRM-Pro,software,north america,out bound,9,9072,Won
O-900631,2024-11-07,C-2005,AnalyticsSuite,software,europe,inbound,11,17017,Won
O-900632,2023-07-28,C-6549,POS-Terminal,Hard ware,north america,Partner,14,26670,Won
O-900633,2024-05-17,C-5420,CRM Pro,Hard ware,APAC,Partner,8,5360,Won
O-900634,2024-05-13,C-3930,CRM-Pro,Software,N. America,Inbound,6,3288,Won
O-900635,2024-07-18,C-4383,POS Terminal,hardware,europe,inbound,1,1976,Won
O-900636,2024-12-24,C-3266,AnalyticsSuite,hardware,N. America,Partner,3,3579,Won
O-900637,2023-08-06,C-5037,POS Terminal,Hard ware,Asia,partner,11,11836,Won
O-900638,2023-06-29,C-2100,POS-Terminal,Hardware,NA,OUTBOUND,14,11396,Won
O-900639,2023-01-25,C-2471,POS Terminal,hardware,Asia,partner,9,7785,Won
O-900640,2024-11-18,C-2243,POS-Terminal,software,north america,inbound,11,7777,Won
O-900641,2024-12-27,C-5926,CRM-Pro,Software,Asia,In-bound,4,4416,Won
O-900642,2023-12-05,C-3120,CRM-Pro,hardware,N. America,OUTBOUND,12,15060,Won
O-900643,2024-07-03,C-2072,AnalyticsSuite,hardware,EU,OUTBOUND,8,4304,Won
O-900644,2024-09-09,C-3815,AnalyticsSuite,software,Asia,Partner,1,1461,Won
O-900645,2024-11-11,C-1556,POS Terminal,Hardware,North America,In-bound,11,17666,Won
O-900646,2024-09-17,C-6441,CRM Pro,Soft ware,north america,out bound,3,2487,Won
O-900647,2023-08-04,C-5561,AnalyticsSuite,hardware,europe,Outbound,2,1716,Won
O-900648,2024-03-05,C-1361,Analytics Suite,software,Asia,inbound,10,19730,Won
O-900649,2023-04-04,C-2991,CRM-Pro,hardware,North-America,OUTBOUND,2,2054,Won
O-900650,2023-12-27,C-6872,CRM Pro,Soft ware,NA,Outbound,6,11802,Won
O-900651,2023-12-10,C-6741,AnalyticsSuite,software,APAC,out bound,12,12552,Won
O-900652,2023-10-26,C-4709,AnalyticsSuite,Soft ware,asia,In-bound,12,21732,Won
O-900653,2024-02-09,C-6537,CRM Pro,Software,North America,out bound,11,8162,Won
O-900654,2023-12-23,C-1641,CRM-Pro,hardware,EU,Partner,15,28365,Won
O-900655,2023-10-13,C-3292,Analytics Suite,Hard ware,North-America,Partner,3,5451,Won
O-900656,2024-10-31,C-1309,POS Terminal,Soft ware,NA,OUTBOUND,8,12792,Won
O-900657,2024-09-07,C-1742,POS Terminal,Hard ware,asia,Outbound,7,13090,Won
O-900658,2024-09-27,C-6192,CRM Pro,hardware,APAC,In-bound,14,26516,Won
O-900659,2023-09-15,C-2430,POS-Terminal,software,N. America,In-bound,13,15379,Won
O-900660,2023-05-03,C-1819,AnalyticsSuite,software,europe,out bound,6,3366,Won
O-900661,2023-08-03,C-1503,POS Terminal,Hardware,EU,inbound,3,3732,Won
O-900662,2023-01-04,C-3757,AnalyticsSuite,Soft ware,north america,partner,3,1560,Won
O-900663,2024-02-06,C-3403,AnalyticsSuite,Hard ware,Asia,out bound,11,9592,Won
O-900664,2023-03-13,C-5494,CRM-Pro,hardware,N. America,Partner,3,3414,Won
O-900665,2023-09-20,C-6092,POS Terminal,software,EU,Inbound,6,6420,Won
O-900666,2023-04-24,C-6167,CRM-Pro,hardware,EU,In-bound,2,1480,Won
O-900667,2024-02-01,C-5398,POS-Terminal,Hardware,asia,Partner,13,14326,Won
O-900668,2023-09-27,C-4593,Analytics Suite,software,N. America,In-bound,13,7163,Won
O-900669,2023-07-10,C-5540,POS Terminal,Software,North America,partner,7,2912,Won
O-900670,2024-10-10,C-4497,AnalyticsSuite,Hard ware,Europe,Inbound,14,26544,Won
O-900671,2024-11-13,C-2567,POS-Terminal,hardware,APAC,Outbound,15,10575,Won
O-900672,2023-07-01,C-4037,POS Terminal,software,Asia,In-bound,6,2514,Won
O-900673,2024-07-04,C-5101,CRM Pro,hardware,North-America,partner,15,15750,Won
O-900674,2024-05-16,C-5364,POS-Terminal,Soft ware,NA,inbound,10,15560,Won
O-900675,2024-01-29,C-4446,POS Terminal,Hardware,Europe,OUTBOUND,5,6480,Won
O-900676,2024-09-26,C-2198,AnalyticsSuite,software,Europe,out bound,13,6227,Won
O-900677,2024-07-06,C-6267,CRM Pro,software,EU,partner,4,4392,Won
O-900678,2024-12-19,C-6502,Analytics Suite,Software,North America,Outbound,9,15948,Won
O-900679,2023-08-04,C-4633,Analytics Suite,software,asia,Partner,8,5360,Won
O-900680,2024-12-29,C-4372,POS-Terminal,Software,North America,OUTBOUND,2,2514,Won
O-900681,2023-03-19,C-5836,CRM Pro,Hard ware,North-America,Outbound,6,2148,Won
O-900682,2023-09-05,C-1292,AnalyticsSuite,Hardware,europe,partner,11,11847,Won
O-900683,2023-09-11,C-5469,CRM Pro,software,EU,Partner,1,313,Won
O-900684,2024-09-07,C-2415,Analytics Suite,Hardware,APAC,Inbound,2,1428,Won
O-900685,2023-06-14,C-6303,POS-Terminal,Software,EU,Inbound,11,17886,Won
O-900686,2023-04-02,C-1352,CRM Pro,Software,asia,In-bound,5,2630,Won
O-900687,2023-03-08,C-1085,POS-Terminal,Hard ware,North-America,Partner,10,4680,Won
O-900688,2023-05-03,C-2264,POS Terminal,Soft ware,APAC,Outbound,5,3840,Won
O-900689,2024-09-08,C-3163,Analytics Suite,hardware,APAC,Inbound,5,3735,Won
O-900690,2023-09-11,C-2815,AnalyticsSuite,hardware,europe,Inbound,1,1918,Won
O-900691,2024-11-13,C-5385,POS Terminal,software,North America,inbound,7,12236,Won
O-900692,2024-06-09,C-4760,POS-Terminal,hardware,NA,inbound,1,675,Won
O-900693,2023-06-25,C-6552,CRM Pro,Soft ware,europe,Outbound,6,4572,Won
O-900694,2024-07-26,C-4674,POS-Terminal,Hard ware,north america,Partner,9,16875,Won
O-900695,2024-08-15,C-6173,POS Terminal,Soft ware,North-America,Partner,5,3820,Won
O-900696,2024-10-22,C-4703,POS Terminal,software,Asia,partner,7,2296,Won
O-900697,2024-09-17,C-4900,CRM Pro,Hard ware,asia,inbound,7,6692,Won
O-900698,2024-05-22,C-3568,POS Terminal,Hard ware,North America,Partner,1,542,Won
O-900699,2024-11-19,C-1451,CRM-Pro,Soft ware,North America,out bound,4,2996,Won
O-900700,2024-02-09,C-3579,CRM-Pro,Soft ware,north america,In-bound,13,7969,Won
O-900701,2024-07-10,C-4534,AnalyticsSuite,software,NA,OUTBOUND,2,3398,Won
O-900702,2024-11-10,C-3371,POS-Terminal,Hardware,Asia,Partner,8,9792,Won
O-900703,2023-12-30,C-6613,CRM-Pro,software,asia,inbound,7,11123,Won
O-900704,2023-01-12,C-2001,AnalyticsSuite,Hard ware,N. America,Outbound,8,9728,Won
O-900705,2024-07-07,C-5736,Analytics Suite,Hard ware,NA,Inbound,5,4845,Won
O-900706,2023-03-28,C-3624,Analytics Suite,Hardware,north america,Inbound,6,5892,Won
O-900707,2023-12-24,C-4419,CRM-Pro,Hardware,Europe,inbound,7,10542,Won
O-900708,2024-12-07,C-2894,AnalyticsSuite,Software,Europe,Partner,12,11004,Won
O-900709,2024-07-09,C-5187,CRM-Pro,software,North-America,out bound,3,2898,Won
O-900710,2023-12-31,C-3297,Analytics Suite,Software,NA,OUTBOUND,5,1665,Won
O-900711,2023-06-07,C-5242,AnalyticsSuite,hardware,North-America,inbound,2,3850,Won
O-900712,2023-06-18,C-2049,AnalyticsSuite,hardware,North-America,Inbound,11,15884,Won
O-900713,2023-07-31,C-6664,AnalyticsSuite,software,NA,OUTBOUND,10,17620,Won
O-900714,2024-08-17,C-2004,AnalyticsSuite,hardware,NA,Outbound,3,957,Won
O-900715,2024-09-27,C-1984,CRM Pro,software,europe,out bound,13,18291,Won
O-900716,2023-01-18,C-5139,Analytics Suite,Software,EU,inbound,11,3377,Won
O-900717,2023-06-30,C-3529,Analytics Suite,software,EU,In-bound,13,6864,Won
O-900718,2023-03-21,C-6263,CRM-Pro,software,North-America,out bound,3,1596,Won
O-900719,2023-03-04,C-6250,Analytics Suite,Software,asia,Partner,5,3260,Won
O-900720,2023-11-14,C-4199,Analytics Suite,Hardware,EU,Partner,9,5652,Won
O-900721,2023-05-30,C-5860,AnalyticsSuite,Hard ware,europe,out bound,9,10962,Won
O-900722,2023-08-03,C-3314,AnalyticsSuite,Software,APAC,Inbound,7,2772,Won
O-900723,2024-03-30,C-3504,CRM-Pro,software,North-America,Inbound,13,17030,Won
O-900724,2024-12-21,C-2253,CRM Pro,hardware,north america,Inbound,10,6820,Won
O-900725,2024-02-26,C-3629,Analytics Suite,hardware,north america,OUTBOUND,10,3970,Won
O-900726,2024-10-12,C-6973,AnalyticsSuite,hardware,north america,Outbound,14,24374,Won
O-900727,2024-08-14,C-6058,Analytics Suite,Hardware,Asia,inbound,7,5992,Won
O-900728,2024-06-02,C-2466,POS-Terminal,Soft ware,N. America,OUTBOUND,5,7715,Won
O-900729,2024-10-20,C-5322,POS-Terminal,software,EU,out bound,10,10650,Won
O-900730,2024-08-22,C-2333,AnalyticsSuite,Software,north america,Inbound,10,6620,Won
O-900731,2024-04-04,C-5404,AnalyticsSuite,Hard ware,North-America,inbound,1,1922,Won
O-900732,2024-01-07,C-2579,Analytics Suite,Software,N. America,out bound,8,15608,Won
O-900733,2023-07-04,C-5245,CRM-Pro,Hard ware,asia,partner,10,13450,Won
O-900734,2024-04-25,C-4435,CRM-Pro,Hardware,Europe,OUTBOUND,11,12122,Won
O-900735,2023-07-30,C-2845,POS-Terminal,Hard ware,europe,OUTBOUND,9,8487,Won
O-900736,2024-01-18,C-4734,CRM Pro,hardware,EU,Outbound,9,12852,Won
O-900737,2024-12-14,C-4155,Analytics Suite,Hard ware,N. America,inbound,7,3927,Won
O-900738,2023-05-02,C-2471,Analytics Suite,Hard ware,N. America,In-bound,3,2166,Won
O-900739,2023-12-03,C-2436,AnalyticsSuite,software,N. America,Outbound,15,25890,Won
O-900740,2023-05-14,C-1801,POS-Terminal,software,APAC,OUTBOUND,3,4425,Won
O-900741,2024-10-16,C-5922,POS Terminal,Soft ware,EU,OUTBOUND,10,11890,Won
O-900742,2024-11-23,C-2329,POS-Terminal,hardware,europe,In-bound,11,9064,Won
O-900743,2023-11-05,C-6452,AnalyticsSuite,Soft ware,EU,In-bound,8,11680,Won
O-900744,2023-08-15,C-3438,Analytics Suite,Hardware,North-America,OUTBOUND,10,5320,Won
O-900745,2024-10-20,C-2461,CRM Pro,software,N. America,Partner,15,20190,Won
O-900746,2023-10-20,C-5789,POS-Terminal,Software,North-America,out bound,12,16620,Won
O-900747,2024-10-18,C-6284,Analytics Suite,Hardware,NA,Outbound,3,4329,Won
O-900748,2024-02-09,C-6077,AnalyticsSuite,Software,NA,Partner,11,16137,Won
O-900749,2024-08-06,C-5295,Analytics Suite,Hard ware,europe,Outbound,11,19459,Won
O-900750,2024-07-03,C-6194,CRM Pro,Hardware,Europe,OUTBOUND,14,11564,Won
O-900751,2024-09-26,C-2010,CRM Pro,hardware,Asia,In-bound,14,8218,Won
O-900752,2024-10-01,C-4092,POS-Terminal,Hard ware,North America,partner,5,6410,Won
O-900753,2024-05-14,C-5011,POS-Terminal,Hard ware,NA,Inbound,5,3200,Won
O-900754,2023-12-31,C-5089,POS Terminal,Hard ware,Asia,partner,8,13592,Won
O-900755,2024-01-31,C-1784,CRM Pro,Soft ware,asia,Inbound,2,1164,Won
O-900756,2024-09-03,C-1607,CRM-Pro,Hard ware,APAC,OUTBOUND,3,3189,Won
O-900757,2024-12-11,C-4655,AnalyticsSuite,Hard ware,N. America,partner,4,4348,Won
O-900758,2024-11-09,C-2089,AnalyticsSuite,Software,NA,out bound,8,9432,Won
O-900759,2023-01-07,C-3028,AnalyticsSuite,Soft ware,NA,out bound,12,13356,Won
O-900760,2023-10-19,C-1971,POS Terminal,Software,north america,Outbound,1,1574,Won
O-900761,2024-08-09,C-1961,AnalyticsSuite,software,N. America,partner,3,3456,Won
O-900762,2023-05-26,C-6248,POS Terminal,software,APAC,Inbound,7,4221,Won
O-900763,2023-01-28,C-3844,CRM-Pro,hardware,europe,In-bound,2,2454,Won
O-900764,2024-01-02,C-2587,AnalyticsSuite,hardware,APAC,Inbound,13,10504,Won
O-900765,2024-05-16,C-2667,CRM-Pro,hardware,Asia,inbound,3,5334,Won
O-900766,2023-09-09,C-6508,CRM-Pro,hardware,NA,Outbound,1,815,Won
O-900767,2023-05-20,C-3925,POS Terminal,software,North America,In-bound,2,3584,Won
O-900768,2024-10-09,C-1780,CRM-Pro,Hardware,NA,OUTBOUND,12,6528,Won
O-900769,2024-02-18,C-4676,POS-Terminal,hardware,north america,out bound,9,6822,Won
O-900770,2024-02-03,C-3230,AnalyticsSuite,hardware,North-America,partner,11,14267,Won
O-900771,2023-06-15,C-3593,POS Terminal,Hardware,North America,Outbound,1,1075,Won
O-900772,2023-03-22,C-6887,CRM Pro,Soft ware,europe,partner,8,15376,Won
O-900773,2024-07-18,C-4193,Analytics Suite,Hardware,asia,partner,4,2904,Won
O-900774,2023-01-16,C-1712,CRM-Pro,Software,N. America,out bound,3,1470,Won
O-900775,2023-03-27,C-1300,Analytics Suite,Hardware,asia,Inbound,5,6720,Won
O-900776,2024-11-03,C-6858,CRM Pro,Hardware,NA,Partner,5,7255,Won
O-900777,2023-06-14,C-6931,POS-Terminal,Hard ware,Europe,Partner,1,522,Won
O-900778,2024-04-10,C-5946,CRM Pro,Software,Asia,Outbound,12,14508,Won
O-900779,2023-10-23,C-1214,AnalyticsSuite,software,APAC,OUTBOUND,8,14960,Won
O-900780,2024-05-11,C-1726,AnalyticsSuite,Software,N. America,Partner,9,17946,Won
O-900781,2024-05-12,C-5029,POS Terminal,Hardware,north america,inbound,11,16687,Won
O-900782,2023-08-07,C-5844,POS-Terminal,Soft ware,Asia,out bound,13,4121,Won
O-900783,2023-01-18,C-5901,CRM-Pro,Hard ware,asia,In-bound,9,13626,Won
O-900784,2023-12-23,C-4727,POS Terminal,Soft ware,asia,Partner,5,3235,Won
O-900785,2024-04-08,C-6036,CRM Pro,Hardware,north america,Outbound,4,1888,Won
O-900786,2024-10-23,C-5369,CRM-Pro,Hard ware,North-America,Partner,3,3207,Won
O-900787,2023-06-05,C-1393,POS Terminal,Software,North-America,Inbound,14,5768,Won
O-900788,2023-02-03,C-4193,Analytics Suite,Software,APAC,In-bound,2,920,Won
O-900789,2024-05-07,C-6077,AnalyticsSuite,Software,asia,Inbound,1,1917,Won
O-900790,2024-07-08,C-6750,AnalyticsSuite,Soft ware,europe,Partner,7,13356,Won
O-900791,2023-08-23,C-6964,POS Terminal,Soft ware,North America,Outbound,12,5652,Won
O-900792,2024-06-16,C-3222,POS-Terminal,Software,Asia,out bound,8,8488,Won
O-900793,2024-07-10,C-5199,AnalyticsSuite,hardware,Europe,out bound,4,1984,Won
O-900794,2024-11-03,C-1046,AnalyticsSuite,Hardware,EU,Partner,7,11592,Won
O-900795,2023-11-22,C-4869,POS-Terminal,Hard ware,Europe,Inbound,13,10647,Won
O-900796,2023-10-20,C-3014,POS Terminal,software,N. America,partner,13,17238,Won
O-900797,2024-04-29,C-6733,Analytics Suite,Software,Europe,OUTBOUND,13,5252,Won
O-900798,2023-03-09,C-1570,AnalyticsSuite,Hardware,north america,Inbound,6,5388,Won
O-900799,2023-12-14,C-5111,POS Terminal,software,APAC,Partner,3,5046,Won
O-900800,2024-08-12,C-5275,AnalyticsSuite,Software,asia,inbound,15,28650,Won
O-900801,2023-05-30,C-2085,AnalyticsSuite,Software,Asia,Inbound,15,8670,Won
O-900802,2024-02-09,C-5672,AnalyticsSuite,Software,North America,In-bound,3,5244,Won
O-900803,2024-09-05,C-1452,AnalyticsSuite,Hardware,NA,Inbound,1,498,Won
O-900804,2023-07-30,C-6252,CRM-Pro,software,asia,Inbound,10,8760,Won
O-900805,2024-04-23,C-5468,POS Terminal,Soft ware,asia,inbound,6,10848,Won
O-900806,2024-03-22,C-2172,AnalyticsSuite,Hard ware,North-America,partner,14,26796,Won
O-900807,2024-12-25,C-1816,Analytics Suite,Software,NA,Outbound,2,2594,Won
O-900808,2024-02-22,C-6664,POS Terminal,hardware,N. America,out bound,13,19890,Won
O-900809,2024-02-07,C-4118,POS Terminal,software,N. America,OUTBOUND,7,12586,Won
O-900810,2024-04-20,C-1003,POS-Terminal,Software,Asia,inbound,7,9359,Won
O-900811,2024-06-12,C-1059,CRM-Pro,Hard ware,N. America,OUTBOUND,3,3105,Won
O-900812,2024-01-08,C-3389,POS Terminal,software,asia,In-bound,1,507,Won
O-900813,2024-07-08,C-4948,POS-Terminal,hardware,APAC,inbound,3,2223,Won
O-900814,2023-08-07,C-6987,Analytics Suite,hardware,europe,partner,1,1881,Won
O-900815,2023-02-06,C-4811,Analytics Suite,Soft ware,asia,Partner,8,2608,Won
O-900816,2024-05-07,C-6064,CRM Pro,software,APAC,Partner,11,19283,Won
O-900817,2023-01-11,C-5167,AnalyticsSuite,Software,europe,Inbound,9,6498,Won
O-900818,2023-11-07,C-3894,Analytics Suite,Software,EU,In-bound,8,12832,Won
O-900819,2023-10-03,C-5410,POS Terminal,hardware,Europe,In-bound,7,9765,Won
O-900820,2023-10-28,C-6659,AnalyticsSuite,Hardware,europe,Outbound,2,3872,Won
O-900821,2023-09-09,C-5153,CRM-Pro,Soft ware,North America,Inbound,14,23940,Won
O-900822,2024-08-26,C-3028,POS Terminal,Hard ware,APAC,In-bound,8,13120,Won
O-900823,2023-02-16,C-4650,Analytics Suite,hardware,N. America,OUTBOUND,9,7983,Won
O-900824,2024-04-27,C-5272,CRM-Pro,Hardware,asia,inbound,2,3150,Won
O-900825,2024-12-06,C-5778,Analytics Suite,software,north america,OUTBOUND,5,7450,Won
O-900826,2024-12-01,C-2522,CRM Pro,Hard ware,N. America,out bound,3,4197,Won
O-900827,2024-05-30,C-5991,CRM Pro,Hard ware,NA,out bound,11,15257,Won
O-900828,2024-06-17,C-2875,CRM Pro,software,north america,Partner,3,2373,Won
O-900829,2024-08-25,C-6756,AnalyticsSuite,Hardware,EU,inbound,5,6250,Won
O-900830,2023-08-30,C-5799,POS Terminal,software,Europe,Outbound,11,9482,Won
O-900831,2023-05-27,C-3842,CRM Pro,software,Europe,partner,12,13332,Won
O-900832,2024-12-29,C-5682,CRM-Pro,Hardware,NA,partner,8,10944,Won
O-900833,2023-03-22,C-5553,POS-Terminal,Software,Asia,inbound,6,11190,Won
O-900834,2024-09-03,C-5944,Analytics Suite,Hardware,APAC,Partner,6,7344,Won
O-900835,2024-05-23,C-3220,CRM Pro,Software,Europe,out bound,4,4940,Won
O-900836,2024-10-04,C-1857,POS Terminal,hardware,asia,inbound,9,15804,Won
O-900837,2024-02-10,C-3754,POS Terminal,hardware,North America,Outbound,9,13599,Won
O-900838,2024-06-25,C-2443,POS Terminal,Hard ware,NA,Partner,8,15912,Won
O-900839,2023-11-28,C-5583,POS Terminal,Hardware,asia,inbound,8,8232,Won
O-900840,2024-06-11,C-4696,CRM-Pro,Hard ware,APAC,inbound,10,3250,Won
O-900841,2024-04-28,C-2004,Analytics Suite,Soft ware,north america,OUTBOUND,12,18396,Won
O-900842,2023-07-09,C-3306,Analytics Suite,Software,NA,OUTBOUND,12,19296,Won
O-900843,2023-04-23,C-4141,POS Terminal,hardware,Europe,partner,6,5472,Won
O-900844,2024-08-19,C-3004,Analytics Suite,hardware,Asia,out bound,11,9911,Won
O-900845,2024-10-23,C-4755,CRM-Pro,Soft ware,North America,Inbound,7,4739,Won
O-900846,2024-11-01,C-1873,POS-Terminal,Hard ware,NA,inbound,14,5474,Won
O-900847,2023-04-07,C-5077,CRM-Pro,Hardware,EU,OUTBOUND,5,2425,Won
O-900848,2024-07-21,C-5089,Analytics Suite,Hard ware,asia,partner,11,8712,Won
O-900849,2024-10-12,C-5384,AnalyticsSuite,software,Europe,OUTBOUND,2,3822,Won
O-900850,2023-05-09,C-3081,Analytics Suite,Hard ware,europe,OUTBOUND,8,14376,Won
O-900851,2024-02-01,C-3713,POS-Terminal,software,EU,Partner,1,1052,Won
O-900852,2023-01-22,C-3105,POS Terminal,Soft ware,north america,In-bound,4,4792,Won
O-900853,2024-07-15,C-5008,Analytics Suite,Soft ware,North-America,In-bound,9,17460,Won
O-900854,2023-07-15,C-1335,CRM-Pro,Hardware,north america,Inbound,5,2055,Won
O-900855,2024-05-30,C-6966,POS Terminal,software,asia,Partner,1,912,Won
O-900856,2024-06-15,C-3505,POS Terminal,Hard ware,North America,partner,11,20526,Won
O-900857,2023-02-19,C-4201,POS Terminal,Hardware,Europe,Outbound,5,6520,Won
O-900858,2023-11-06,C-3485,Analytics Suite,Software,Asia,Outbound,10,4460,Won
O-900859,2023-08-14,C-4832,Analytics Suite,Soft ware,north america,Outbound,1,1910,Won
O-900860,2024-10-27,C-3638,CRM-Pro,hardware,N. America,Outbound,8,4520,Won
O-900861,2024-11-02,C-5046,POS-Terminal,software,europe,In-bound,11,10670,Won
O-900862,2023-01-18,C-3678,POS-Terminal,Software,europe,Inbound,4,7284,Won
O-900863,2023-05-16,C-4644,AnalyticsSuite,Hard ware,EU,Partner,10,10260,Won
O-900864,2024-04-26,C-3609,POS Terminal,software,north america,OUTBOUND,14,19586,Won
O-900865,2024-11-07,C-3267,CRM-Pro,Soft ware,Europe,out bound,4,2632,Won
O-900866,2024-02-02,C-6874,CRM-Pro,Software,NA,Partner,13,16250,Won
O-900867,2023-07-26,C-5657,POS Terminal,Hardware,North-America,Inbound,6,11454,Won
O-900868,2023-09-18,C-4557,POS Terminal,Software,Europe,out bound,8,8304,Won
O-900869,2024-03-24,C-4376,POS Terminal,Hardware,europe,OUTBOUND,8,4024,Won
O-900870,2024-12-13,C-5421,Analytics Suite,Hard ware,north america,out bound,7,3507,Won
O-900871,2024-04-22,C-3495,POS Terminal,Soft ware,N. America,partner,14,21840,Won
O-900872,2024-02-28,C-5716,CRM-Pro,Hardware,APAC,Partner,3,3405,Won
O-900873,2023-08-17,C-1615,Analytics Suite,software,North-America,OUTBOUND,8,14912,Won
O-900874,2023-05-20,C-4687,CRM-Pro,hardware,Europe,Partner,3,1890,Won
O-900875,2023-08-02,C-1942,POS-Terminal,Soft ware,NA,In-bound,11,21450,Won
O-900876,2024-06-01,C-5681,POS-Terminal,Hard ware,north america,In-bound,11,3993,Won
O-900877,2023-12-07,C-6621,POS Terminal,Software,North-America,OUTBOUND,10,11920,Won
O-900878,2023-03-06,C-3817,POS Terminal,Soft ware,Asia,In-bound,14,5950,Won
O-900879,2023-03-15,C-4429,POS-Terminal,Software,NA,OUTBOUND,5,8795,Won
O-900880,2023-04-13,C-1628,AnalyticsSuite,software,EU,Partner,6,3732,Won
O-900881,2024-03-03,C-3597,CRM-Pro,Hardware,asia,partner,15,27300,Won
O-900882,2024-05-11,C-2060,CRM Pro,Hardware,Asia,Inbound,12,14796,Won
O-900883,2024-03-02,C-3595,AnalyticsSuite,hardware,N. America,OUTBOUND,3,1461,Won
O-900884,2023-10-28,C-2553,POS-Terminal,Hard ware,Asia,Outbound,2,1134,Won
O-900885,2024-02-10,C-4717,CRM Pro,software,APAC,inbound,12,6540,Won
O-900886,2023-09-10,C-3382,CRM Pro,Hard ware,North-America,Inbound,1,1720,Won
O-900887,2024-07-22,C-1057,Analytics Suite,Software,N. America,partner,9,13077,Won
O-900888,2024-06-17,C-5557,CRM Pro,Software,North-America,Inbound,11,9680,Won
O-900889,2024-04-16,C-3533,CRM-Pro,Soft ware,north america,In-bound,4,4544,Won
O-900890,2023-12-03,C-6386,AnalyticsSuite,software,north america,out bound,14,26012,Won
O-900891,2024-11-14,C-5835,Analytics Suite,hardware,N. America,partner,1,1718,Won
O-900892,2023-09-24,C-3516,POS Terminal,Soft ware,EU,inbound,15,19755,Won
O-900893,2023-12-21,C-4659,POS-Terminal,Software,North-America,inbound,9,11232,Won
O-900894,2024-07-26,C-2578,AnalyticsSuite,Software,NA,In-bound,15,7605,Won
O-900895,2024-08-30,C-2321,Analytics Suite,software,europe,inbound,10,12880,Won
O-900896,2024-01-21,C-3841,Analytics Suite,Hard ware,EU,Inbound,15,20655,Won
O-900897,2023-12-10,C-2147,CRM-Pro,Hard ware,asia,OUTBOUND,14,16646,Won
O-900898,2024-11-20,C-4858,Analytics Suite,Hardware,Europe,In-bound,2,1082,Won
O-900899,2024-11-02,C-2862,CRM Pro,Software,EU,partner,5,4370,Won
O-900900,2024-06-14,C-4308,AnalyticsSuite,Hard ware,NA,Outbound,10,8450,Won
O-900901,2023-09-19,C-3019,Analytics Suite,software,North America,out bound,1,496,Won
