order_id,order_date,lead_date,close_date,product,region,revenue,units,stage
O-400309,21/06/2024,2024-05-23,2024-07-10,Sales Booster,Europe,17138,10,Won
O-400310,2023-04-29,2023-04,11/05/2023,CRM Pro,Asia,19961,2,Won
O-400311,2024/09/02,26/08/2024,2024-09-20,Analytics Suite,Europe,15950,8,Qualified
O-400312,2023/03/22,Mar 2023,Apr 2023,CRM Pro,North America,11351,3,Qualified
O-400313,10/12/2024,26/11/2024,12-14-2024,Analytics Suite,Europe,12289,2,Won
O-400314,2023-06-07,2023/05/19,14/06/2023,Analytics Suite,Asia,6196,14,Qualified
O-400315,Aug 2024,12/08/2024,2024-09,CRM Pro,Asia,17574,8,Won
O-400316,Apr 2023,2023/03/15,2023/04/10,Analytics Suite,Asia,13595,4,Won
O-400317,22/09/2024,2024-09,2024/10/12,CRM Pro,North America,2761,2,Lost
O-400318,Sep 2024,Aug 2024,2024/09/22,Analytics Suite,Europe,3609,7,Qualified
O-400319,2023/11/06,10-07-2023,2023-11-10,Sales Booster,North America,7130,4,Lost
O-400320,07-28-2023,2023-06,17/08/2023,Sales Booster,North America,8507,13,Won
O-400321,2024-06,05-31-2024,Jun 2024,CRM Pro,Asia,3915,1,Won
O-400322,Jul 2024,2024-06-28,2024/07/24,Sales Booster,North America,6393,4,Qualified
O-400323,2023-08,2023-07,2023-08-25,Sales Booster,Asia,19096,10,Qualified
O-400324,10-28-2023,2023-10-15,13/11/2023,CRM Pro,Europe,18323,9,Won
O-400325,12-26-2023,11/12/2023,2023-12-28,Sales Booster,Europe,6659,7,Qualified
O-400326,2023/09/13,2023/08/18,Oct 2023,CRM Pro,North America,9939,5,Won
O-400327,Jul 2024,2024-06,2024-08-02,CRM Pro,Europe,6611,8,Qualified
O-400328,19/01/2023,2023/01/06,2023-01-20,Sales Booster,Asia,19804,1,Won
O-400329,Oct 2023,09-23-2023,2023-10,Sales Booster,North America,5754,3,Lost
O-400330,2023-09-29,2023-09,10-19-2023,CRM Pro,North America,8924,1,Lost
O-400331,Jan 2023,Jan 2023,01-23-2023,CRM Pro,Europe,8933,1,Qualified
O-400332,08-19-2024,07-29-2024,08-25-2024,Sales Booster,North America,17525,6,Won
O-400333,01-16-2023,2022-12-30,2023-01-19,CRM Pro,Europe,18467,1,Qualified
O-400334,2023-02,Feb 2023,Feb 2023,Analytics Suite,Europe,12925,11,Won
O-400335,2024-02-19,2024/02/11,2024/02/25,Analytics Suite,Europe,7766,9,Won
O-400336,2023-08,12/08/2023,10/09/2023,Analytics Suite,Asia,8269,7,Won
O-400337,2023-07,20/06/2023,Jul 2023,Sales Booster,Asia,12317,13,Won
O-400338,2023-10,09-18-2023,09/10/2023,CRM Pro,Asia,19596,8,Won
O-400339,09/12/2024,2024-11-28,10/12/2024,CRM Pro,Asia,14635,4,Won
O-400340,32/13/2024,2024/06/28,2024-07,Analytics Suite,Asia,15920,1,Qualified
O-400341,2024/08/24,2024/07/29,08/09/2024,Analytics Suite,Europe,9348,8,Qualified
O-400342,2023/09/24,2023-09,2023-09-29,CRM Pro,Asia,10178,5,Lost
O-400343,08/10/2023,2023-09-20,2023/10/13,Sales Booster,Europe,16711,10,Lost
O-400344,2023/09/15,08-29-2023,03/10/2023,Analytics Suite,North America,15801,15,Lost
O-400345,14/03/2024,2024/02/26,03-23-2024,Analytics Suite,Asia,9955,5,Qualified
O-400346,2024/12/11,Nov 2024,Dec 2024,Sales Booster,Europe,12009,11,Qualified
O-400347,2023-12,11-19-2023,Dec 2023,Analytics Suite,Europe,2220,15,Won
O-400348,2023-01-05,2022-12,2023-01,Analytics Suite,North America,10053,4,Won
O-400349,2023-12-06,2023-11-30,12-15-2023,CRM Pro,Asia,3502,4,Lost
O-400350,2023/11/25,11-17-2023,2023/12/10,Analytics Suite,Europe,18816,4,Won
O-400351,2024-02-02,2024-01,2024-02-14,CRM Pro,Europe,12291,9,Qualified
O-400352,Jun 2023,29/05/2023,06-29-2023,CRM Pro,Europe,5649,13,Won
O-400353,07/05/2024,2024/04/09,25/05/2024,Analytics Suite,Europe,8872,13,Qualified
O-400354,2023/06/21,Jun 2023,2023/06/27,Analytics Suite,Asia,543,13,Won
O-400355,2024/11/04,Oct 2024,2024-11-21,CRM Pro,Europe,6475,14,Qualified
O-400356,2023/05/14,2023-05,05-29-2023,CRM Pro,Asia,11736,3,Qualified
O-400357,32/13/2024,2023-07-07,2023-07-25,Analytics Suite,North America,7736,6,Won
O-400358,2024-01,2024-01,2024/01/26,Sales Booster,Asia,7901,11,Qualified
O-400359,03-21-2024,02-20-2024,03-28-2024,CRM Pro,Asia,5574,9,Qualified
O-400360,2023/09/24,Aug 2023,25/09/2023,CRM Pro,North America,2367,14,Lost
O-400361,2024-10-10,2024-09,2024-10,Sales Booster,Europe,17298,12,Lost
O-400362,03/11/2023,2023-10-23,21/11/2023,Sales Booster,Europe,18145,8,Qualified
O-400363,02/02/2023,01-07-2023,2023-02-09,Analytics Suite,Asia,9523,14,Lost
O-400364,29/01/2024,2024-01-18,08/02/2024,Analytics Suite,North America,11804,9,Qualified
O-400365,01-05-2024,12-22-2023,2024/01/10,CRM Pro,Europe,14162,15,Qualified
O-400366,2023-02,17/02/2023,13/03/2023,Analytics Suite,North America,13112,3,Won
O-400367,08-06-2024,2024-07-17,07/08/2024,Analytics Suite,Europe,16418,4,Won
O-400368,2024-09,2024/09/04,2024-09,Sales Booster,Europe,14779,10,Qualified
O-400369,07-25-2024,2024/07/15,29/07/2024,Sales Booster,Asia,5262,13,Won
O-400370,05-25-2024,2024-05-03,05-26-2024,Analytics Suite,North America,16923,10,Won
O-400371,2024/10/04,09/09/2024,Oct 2024,Analytics Suite,North America,7651,3,Won
O-400372,2023/01/07,2022-12,2023/01/19,Analytics Suite,Europe,6857,4,Qualified
O-400373,2024/05/14,2024/04/17,2024-05,Sales Booster,Asia,2127,2,Lost
O-400374,Jan 2024,2024/01/01,2024-01-23,Sales Booster,North America,3562,5,Qualified
O-400375,10-15-2024,24/09/2024,01/11/2024,Analytics Suite,Europe,6237,13,Won
O-400376,May 2024,2024-04,28/05/2024,CRM Pro,Europe,18420,3,Lost
O-400377,32/13/2024,2024-05-13,2024/06/17,Analytics Suite,Europe,14581,13,Lost
O-400378,2023/10/29,10-15-2023,2023-11,Analytics Suite,Asia,2147,10,Lost
O-400379,2024-04,04-15-2024,08/05/2024,CRM Pro,Europe,17872,5,Qualified
O-400380,2024-01,2023/12/17,01-06-2024,Analytics Suite,North America,4186,3,Qualified
O-400381,2024/11/13,14/10/2024,2024-11,Sales Booster,Europe,6432,6,Lost
O-400382,14/01/2024,2024-01-02,01-26-2024,Analytics Suite,North America,16095,6,Qualified
O-400383,Jan 2023,19/12/2022,Jan 2023,Analytics Suite,Europe,5666,9,Lost
O-400384,2023-06-29,18/06/2023,2023-06,Analytics Suite,Asia,13474,1,Lost
O-400385,May 2024,05/05/2024,2024-05-31,Analytics Suite,Europe,6925,11,Lost
O-400386,Jan 2024,2024-01-03,2024/01/26,Sales Booster,Asia,12299,4,Won
O-400387,2023-11,Oct 2023,Dec 2023,Sales Booster,Europe,17264,7,Qualified
O-400388,2024/10/18,10-09-2024,2024-11,Analytics Suite,North America,18156,6,Won
O-400389,2023-09-16,2023-08-26,23/09/2023,CRM Pro,North America,19198,10,Lost
O-400390,29/10/2023,2023-10-14,Nov 2023,CRM Pro,Asia,3226,13,Won
O-400391,32/13/2024,Mar 2024,2024/03/31,Analytics Suite,Europe,13716,5,Qualified
O-400392,12/10/2024,09-15-2024,2024-11,Sales Booster,Europe,19940,10,Won
O-400393,2024-11-10,2024-10,Nov 2024,Analytics Suite,Asia,2888,11,Won
O-400394,2024-12,12-09-2024,01-03-2025,Sales Booster,Asia,17604,3,Qualified
O-400395,Nov 2023,10-31-2023,Dec 2023,Sales Booster,Asia,13985,11,Qualified
O-400396,2024-02-27,2024-02,Mar 2024,Sales Booster,Asia,11419,6,Qualified
O-400397,2024-03-09,2024/02/08,29/03/2024,Analytics Suite,Asia,4561,5,Lost
O-400398,02-02-2024,01-16-2024,05/02/2024,CRM Pro,Asia,11310,7,Won
O-400399,Feb 2023,02-05-2023,2023-03-02,Sales Booster,Europe,7332,12,Lost
O-400400,2023-09,2023/09/05,2023-10,CRM Pro,North America,13902,12,Qualified
O-400401,May 2023,2023/05/15,2023/06/09,Sales Booster,North America,16096,1,Won
O-400402,2024/07/26,07-11-2024,06/08/2024,Analytics Suite,Europe,1325,9,Won
O-400403,07-31-2023,07-07-2023,Aug 2023,Analytics Suite,North America,7982,8,Won
O-400404,Aug 2023,07-11-2023,12/08/2023,CRM Pro,North America,19401,8,Qualified
O-400405,2024/12/19,11-19-2024,2024/12/30,CRM Pro,North America,9843,10,Lost
O-400406,09-19-2023,2023-08,2023/09/20,Sales Booster,Europe,14357,10,Lost
O-400407,2023/12/20,2023-11-28,2024-01,Analytics Suite,Europe,11268,12,Qualified
O-400408,2024/07/07,2024-06,2024-07-17,Analytics Suite,Europe,2958,13,Won
O-400409,Nov 2023,11-20-2023,2023/12/06,CRM Pro,Asia,1828,9,Won
O-400410,08/05/2024,2024-04,May 2024,Sales Booster,Asia,14861,15,Qualified
O-400411,2023/12/10,27/11/2023,2023-12,CRM Pro,Asia,1584,2,Won
O-400412,02/09/2024,2024-08,03/09/2024,Sales Booster,North America,13773,13,Won
O-400413,2023-06,2023-05,14/06/2023,Sales Booster,North America,10691,13,Qualified
O-400414,2024/06/30,06-23-2024,10/07/2024,Analytics Suite,Europe,1144,4,Lost
O-400415,03-12-2024,2024/02/20,31/03/2024,Analytics Suite,Asia,17267,5,Won
O-400416,2023-03,2023-02-18,2023-03-15,Sales Booster,Europe,7322,9,Lost
O-400417,2024-02-10,20/01/2024,2024-02,Sales Booster,Asia,4260,15,Qualified
O-400418,2024-09-27,2024-09,09-28-2024,CRM Pro,Asia,18107,8,Won
O-400419,20/07/2024,06/07/2024,03/08/2024,Sales Booster,Europe,4179,10,Lost
O-400420,2024-08-08,13/07/2024,2024/08/11,Analytics Suite,North America,19294,6,Qualified
O-400421,2023/12/30,Dec 2023,2024-01,Sales Booster,Asia,9746,15,Won
O-400422,2023-10-03,2023-09-28,2023-10,Sales Booster,North America,9010,14,Lost
O-400423,09/01/2023,2023/01/03,2023/01/16,CRM Pro,Europe,1568,11,Won
O-400424,2024-07,2024/06/26,07-21-2024,Sales Booster,North America,803,1,Won
O-400425,2024-11,11-04-2024,12-12-2024,Sales Booster,Europe,17205,9,Won
O-400426,2024-10-29,16/10/2024,11-14-2024,Sales Booster,North America,16813,15,Lost
O-400427,2024/07/25,2024-07,2024-08,Analytics Suite,Europe,14029,10,Lost
O-400428,2023-09-19,08-24-2023,2023/09/28,CRM Pro,Europe,7138,3,Lost
O-400429,2024-05,06/05/2024,2024-06-04,Analytics Suite,North America,5214,7,Lost
O-400430,2023-09,08-17-2023,2023-09,Analytics Suite,Europe,7091,1,Qualified
O-400431,2024/10/18,2024/10/03,2024-11,Sales Booster,Europe,1530,5,Won
O-400432,2024/09/08,2024/08/12,09-14-2024,CRM Pro,North America,1317,7,Lost
O-400433,Jun 2024,May 2024,2024-06,Sales Booster,Asia,8054,8,Qualified
O-400434,2023-10-20,07/10/2023,2023/11/05,Analytics Suite,North America,9677,10,Lost
O-400435,Oct 2023,2023-09,09/10/2023,Sales Booster,Asia,12212,10,Won
O-400436,32/13/2024,May 2023,2023/07/07,CRM Pro,North America,12145,2,Qualified
O-400437,2023/02/02,2023/01/12,2023-02,CRM Pro,Europe,1040,12,Lost
O-400438,2024-02,01-22-2024,2024-03-03,CRM Pro,North America,16196,3,Qualified
O-400439,2024-08-15,2024-08,2024-08-23,Analytics Suite,North America,11764,2,Won
O-400440,09-05-2023,2023/08/19,2023/09/13,Sales Booster,Asia,3363,3,Won
O-400441,2024/05/16,2024-04-19,20/05/2024,Sales Booster,Asia,2470,11,Lost
O-400442,2024-11-30,Nov 2024,2024-12-16,Sales Booster,North America,3928,8,Won
O-400443,08-10-2023,2023-07,19/08/2023,Sales Booster,North America,3708,12,Won
O-400444,07-01-2024,2024/06/20,07-16-2024,Analytics Suite,North America,6729,11,Qualified
O-400445,23/07/2024,07-10-2024,Aug 2024,Sales Booster,North America,3437,12,Qualified
O-400446,Feb 2024,01-25-2024,02-10-2024,Analytics Suite,North America,15705,15,Lost
O-400447,2024-12,Nov 2024,12-05-2024,Analytics Suite,North America,13300,4,Lost
O-400448,2024-01-11,2023-12,2024-01-16,Analytics Suite,North America,2606,15,Lost
O-400449,2024-01-01,12-06-2023,Jan 2024,Analytics Suite,North America,5510,4,Won
O-400450,14/12/2024,28/11/2024,2024-12,Analytics Suite,Asia,19261,3,Lost
O-400451,2024/08/19,2024/08/07,23/08/2024,Analytics Suite,North America,13662,14,Lost
O-400452,2024-07-18,2024-06,2024-08,CRM Pro,Asia,11010,14,Lost
O-400453,2023/08/03,2023/07/12,2023/08/11,Analytics Suite,North America,4765,2,Won
O-400454,Nov 2023,2023-10,11-13-2023,Sales Booster,Asia,18871,2,Won
O-400455,2023-07,2023/07/16,2023-08-05,CRM Pro,Europe,8047,15,Qualified
O-400456,2024/12/05,11-26-2024,2024/12/13,CRM Pro,North America,1507,14,Won
O-400457,2023-04-02,2023-03-05,2023-04-08,CRM Pro,North America,9808,11,Qualified
O-400458,32/13/2024,2023/02/11,02-26-2023,Analytics Suite,North America,16619,11,Qualified
O-400459,12/08/2024,Jul 2024,2024-08-31,CRM Pro,North America,1551,6,Qualified
O-400460,Nov 2024,10-31-2024,2024-11-26,CRM Pro,North America,1519,11,Won
O-400461,2023-10-16,2023-10,Oct 2023,CRM Pro,Europe,1762,4,Lost
O-400462,Jul 2024,06-21-2024,06/07/2024,Sales Booster,North America,10466,5,Qualified
O-400463,2024-07-02,2024/06/11,07-05-2024,CRM Pro,North America,4630,7,Won
O-400464,18/12/2024,Nov 2024,27/12/2024,CRM Pro,North America,17934,10,Won
O-400465,2023-06,2023-06-23,17/07/2023,Analytics Suite,Europe,12734,3,Qualified
O-400466,2023/04/22,04-15-2023,04-26-2023,Analytics Suite,North America,19949,14,Won
O-400467,2024-07,2024-07,2024-08,CRM Pro,Europe,13844,3,Lost
O-400468,07/07/2024,Jun 2024,2024-07-21,Analytics Suite,Asia,16160,4,Qualified
O-400469,11-18-2023,11-04-2023,11-29-2023,CRM Pro,North America,12824,2,Lost
O-400470,Mar 2023,2023/02/16,2023-03-22,Analytics Suite,Europe,19612,6,Won
O-400471,2024/05/25,2024-05,2024/06/08,CRM Pro,Asia,10846,9,Qualified
O-400472,08/07/2024,2024-07-03,2024/07/17,Sales Booster,Asia,12088,13,Lost
O-400473,28/07/2024,06-28-2024,08-12-2024,Analytics Suite,North America,6231,10,Won
O-400474,2024-07,2024/06/14,24/07/2024,Analytics Suite,North America,10613,9,Won
O-400475,11-23-2023,29/10/2023,09/12/2023,Sales Booster,Europe,1669,2,Qualified
O-400476,2024-10-05,2024/09/30,2024/10/17,Analytics Suite,North America,5752,8,Qualified
O-400477,2024/11/06,2024/10/20,11-25-2024,Analytics Suite,Europe,18180,3,Lost
O-400478,27/03/2024,03-09-2024,13/04/2024,Analytics Suite,Asia,7325,7,Qualified
O-400479,2023-09-08,21/08/2023,09-19-2023,Analytics Suite,Asia,13843,15,Lost
O-400480,2023/07/03,06-26-2023,07-08-2023,Sales Booster,Europe,5804,12,Won
O-400481,22/04/2023,2023-04,05-11-2023,Sales Booster,North America,8272,12,Qualified
O-400482,2023/03/13,2023/02/12,03-23-2023,Analytics Suite,North America,13017,7,Lost
O-400483,09-07-2024,Aug 2024,2024-09,CRM Pro,North America,5536,4,Lost
O-400484,11/10/2024,05/10/2024,2024/10/19,Sales Booster,North America,5935,8,Lost
O-400485,2023-03,02-20-2023,Mar 2023,Sales Booster,Europe,9222,3,Qualified
O-400486,2023-04,2023-03,04-10-2023,CRM Pro,North America,9629,14,Qualified
O-400487,Feb 2023,01-15-2023,02-23-2023,Analytics Suite,North America,1617,14,Qualified
O-400488,2024/03/11,02-12-2024,2024-03,Analytics Suite,Europe,12863,13,Won
O-400489,2023/12/20,11-20-2023,2024-01-01,CRM Pro,Europe,18583,3,Qualified
O-400490,2023-11,02/11/2023,2023-12,Analytics Suite,Europe,10468,7,Won
O-400491,13/08/2023,08-08-2023,Aug 2023,CRM Pro,North America,2037,14,Won
O-400492,2024/12/08,2024-11-23,2024-12,Sales Booster,Asia,19243,10,Qualified
O-400493,2024-03-04,2024/02/19,2024/03/07,Analytics Suite,Asia,6574,10,Won
O-400494,25/02/2023,13/02/2023,Mar 2023,CRM Pro,Asia,4816,10,Won
O-400495,08-12-2024,2024/07/18,2024/08/30,Analytics Suite,North America,10311,13,Lost
O-400496,2023-07-29,Jul 2023,08/08/2023,Analytics Suite,Europe,2958,6,Qualified
O-400497,May 2024,2024/04/18,2024-05,Analytics Suite,Asia,15809,8,Lost
O-400498,2024/11/24,09/11/2024,Dec 2024,CRM Pro,North America,525,13,Qualified
O-400499,30/10/2024,2024-10,14/11/2024,Sales Booster,Asia,14424,10,Won
O-400500,07-22-2024,2024/07/17,2024/08/10,CRM Pro,Asia,12149,4,Qualified
O-400501,24/02/2023,Feb 2023,2023-03,CRM Pro,Europe,10636,9,Won
O-400502,Dec 2023,23/11/2023,13/12/2023,Sales Booster,Asia,15132,7,Qualified
O-400503,19/01/2023,2023/01/09,02-08-2023,CRM Pro,North America,17467,5,Won
O-400504,2024-12-20,2024-12-08,06/01/2025,Analytics Suite,Europe,18680,14,Won
O-400505,13/04/2023,2023-03-15,04-22-2023,CRM Pro,Asia,2529,9,Qualified
O-400506,2024-08-13,2024-08,2024-08,Analytics Suite,Asia,1311,4,Won
O-400507,31/03/2024,2024-03-23,Apr 2024,Sales Booster,North America,19864,13,Qualified
O-400508,04/08/2024,Jul 2024,2024-08,Sales Booster,Asia,3010,15,Lost
O-400509,10/04/2023,2023/04/01,2023-04-28,CRM Pro,Asia,14006,9,Qualified
O-400510,16/07/2024,2024-06,2024-07-18,CRM Pro,Europe,7182,15,Lost
O-400511,2023-12-20,12-02-2023,12-28-2023,Analytics Suite,North America,11021,2,Won
O-400512,2024-05,2024-04-29,May 2024,CRM Pro,Asia,13176,13,Lost
O-400513,32/13/2024,2023-01-20,27/02/2023,Sales Booster,North America,17968,12,Won
O-400514,2024/08/17,2024-08,Aug 2024,CRM Pro,Asia,17267,7,Lost
O-400515,01-29-2024,2024/01/24,2024/02/02,Sales Booster,Europe,6634,12,Qualified
O-400516,01-19-2023,01-07-2023,2023-01,Sales Booster,Europe,6628,1,Qualified
O-400517,24/09/2023,Sep 2023,04/10/2023,Analytics Suite,Europe,12330,12,Won
O-400518,21/03/2023,2023/03/01,2023/03/26,CRM Pro,Europe,15829,1,Lost
O-400519,Oct 2023,24/09/2023,2023-10,CRM Pro,North America,1218,6,Lost
O-400520,25/10/2024,2024-10,28/10/2024,CRM Pro,North America,8224,5,Lost
O-400521,Dec 2024,2024/12/03,2024/12/25,CRM Pro,Asia,6254,6,Lost
O-400522,Dec 2023,2023-12-19,2024-01,Analytics Suite,Asia,8664,12,Qualified
O-400523,12-30-2024,2024-12-08,2025-01-01,Analytics Suite,Europe,8775,11,Won
O-400524,Jan 2024,Jan 2024,02-11-2024,Sales Booster,Europe,525,5,Qualified
O-400525,2024/03/24,Feb 2024,2024-03-25,Sales Booster,Europe,8829,8,Won
O-400526,10-07-2023,13/09/2023,10-18-2023,CRM Pro,Asia,18739,15,Won
O-400527,Nov 2024,16/10/2024,2024/11/18,CRM Pro,Europe,5756,12,Lost
O-400528,32/13/2024,06-29-2024,2024-07,Analytics Suite,Asia,11447,12,Won
O-400529,07-24-2024,03/07/2024,Aug 2024,Analytics Suite,Asia,13664,10,Lost
O-400530,2023/05/22,2023-05-11,2023-05,CRM Pro,North America,10087,13,Qualified
O-400531,Mar 2024,Feb 2024,2024-03,CRM Pro,Asia,9111,12,Won
O-400532,2023/11/02,2023/10/16,2023/11/09,CRM Pro,Asia,5745,13,Won
O-400533,22/04/2024,Mar 2024,2024-05-05,Sales Booster,North America,16780,9,Won
O-400534,2024/04/09,2024/03/22,2024-04-22,Sales Booster,Asia,10610,11,Won
O-400535,2023-10,09-29-2023,Oct 2023,Sales Booster,North America,17432,8,Qualified
O-400536,32/13/2024,11-24-2023,2023-12,Sales Booster,North America,15587,5,Lost
O-400537,32/13/2024,2023-09,2023-10-27,Sales Booster,North America,8622,15,Lost
O-400538,Oct 2023,03/10/2023,2023-11-06,Analytics Suite,Asia,11175,3,Lost
O-400539,Mar 2023,02/03/2023,2023-03,CRM Pro,Asia,3377,5,Lost
O-400540,02/12/2024,11-19-2024,Dec 2024,Analytics Suite,North America,2315,1,Won
O-400541,2023/11/09,20/10/2023,17/11/2023,CRM Pro,Asia,15592,14,Qualified
O-400542,01-21-2024,01-02-2024,2024-01-30,CRM Pro,Europe,19983,15,Won
O-400543,2023-11-05,2023-10-10,10/11/2023,CRM Pro,Asia,13719,8,Lost
O-400544,32/13/2024,Sep 2023,2023-10-06,CRM Pro,North America,5207,1,Lost
O-400545,2024-01,2023/12/21,06/01/2024,Analytics Suite,North America,15367,15,Won
O-400546,07-02-2023,06-06-2023,07-19-2023,Sales Booster,Europe,13604,1,Won
O-400547,Jul 2023,2023/06/21,07-25-2023,CRM Pro,Europe,9612,14,Won
O-400548,2023-05,2023-04-27,2023-05,CRM Pro,North America,11162,13,Qualified
O-400549,32/13/2024,09-14-2023,2023-10,Analytics Suite,Asia,15932,2,Lost
O-400550,2024-03,05/03/2024,Mar 2024,CRM Pro,Asia,2907,8,Qualified
O-400551,2023-01,2022-12-17,Jan 2023,CRM Pro,North America,1753,5,Won
O-400552,Jul 2023,Jun 2023,03/08/2023,CRM Pro,Asia,9183,14,Won
O-400553,17/05/2024,Apr 2024,2024/05/23,CRM Pro,North America,15249,11,Qualified
O-400554,2023-09-02,03/08/2023,Sep 2023,Analytics Suite,Asia,14787,2,Won
O-400555,Mar 2023,Mar 2023,03-31-2023,CRM Pro,Asia,14258,14,Won
O-400556,Feb 2024,2024/01/24,Feb 2024,Analytics Suite,North America,1223,10,Qualified
O-400557,2024-11,2024/11/02,19/11/2024,Sales Booster,Asia,2123,11,Lost
O-400558,11-29-2024,2024-11-24,2024-12,CRM Pro,North America,1335,12,Lost
O-400559,2023-01,2022/12/24,01-26-2023,CRM Pro,Asia,3021,12,Won
O-400560,19/01/2023,2022-12-28,Jan 2023,CRM Pro,Asia,6830,10,Won
O-400561,Nov 2024,Oct 2024,2024-11-24,Analytics Suite,Asia,6744,2,Qualified
O-400562,2024-10,Oct 2024,Oct 2024,Analytics Suite,Europe,6561,1,Qualified
O-400563,32/13/2024,12-08-2024,01-01-2025,Sales Booster,Europe,9893,10,Qualified
O-400564,2023-07,Jun 2023,2023-07,CRM Pro,Asia,19779,8,Lost
O-400565,16/04/2023,2023-04,2023-05,Sales Booster,North America,10355,12,Won
O-400566,10-26-2023,01/10/2023,2023-11-01,CRM Pro,Europe,15683,9,Lost
O-400567,18/03/2024,2024-02,2024-03,CRM Pro,Asia,8700,8,Qualified
O-400568,2024/08/20,2024/07/28,Aug 2024,CRM Pro,Asia,16037,6,Lost
O-400569,2023/04/24,04-08-2023,2023-04-27,CRM Pro,Europe,7865,13,Qualified
O-400570,2023-04,2023/03/27,2023/04/25,Sales Booster,Europe,682,1,Qualified
O-400571,09-05-2024,2024/08/20,Sep 2024,Analytics Suite,North America,5430,4,Qualified
O-400572,12-06-2024,2024/11/14,23/12/2024,Sales Booster,North America,7716,8,Won
O-400573,07-31-2023,21/07/2023,2023-08,CRM Pro,Europe,15272,1,Qualified
O-400574,01/03/2023,18/02/2023,Mar 2023,Sales Booster,North America,3291,3,Won
O-400575,2023-02-06,14/01/2023,2023-02-23,CRM Pro,North America,14149,14,Won
O-400576,16/05/2023,04-30-2023,05-24-2023,CRM Pro,Europe,10868,14,Lost
O-400577,01/04/2024,Mar 2024,Apr 2024,Analytics Suite,North America,15931,15,Qualified
O-400578,12/10/2023,2023/10/02,26/10/2023,CRM Pro,North America,5621,9,Qualified
O-400579,2023-12-18,2023/12/02,2024-01-01,Sales Booster,North America,5981,3,Qualified
O-400580,2023-12,11-24-2023,2023-12-04,CRM Pro,North America,17671,7,Qualified
O-400581,Jul 2024,2024-06-10,2024-07-22,CRM Pro,Asia,18404,4,Qualified
O-400582,2024-08-27,2024-08-15,2024-09-15,Analytics Suite,North America,10220,10,Qualified
O-400583,2023/10/02,2023/09/24,11/10/2023,Analytics Suite,Asia,16714,3,Won
O-400584,2024-06,2024/05/24,06-29-2024,Analytics Suite,Europe,17517,10,Lost
O-400585,05-20-2024,2024-04-30,2024-05-25,CRM Pro,Asia,5521,15,Lost
O-400586,08-14-2023,2023/07/21,Aug 2023,Analytics Suite,Asia,2195,9,Lost
O-400587,Jan 2023,Dec 2022,Jan 2023,Analytics Suite,Europe,16498,3,Lost
O-400588,2023/06/19,2023/06/01,2023-06-21,Analytics Suite,North America,13073,1,Lost
O-400589,Nov 2024,2024-10,11-15-2024,Analytics Suite,Europe,17024,9,Won
O-400590,2023-05-08,11/04/2023,05-18-2023,Sales Booster,North America,16330,6,Qualified
O-400591,2024-03-16,2024-03-01,2024/03/20,Sales Booster,Asia,12157,1,Won
O-400592,05-08-2024,Apr 2024,2024/05/10,Analytics Suite,North America,12547,10,Lost
O-400593,12/07/2024,Jun 2024,07-31-2024,Analytics Suite,North America,3865,13,Won
O-400594,2024/10/19,2024-10-11,10-20-2024,Analytics Suite,Asia,6174,8,Lost
O-400595,12/01/2024,2023-12,18/01/2024,Analytics Suite,Europe,1606,15,Qualified
O-400596,Jul 2024,06-27-2024,2024/07/25,Analytics Suite,Asia,1489,3,Won
O-400597,Dec 2023,2023-12-03,2024-01-02,CRM Pro,Asia,5734,5,Won
O-400598,Oct 2023,Sep 2023,2023-11-17,CRM Pro,North America,4780,5,Won
O-400599,06/09/2023,2023-08-29,2023/09/12,Sales Booster,North America,13117,3,Won
O-400600,Feb 2024,2024-01-28,03/03/2024,CRM Pro,Europe,5125,2,Qualified
O-400601,Aug 2023,21/07/2023,2023-08-20,CRM Pro,Asia,2735,10,Qualified
O-400602,2023-06-02,May 2023,2023/06/09,Analytics Suite,Asia,13896,14,Lost
O-400603,07-12-2024,2024-06,Jul 2024,Sales Booster,Europe,14656,2,Won
O-400604,03-19-2024,Feb 2024,Mar 2024,Analytics Suite,Europe,9469,6,Qualified
O-400605,2023-06,2023/06/17,07-01-2023,Sales Booster,Europe,18362,15,Won
O-400606,06/12/2023,2023-11,08/12/2023,Analytics Suite,Europe,16340,3,Lost
O-400607,08/04/2023,03-14-2023,2023/04/10,CRM Pro,Europe,10722,8,Qualified
O-400608,2023-09,Sep 2023,2023-10-02,Analytics Suite,North America,18119,3,Lost
O-400609,12-17-2024,2024-12,01-06-2025,Analytics Suite,Europe,14156,11,Qualified
O-400610,25/09/2024,06/09/2024,2024-10,Analytics Suite,Asia,12811,7,Won
O-400611,2023-02,01-22-2023,Mar 2023,CRM Pro,Asia,17869,3,Qualified
O-400612,2023/08/08,23/07/2023,2023-08-18,Sales Booster,Europe,11669,12,Won
O-400613,2023-11-02,Oct 2023,Nov 2023,Sales Booster,Europe,15417,14,Qualified
O-400614,12/05/2024,Apr 2024,29/05/2024,Analytics Suite,North America,18398,12,Won
O-400615,Sep 2023,2023-09,2023/09/27,Analytics Suite,North America,9144,1,Qualified
O-400616,2023/05/11,2023-04-23,2023-05-29,CRM Pro,Asia,18767,1,Lost
O-400617,2024-05-01,2024-04-13,05-08-2024,Analytics Suite,Asia,16571,10,Won
O-400618,27/01/2023,Jan 2023,01/02/2023,CRM Pro,North America,12565,1,Qualified
