order_id,opportunity_id,customer_id,order_date,lead_date,close_date,first_purchase_date,revenue,units,product_id,product_name,category,salesperson,region,country,city,stage,channel,is_returning,aov,sales_cycle_days
O-100876,OPP-200876,C-3584,2023-07-27,2023-06-29,2023-08-01,2023-06-29,14312,8,202,Receipt Printer,Hardware,Salesperson_11,North America,Pakistan,City_6,Won,Outbound,False,1789.0,33
O-100877,OPP-200877,C-3922,2023-02-23,2023-01-24,2023-02-25,2023-01-24,1642,1,102,Analytics Suite,Software,Salesperson_12,North America,USA,City_5,Won,Outbound,True,1642.0,32
O-100878,OPP-200878,C-4169,2023-10-12,2023-09-23,2023-11-01,2023-09-23,15333,19,103,Sales Booster,Software,Salesperson_8,North America,India,City_3,Won,Inbound,False,807.0,39
O-100879,OPP-200879,C-2975,2023-12-02,2023-11-07,2023-12-20,2023-11-07,2661,3,103,Sales Booster,Software,Salesperson_1,Europe,UK,City_2,Won,Inbound,False,887.0,43
O-100880,OPP-200880,C-2997,2024-07-30,2024-07-17,2024-08-04,2024-07-17,11568,6,201,POS Terminal,Hardware,Salesperson_12,North America,Pakistan,City_8,Won,Partner,False,1928.0,18
O-100881,OPP-200881,C-1277,2024-05-09,2024-04-11,2024-05-15,2024-04-11,8129,11,103,Sales Booster,Software,Salesperson_1,Europe,UK,City_7,Won,Inbound,False,739.0,34
O-100882,OPP-200882,C-1711,2023-08-31,2023-08-12,2023-09-16,2023-08-31,5225,11,101,CRM Pro,Software,Salesperson_14,North America,India,City_6,Won,Inbound,False,475.0,35
O-100883,OPP-200883,C-4863,2024-02-05,2024-01-15,2024-02-18,2024-01-15,5768,7,201,POS Terminal,Hardware,Salesperson_7,Asia,USA,City_14,Won,Outbound,True,824.0,34
O-100884,OPP-200884,C-2152,2024-04-26,2024-04-06,2024-05-05,2024-04-26,2670,15,101,CRM Pro,Software,Salesperson_4,Europe,USA,City_19,Won,Outbound,False,178.0,29
O-100885,OPP-200885,C-4260,2023-07-14,2023-06-23,2023-07-30,2023-06-23,33383,19,101,CRM Pro,Software,Salesperson_12,Asia,Pakistan,City_11,Won,Outbound,False,1757.0,37
O-100886,OPP-200886,C-2234,2024-04-14,2024-03-26,2024-04-15,2024-04-14,15192,9,202,Receipt Printer,Hardware,Salesperson_11,North America,India,City_17,Won,Outbound,False,1688.0,20
O-100887,OPP-200887,C-2126,2023-02-23,2023-01-27,2023-03-08,2023-01-27,13034,7,102,Analytics Suite,Software,Salesperson_11,Asia,Pakistan,City_9,Won,Partner,True,1862.0,40
O-100888,OPP-200888,C-2305,2024-12-14,2024-12-03,2024-12-15,2024-12-14,11505,15,201,POS Terminal,Hardware,Salesperson_3,Europe,Germany,City_5,Won,Outbound,True,767.0,12
O-100889,OPP-200889,C-3159,2024-10-21,2024-10-11,2024-10-25,2024-10-21,3051,9,201,POS Terminal,Hardware,Salesperson_14,Europe,UK,City_3,Won,Outbound,False,339.0,14
O-100890,OPP-200890,C-3541,2024-03-23,2024-02-22,2024-04-02,2024-02-22,14518,17,101,CRM Pro,Software,Salesperson_7,North America,UK,City_9,Won,Outbound,True,854.0,40
O-100891,OPP-200891,C-4825,2023-12-11,2023-11-20,2023-12-28,2023-11-20,25620,20,202,Receipt Printer,Hardware,Salesperson_3,Europe,India,City_1,Won,Inbound,False,1281.0,38
O-100892,OPP-200892,C-3335,2023-10-24,2023-10-18,2023-11-08,2023-10-18,2368,4,101,CRM Pro,Software,Salesperson_11,Europe,Germany,City_14,Won,Partner,True,592.0,21
O-100893,OPP-200893,C-1375,2024-09-23,2024-08-29,2024-09-26,2024-08-29,31200,20,201,POS Terminal,Hardware,Salesperson_14,Europe,Pakistan,City_8,Won,Inbound,False,1560.0,28
O-100894,OPP-200894,C-2117,2023-03-29,2023-03-24,2023-04-05,2023-03-24,3636,12,201,POS Terminal,Hardware,Salesperson_15,Europe,Germany,City_6,Won,Outbound,False,303.0,12
O-100895,OPP-200895,C-3871,2024-05-06,2024-04-08,2024-05-24,2024-04-08,5124,4,202,Receipt Printer,Hardware,Salesperson_14,Asia,UK,City_18,Won,Outbound,False,1281.0,46
O-100896,OPP-200896,C-2533,2024-09-28,2024-09-17,2024-10-04,2024-09-17,1513,1,202,Receipt Printer,Hardware,Salesperson_3,North America,India,City_3,Won,Inbound,False,1513.0,17
O-100897,OPP-200897,C-2381,2024-10-26,2024-10-21,2024-10-30,2024-10-21,35511,19,201,POS Terminal,Hardware,Salesperson_6,North America,USA,City_7,Won,Inbound,True,1869.0,9
O-100898,OPP-200898,C-1966,2023-06-05,2023-05-11,2023-06-11,2023-05-11,1296,12,103,Sales Booster,Software,Salesperson_3,North America,Germany,City_15,Won,Inbound,False,108.0,31
O-100899,OPP-200899,C-4100,2023-07-14,2023-06-27,2023-07-30,2023-07-14,2904,12,102,Analytics Suite,Software,Salesperson_14,Asia,Pakistan,City_10,Won,Inbound,False,242.0,33
O-100900,OPP-200900,C-4434,2023-03-16,2023-02-18,2023-03-31,2023-03-16,1734,17,102,Analytics Suite,Software,Salesperson_5,North America,India,City_17,Won,Inbound,False,102.0,41
O-100901,OPP-200901,C-3798,2023-02-07,2023-01-27,2023-02-12,2023-02-07,3364,4,102,Analytics Suite,Software,Salesperson_1,Europe,India,City_7,Won,Inbound,False,841.0,16
O-100902,OPP-200902,C-1283,2024-05-24,2024-05-10,2024-06-10,2024-05-10,21890,11,102,Analytics Suite,Software,Salesperson_7,Asia,Pakistan,City_12,Won,Outbound,False,1990.0,31
O-100903,OPP-200903,C-4448,2023-11-07,2023-10-21,2023-11-14,2023-10-21,6498,18,101,CRM Pro,Software,Salesperson_14,Europe,UK,City_1,Won,Outbound,False,361.0,24
O-100904,OPP-200904,C-2382,2024-02-08,2024-01-13,2024-02-22,2024-01-13,30000,16,103,Sales Booster,Software,Salesperson_12,Asia,India,City_6,Won,Partner,True,1875.0,40
O-100905,OPP-200905,C-3756,2024-07-09,2024-06-25,2024-07-13,2024-06-25,5628,14,102,Analytics Suite,Software,Salesperson_11,Asia,Pakistan,City_2,Won,Outbound,False,402.0,18
O-100906,OPP-200906,C-4540,2024-01-10,2023-12-14,2024-01-27,2023-12-14,15008,14,202,Receipt Printer,Hardware,Salesperson_2,North America,Pakistan,City_16,Won,Partner,True,1072.0,44
O-100907,OPP-200907,C-2097,2023-10-06,2023-09-12,2023-10-15,2023-09-12,843,1,201,POS Terminal,Hardware,Salesperson_7,Asia,USA,City_11,Won,Partner,False,843.0,33
O-100908,OPP-200908,C-3869,2024-08-28,2024-08-04,2024-09-13,2024-08-04,1534,1,201,POS Terminal,Hardware,Salesperson_9,North America,UK,City_9,Won,Partner,True,1534.0,40
O-100909,OPP-200909,C-3582,2023-06-27,2023-06-17,2023-07-04,2023-06-17,16392,12,101,CRM Pro,Software,Salesperson_13,North America,Germany,City_3,Won,Inbound,True,1366.0,17
O-100910,OPP-200910,C-4277,2023-01-14,2023-01-08,2023-01-24,2023-01-08,11130,7,201,POS Terminal,Hardware,Salesperson_10,Europe,India,City_7,Won,Partner,True,1590.0,16
O-100911,OPP-200911,C-3096,2023-11-24,2023-11-07,2023-12-14,2023-11-07,3728,8,101,CRM Pro,Software,Salesperson_12,North America,Germany,City_15,Won,Outbound,True,466.0,37
O-100912,OPP-200912,C-2257,2024-10-04,2024-09-26,2024-10-11,2024-09-26,20325,15,101,CRM Pro,Software,Salesperson_2,Europe,Germany,City_17,Won,Inbound,False,1355.0,15
O-100913,OPP-200913,C-3478,2024-03-18,2024-02-25,2024-04-01,2024-03-18,4780,20,201,POS Terminal,Hardware,Salesperson_9,Europe,USA,City_11,Won,Inbound,True,239.0,36
O-100914,OPP-200914,C-1074,2024-03-28,2024-03-02,2024-04-08,2024-03-02,1249,1,101,CRM Pro,Software,Salesperson_13,North America,USA,City_12,Won,Inbound,False,1249.0,37
O-100915,OPP-200915,C-4151,2024-12-13,2024-11-20,2024-12-28,2024-11-20,9560,20,201,POS Terminal,Hardware,Salesperson_11,North America,UK,City_8,Won,Inbound,True,478.0,38
O-100916,OPP-200916,C-3492,2023-01-19,2022-12-25,2023-02-04,2023-01-19,5328,18,202,Receipt Printer,Hardware,Salesperson_3,North America,UK,City_12,Won,Inbound,False,296.0,41
O-100917,OPP-200917,C-3937,2024-11-03,2024-10-13,2024-11-08,2024-10-13,7092,6,101,CRM Pro,Software,Salesperson_12,Asia,USA,City_5,Won,Partner,True,1182.0,26
O-100918,OPP-200918,C-2079,2024-08-27,2024-07-30,2024-08-31,2024-07-30,7840,10,103,Sales Booster,Software,Salesperson_10,Europe,USA,City_15,Won,Outbound,True,784.0,32
O-100919,OPP-200919,C-3163,2024-04-19,2024-04-14,2024-04-26,2024-04-14,12061,7,101,CRM Pro,Software,Salesperson_7,Europe,USA,City_14,Won,Outbound,False,1723.0,12
O-100920,OPP-200920,C-2382,2024-11-08,2024-10-15,2024-11-12,2024-10-15,8445,15,101,CRM Pro,Software,Salesperson_2,North America,UK,City_10,Won,Partner,False,563.0,28
O-100921,OPP-200921,C-2154,2023-05-05,2023-04-11,2023-05-14,2023-04-11,7020,20,202,Receipt Printer,Hardware,Salesperson_9,Europe,Pakistan,City_4,Won,Outbound,True,351.0,33
O-100922,OPP-200922,C-1228,2024-11-20,2024-11-15,2024-12-05,2024-11-20,2868,2,103,Sales Booster,Software,Salesperson_7,Europe,Pakistan,City_4,Won,Partner,True,1434.0,20
O-100923,OPP-200923,C-1083,2024-10-20,2024-10-08,2024-10-25,2024-10-08,10231,13,202,Receipt Printer,Hardware,Salesperson_10,North America,Pakistan,City_6,Won,Outbound,True,787.0,17
O-100924,OPP-200924,C-3592,2024-04-20,2024-04-04,2024-04-30,2024-04-04,518,2,102,Analytics Suite,Software,Salesperson_9,Asia,India,City_5,Won,Outbound,True,259.0,26
O-100925,OPP-200925,C-3056,2023-04-03,2023-03-20,2023-04-18,2023-04-03,6120,18,101,CRM Pro,Software,Salesperson_6,North America,USA,City_2,Won,Inbound,False,340.0,29
O-100926,OPP-200926,C-2954,2024-12-05,2024-11-26,2024-12-24,2024-11-26,9825,5,102,Analytics Suite,Software,Salesperson_7,Asia,Pakistan,City_20,Won,Inbound,True,1965.0,28
O-100927,OPP-200927,C-3890,2023-05-03,2023-04-07,2023-05-08,2023-04-07,1979,1,103,Sales Booster,Software,Salesperson_10,Asia,Germany,City_14,Won,Outbound,True,1979.0,31
O-100928,OPP-200928,C-4048,2023-02-16,2023-01-27,2023-02-21,2023-01-27,34732,19,101,CRM Pro,Software,Salesperson_9,Europe,UK,City_15,Won,Partner,False,1828.0,25
O-100929,OPP-200929,C-1623,2023-07-27,2023-07-21,2023-08-06,2023-07-21,16625,19,202,Receipt Printer,Hardware,Salesperson_15,North America,Germany,City_2,Won,Inbound,True,875.0,16
O-100930,OPP-200930,C-4588,2024-08-05,2024-07-11,2024-08-09,2024-07-11,7112,4,102,Analytics Suite,Software,Salesperson_12,Europe,Germany,City_15,Won,Partner,True,1778.0,29
O-100931,OPP-200931,C-1654,2024-07-16,2024-06-21,2024-07-25,2024-07-16,5380,5,103,Sales Booster,Software,Salesperson_6,Asia,Pakistan,City_12,Won,Inbound,True,1076.0,34
O-100932,OPP-200932,C-2578,2023-12-07,2023-11-20,2023-12-10,2023-11-20,5244,19,101,CRM Pro,Software,Salesperson_6,Europe,Pakistan,City_1,Won,Partner,False,276.0,20
O-100933,OPP-200933,C-3650,2023-05-20,2023-04-26,2023-06-08,2023-04-26,8680,5,102,Analytics Suite,Software,Salesperson_9,Asia,India,City_4,Won,Partner,True,1736.0,43
O-100934,OPP-200934,C-1200,2023-04-16,2023-03-23,2023-04-28,2023-03-23,20878,11,102,Analytics Suite,Software,Salesperson_8,North America,India,City_2,Won,Partner,False,1898.0,36
O-100935,OPP-200935,C-2491,2023-10-05,2023-09-14,2023-10-14,2023-09-14,21780,15,202,Receipt Printer,Hardware,Salesperson_12,North America,UK,City_20,Won,Inbound,True,1452.0,30
O-100936,OPP-200936,C-3105,2023-06-02,2023-05-10,2023-06-04,2023-05-10,13756,19,102,Analytics Suite,Software,Salesperson_15,North America,USA,City_11,Won,Partner,True,724.0,25
O-100937,OPP-200937,C-2806,2023-11-08,2023-10-28,2023-11-10,2023-10-28,13728,13,202,Receipt Printer,Hardware,Salesperson_2,Asia,UK,City_20,Won,Partner,False,1056.0,13
O-100938,OPP-200938,C-2828,2023-10-22,2023-09-23,2023-10-23,2023-09-23,6524,14,201,POS Terminal,Hardware,Salesperson_15,North America,India,City_15,Won,Inbound,True,466.0,30
O-100939,OPP-200939,C-2928,2024-04-12,2024-03-27,2024-04-29,2024-04-12,14839,19,202,Receipt Printer,Hardware,Salesperson_12,North America,UK,City_1,Won,Inbound,False,781.0,33
O-100940,OPP-200940,C-3989,2024-07-11,2024-06-11,2024-07-23,2024-06-11,6940,20,102,Analytics Suite,Software,Salesperson_1,North America,USA,City_11,Won,Outbound,True,347.0,42
O-100941,OPP-200941,C-4382,2024-09-07,2024-08-23,2024-09-13,2024-08-23,21728,16,103,Sales Booster,Software,Salesperson_15,North America,Pakistan,City_20,Won,Inbound,True,1358.0,21
O-100942,OPP-200942,C-4650,2024-07-19,2024-07-03,2024-08-04,2024-07-19,6372,6,202,Receipt Printer,Hardware,Salesperson_1,North America,Germany,City_5,Won,Partner,True,1062.0,32
O-100943,OPP-200943,C-1471,2023-08-10,2023-07-11,2023-08-15,2023-08-10,240,1,202,Receipt Printer,Hardware,Salesperson_8,Asia,Pakistan,City_2,Won,Inbound,False,240.0,35
O-100944,OPP-200944,C-4877,2023-02-05,2023-01-21,2023-02-07,2023-01-21,9370,5,103,Sales Booster,Software,Salesperson_5,Europe,USA,City_10,Won,Inbound,False,1874.0,17
O-100945,OPP-200945,C-3801,2023-04-23,2023-04-09,2023-05-01,2023-04-09,2436,4,103,Sales Booster,Software,Salesperson_10,Asia,Pakistan,City_2,Won,Inbound,False,609.0,22
O-100946,OPP-200946,C-3297,2024-09-21,2024-09-04,2024-09-29,2024-09-04,5454,18,201,POS Terminal,Hardware,Salesperson_2,Asia,India,City_17,Won,Outbound,True,303.0,25
O-100947,OPP-200947,C-1827,2024-11-20,2024-11-04,2024-11-21,2024-11-04,1446,6,202,Receipt Printer,Hardware,Salesperson_7,North America,UK,City_14,Won,Partner,True,241.0,17
O-100948,OPP-200948,C-2637,2024-03-04,2024-02-21,2024-03-20,2024-03-04,1226,1,103,Sales Booster,Software,Salesperson_5,North America,Germany,City_8,Won,Outbound,False,1226.0,28
O-100949,OPP-200949,C-1247,2023-11-16,2023-11-02,2023-11-29,2023-11-02,14632,8,201,POS Terminal,Hardware,Salesperson_3,North America,India,City_1,Won,Outbound,False,1829.0,27
O-100950,OPP-200950,C-3462,2023-09-16,2023-09-08,2023-10-05,2023-09-08,10332,18,102,Analytics Suite,Software,Salesperson_12,Europe,India,City_9,Won,Inbound,True,574.0,27
O-100951,OPP-200951,C-4951,2024-07-27,2024-06-30,2024-08-15,2024-06-30,17880,10,102,Analytics Suite,Software,Salesperson_4,North America,Pakistan,City_7,Won,Outbound,True,1788.0,46
O-100952,OPP-200952,C-1818,2023-12-05,2023-11-07,2023-12-19,2023-11-07,20604,12,101,CRM Pro,Software,Salesperson_6,Asia,Pakistan,City_8,Won,Partner,True,1717.0,42
O-100953,OPP-200953,C-2322,2023-10-08,2023-09-12,2023-10-11,2023-09-12,925,5,201,POS Terminal,Hardware,Salesperson_1,Asia,USA,City_2,Won,Outbound,False,185.0,29
O-100954,OPP-200954,C-1371,2023-04-07,2023-03-23,2023-04-23,2023-04-07,5328,6,103,Sales Booster,Software,Salesperson_4,North America,UK,City_11,Won,Outbound,False,888.0,31
O-100955,OPP-200955,C-2702,2024-03-05,2024-02-09,2024-03-19,2024-02-09,5400,8,103,Sales Booster,Software,Salesperson_13,Europe,UK,City_5,Won,Outbound,True,675.0,39
O-100956,OPP-200956,C-1411,2024-05-10,2024-04-11,2024-05-18,2024-04-11,6804,18,102,Analytics Suite,Software,Salesperson_2,North America,Germany,City_2,Won,Partner,True,378.0,37
O-100957,OPP-200957,C-3560,2024-07-03,2024-06-04,2024-07-08,2024-06-04,6360,6,201,POS Terminal,Hardware,Salesperson_6,North America,Pakistan,City_9,Won,Partner,False,1060.0,34
O-100958,OPP-200958,C-4171,2024-03-14,2024-02-25,2024-03-19,2024-02-25,4092,11,102,Analytics Suite,Software,Salesperson_10,North America,USA,City_9,Won,Outbound,True,372.0,23
O-100959,OPP-200959,C-3419,2024-04-18,2024-03-23,2024-05-04,2024-04-18,11988,9,103,Sales Booster,Software,Salesperson_8,North America,India,City_12,Won,Outbound,False,1332.0,42
O-100960,OPP-200960,C-3533,2024-06-20,2024-06-02,2024-06-27,2024-06-02,6136,4,101,CRM Pro,Software,Salesperson_4,Europe,USA,City_17,Won,Partner,True,1534.0,25
O-100961,OPP-200961,C-1681,2024-04-22,2024-04-16,2024-04-29,2024-04-22,2382,6,103,Sales Booster,Software,Salesperson_2,Asia,India,City_9,Won,Outbound,False,397.0,13
O-100962,OPP-200962,C-1989,2023-10-28,2023-10-09,2023-11-11,2023-10-09,4689,9,201,POS Terminal,Hardware,Salesperson_8,Asia,USA,City_11,Won,Inbound,True,521.0,33
O-100963,OPP-200963,C-3688,2024-09-11,2024-09-06,2024-09-13,2024-09-11,17832,12,202,Receipt Printer,Hardware,Salesperson_14,North America,UK,City_16,Won,Partner,False,1486.0,7
O-100964,OPP-200964,C-4602,2024-06-13,2024-06-01,2024-07-02,2024-06-01,11835,15,101,CRM Pro,Software,Salesperson_5,Asia,Germany,City_15,Won,Inbound,False,789.0,31
O-100965,OPP-200965,C-3768,2023-08-14,2023-08-02,2023-08-21,2023-08-14,9006,19,102,Analytics Suite,Software,Salesperson_1,Europe,India,City_4,Won,Partner,False,474.0,19
O-100966,OPP-200966,C-2529,2024-08-13,2024-08-07,2024-08-17,2024-08-07,12376,8,101,CRM Pro,Software,Salesperson_10,North America,UK,City_2,Won,Outbound,False,1547.0,10
O-100967,OPP-200967,C-2190,2024-01-26,2024-01-01,2024-01-28,2024-01-26,12720,16,103,Sales Booster,Software,Salesperson_14,Asia,India,City_17,Won,Inbound,True,795.0,27
O-100968,OPP-200968,C-1309,2023-05-01,2023-04-06,2023-05-04,2023-04-06,8352,16,102,Analytics Suite,Software,Salesperson_1,Asia,USA,City_8,Won,Partner,True,522.0,28
O-100969,OPP-200969,C-4103,2023-06-18,2023-06-09,2023-06-19,2023-06-09,23484,12,103,Sales Booster,Software,Salesperson_5,North America,USA,City_18,Won,Outbound,False,1957.0,10
O-100970,OPP-200970,C-2649,2023-12-25,2023-12-12,2024-01-11,2023-12-12,5220,20,201,POS Terminal,Hardware,Salesperson_1,Europe,Pakistan,City_8,Won,Outbound,True,261.0,30
O-100971,OPP-200971,C-4780,2023-10-24,2023-10-16,2023-10-31,2023-10-16,5640,20,103,Sales Booster,Software,Salesperson_6,Asia,Germany,City_4,Won,Outbound,False,282.0,15
O-100972,OPP-200972,C-3994,2023-11-04,2023-10-29,2023-11-20,2023-11-04,765,5,101,CRM Pro,Software,Salesperson_12,North America,UK,City_12,Won,Partner,False,153.0,22
O-100973,OPP-200973,C-4812,2024-10-20,2024-10-12,2024-11-03,2024-10-12,2520,14,201,POS Terminal,Hardware,Salesperson_1,North America,India,City_17,Won,Partner,True,180.0,22
O-100974,OPP-200974,C-1572,2024-06-28,2024-06-10,2024-07-12,2024-06-10,2024,2,202,Receipt Printer,Hardware,Salesperson_13,North America,India,City_3,Won,Partner,True,1012.0,32
O-100975,OPP-200975,C-3430,2024-12-30,2024-12-13,2025-01-13,2024-12-30,4815,5,102,Analytics Suite,Software,Salesperson_10,Europe,Germany,City_14,Won,Inbound,True,963.0,31
O-100976,OPP-200976,C-2152,2023-10-14,2023-09-19,2023-10-18,2023-09-19,15941,19,202,Receipt Printer,Hardware,Salesperson_14,Asia,USA,City_5,Won,Outbound,False,839.0,29
O-100977,OPP-200977,C-3885,2024-03-07,2024-03-01,2024-03-26,2024-03-01,34941,19,102,Analytics Suite,Software,Salesperson_10,North America,Pakistan,City_8,Won,Outbound,False,1839.0,25
O-100978,OPP-200978,C-4832,2023-08-04,2023-07-21,2023-08-13,2023-07-21,1084,2,201,POS Terminal,Hardware,Salesperson_8,Europe,India,City_7,Won,Inbound,True,542.0,23
O-100979,OPP-200979,C-1879,2023-05-04,2023-04-27,2023-05-23,2023-05-04,21384,12,101,CRM Pro,Software,Salesperson_10,Asia,UK,City_12,Won,Outbound,False,1782.0,26
O-100980,OPP-200980,C-4845,2024-05-05,2024-04-16,2024-05-14,2024-04-16,16020,20,201,POS Terminal,Hardware,Salesperson_14,Asia,USA,City_19,Won,Partner,False,801.0,28
O-100981,OPP-200981,C-1746,2023-06-03,2023-05-04,2023-06-05,2023-05-04,15500,20,102,Analytics Suite,Software,Salesperson_9,North America,India,City_9,Won,Outbound,False,775.0,32
O-100982,OPP-200982,C-1807,2024-10-29,2024-10-21,2024-10-31,2024-10-21,16423,11,102,Analytics Suite,Software,Salesperson_7,Asia,Pakistan,City_12,Won,Inbound,False,1493.0,10
O-100983,OPP-200983,C-1707,2024-08-01,2024-07-20,2024-08-13,2024-08-01,7870,10,201,POS Terminal,Hardware,Salesperson_4,North America,India,City_19,Won,Outbound,True,787.0,24
O-100984,OPP-200984,C-1558,2024-01-19,2023-12-23,2024-02-06,2023-12-23,23994,18,201,POS Terminal,Hardware,Salesperson_9,North America,Pakistan,City_18,Won,Partner,False,1333.0,45
O-100985,OPP-200985,C-2191,2023-09-19,2023-08-21,2023-09-28,2023-08-21,15712,8,102,Analytics Suite,Software,Salesperson_12,Asia,India,City_17,Won,Outbound,False,1964.0,38
O-100986,OPP-200986,C-2026,2024-11-10,2024-10-22,2024-11-22,2024-10-22,760,1,103,Sales Booster,Software,Salesperson_14,North America,UK,City_8,Won,Outbound,False,760.0,31
O-100987,OPP-200987,C-4828,2023-11-04,2023-10-17,2023-11-15,2023-10-17,23142,19,102,Analytics Suite,Software,Salesperson_11,Europe,India,City_7,Won,Inbound,False,1218.0,29
O-100988,OPP-200988,C-3051,2024-05-21,2024-05-05,2024-05-30,2024-05-05,6345,5,103,Sales Booster,Software,Salesperson_13,Asia,Germany,City_11,Won,Outbound,False,1269.0,25
O-100989,OPP-200989,C-2450,2023-12-31,2023-12-08,2024-01-12,2023-12-31,7885,5,102,Analytics Suite,Software,Salesperson_2,Asia,UK,City_9,Won,Partner,False,1577.0,35
O-100990,OPP-200990,C-2612,2024-11-29,2024-11-19,2024-12-17,2024-11-19,10528,8,102,Analytics Suite,Software,Salesperson_15,Europe,India,City_1,Won,Outbound,True,1316.0,28
O-100991,OPP-200991,C-4700,2023-12-16,2023-12-07,2023-12-25,2023-12-07,17990,10,201,POS Terminal,Hardware,Salesperson_12,Europe,Pakistan,City_20,Won,Inbound,True,1799.0,18
O-100992,OPP-200992,C-2177,2024-12-27,2024-12-10,2024-12-28,2024-12-10,25920,18,103,Sales Booster,Software,Salesperson_15,Europe,UK,City_4,Won,Outbound,True,1440.0,18
O-100993,OPP-200993,C-2496,2023-11-25,2023-10-31,2023-12-05,2023-10-31,2436,14,201,POS Terminal,Hardware,Salesperson_14,Asia,USA,City_19,Won,Outbound,True,174.0,35
O-100994,OPP-200994,C-1034,2023-05-09,2023-04-13,2023-05-14,2023-05-09,7878,6,103,Sales Booster,Software,Salesperson_5,Asia,Pakistan,City_6,Won,Partner,True,1313.0,31
O-100995,OPP-200995,C-3845,2023-06-17,2023-06-06,2023-06-30,2023-06-06,8822,11,103,Sales Booster,Software,Salesperson_5,Europe,USA,City_5,Won,Partner,False,802.0,24
O-100996,OPP-200996,C-4318,2024-09-20,2024-08-24,2024-10-08,2024-08-24,877,1,201,POS Terminal,Hardware,Salesperson_8,Asia,UK,City_11,Won,Inbound,False,877.0,45
O-100997,OPP-200997,C-2038,2024-03-30,2024-03-11,2024-04-17,2024-03-11,9891,9,102,Analytics Suite,Software,Salesperson_6,Europe,Pakistan,City_2,Won,Inbound,False,1099.0,37
O-100998,OPP-200998,C-4654,2024-04-14,2024-03-28,2024-04-18,2024-03-28,8790,6,102,Analytics Suite,Software,Salesperson_10,Europe,India,City_14,Won,Outbound,True,1465.0,21
O-100999,OPP-200999,C-2885,2023-08-21,2023-08-14,2023-09-07,2023-08-21,3822,2,202,Receipt Printer,Hardware,Salesperson_6,North America,USA,City_11,Won,Partner,False,1911.0,24
O-101000,OPP-201000,C-2382,2024-11-16,2024-11-07,2024-11-28,2024-11-07,26467,19,103,Sales Booster,Software,Salesperson_13,Europe,USA,City_13,Won,Partner,False,1393.0,21
O-101001,OPP-201001,C-4488,2023-05-21,2023-05-07,2023-06-03,2023-05-07,19873,17,101,CRM Pro,Software,Salesperson_3,Asia,Germany,City_3,Won,Outbound,False,1169.0,27
O-101002,OPP-201002,C-3937,2023-11-09,2023-10-31,2023-11-10,2023-10-31,944,2,101,CRM Pro,Software,Salesperson_2,North America,USA,City_8,Won,Inbound,False,472.0,10
O-101003,OPP-201003,C-1291,2023-04-17,2023-04-09,2023-05-02,2023-04-09,1980,12,202,Receipt Printer,Hardware,Salesperson_3,Asia,Pakistan,City_9,Won,Partner,True,165.0,23
O-101004,OPP-201004,C-4762,2024-03-17,2024-03-06,2024-03-24,2024-03-06,14368,8,202,Receipt Printer,Hardware,Salesperson_14,Asia,USA,City_10,Won,Partner,False,1796.0,18
O-101005,OPP-201005,C-2913,2024-12-16,2024-12-11,2024-12-18,2024-12-11,4774,7,102,Analytics Suite,Software,Salesperson_1,North America,Germany,City_10,Won,Outbound,True,682.0,7
O-101006,OPP-201006,C-4633,2024-10-17,2024-10-10,2024-10-26,2024-10-10,15705,9,101,CRM Pro,Software,Salesperson_13,Asia,Germany,City_4,Won,Outbound,True,1745.0,16
O-101007,OPP-201007,C-4578,2023-04-22,2023-04-01,2023-05-01,2023-04-01,1281,1,101,CRM Pro,Software,Salesperson_13,Asia,India,City_9,Won,Partner,True,1281.0,30
O-101008,OPP-201008,C-1356,2023-03-04,2023-02-16,2023-03-15,2023-03-04,11016,6,103,Sales Booster,Software,Salesperson_14,Asia,UK,City_6,Won,Partner,True,1836.0,27
O-101009,OPP-201009,C-1683,2023-01-20,2023-01-01,2023-01-31,2023-01-01,12680,20,103,Sales Booster,Software,Salesperson_4,Europe,India,City_17,Won,Partner,True,634.0,30
O-101010,OPP-201010,C-3862,2024-03-16,2024-02-17,2024-04-05,2024-02-17,25540,20,103,Sales Booster,Software,Salesperson_12,Asia,India,City_17,Won,Partner,True,1277.0,48
O-101011,OPP-201011,C-4983,2023-05-10,2023-05-01,2023-05-14,2023-05-10,7536,8,202,Receipt Printer,Hardware,Salesperson_2,Asia,India,City_18,Won,Inbound,False,942.0,13
O-101012,OPP-201012,C-3913,2024-03-12,2024-02-24,2024-03-17,2024-02-24,7533,9,202,Receipt Printer,Hardware,Salesperson_9,North America,Pakistan,City_9,Won,Inbound,False,837.0,22
O-101013,OPP-201013,C-4291,2023-06-28,2023-06-23,2023-07-11,2023-06-23,256,2,201,POS Terminal,Hardware,Salesperson_12,North America,Pakistan,City_6,Won,Outbound,True,128.0,18
O-101014,OPP-201014,C-4147,2023-08-18,2023-07-25,2023-09-07,2023-07-25,14895,9,201,POS Terminal,Hardware,Salesperson_2,Asia,Germany,City_18,Won,Outbound,True,1655.0,44
O-101015,OPP-201015,C-3048,2024-05-15,2024-05-10,2024-06-04,2024-05-10,675,3,103,Sales Booster,Software,Salesperson_3,Europe,USA,City_6,Won,Partner,True,225.0,25
O-101016,OPP-201016,C-1960,2023-09-30,2023-09-03,2023-10-01,2023-09-03,4403,7,101,CRM Pro,Software,Salesperson_4,Europe,Germany,City_7,Won,Inbound,False,629.0,28
