customer_id,segment,city,region,first_purchase_date,first_tx_date,last_tx_date,recency_days,active_months,orders,units,gross_sales,discount_amount,net_sales,avg_order_value,avg_units_per_order,discount_ratio,returns_amount,net_sales_after_returns,return_rate_amount,return_rate_flag,frequency_per_month,rfm_score,churn_risk_bucket,top_category
C00357,regular,Islamabad,ICT,2025-03-02,2025-01-04,2025-08-01,152.0,6,6,12.0,253631.57,11230.774624999998,242404.61000000002,40400.76833333333,2.0,0.04427987661394044,4150.21,238254.40000000002,0.017121002773008317,0,1.0,123,medium,Electronics
C00358,loyal,Lahore,Punjab,2025-10-19,2025-01-13,2025-09-30,92.0,7,10,24.0,653044.99,43449.322786,609602.15,60960.215000000004,2.4,0.06653342947474415,15573.12,594029.03,0.025546366593359293,0,1.4285714285714286,255,medium,Electronics
C00359,regular,Islamabad,ICT,2025-04-23,2025-03-04,2025-07-14,170.0,2,2,5.0,21008.43,970.350172,20038.09,10019.045,2.5,0.046188609620043,0.0,20038.09,0.0,0,1.0,121,medium,Fashion
C00360,high_return,Karachi,Sindh,2025-06-29,2025-01-18,2025-12-01,30.0,6,7,22.0,214185.84,10131.587078999999,204052.08000000002,29150.297142857144,3.142857142857143,0.047302786584771425,11262.17,192789.91,0.055192625333689314,0,1.1666666666666667,433,medium,Electronics
C00361,price_sensitive,Karachi,Sindh,2025-05-07,2025-03-13,2025-11-14,47.0,2,3,6.0,75541.08,6172.226348,69370.04,23123.346666666665,2.0,0.0817068851544087,1197.22,68172.81999999999,0.017258459127312022,0,1.5,352,medium,Electronics
C00362,regular,Lahore,Punjab,2025-01-14,2025-01-26,2025-12-23,8.0,3,3,13.0,135486.96,2908.3179529999998,132579.64,44193.21333333334,4.333333333333333,0.021465666902556527,0.0,132579.64,0.0,0,1.0,522,medium,Electronics
C00363,high_return,Karachi,Sindh,2025-03-19,2025-01-29,2025-11-16,45.0,6,7,24.0,647054.86,11834.786267,635226.21,90746.60142857142,3.4285714285714284,0.01829023626682906,0.0,635226.21,0.0,0,1.1666666666666667,335,medium,Electronics
C00364,one_time,Karachi,Sindh,2025-12-31,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,111,unknown,
C00365,loyal,Islamabad,ICT,2025-07-06,2025-04-18,2025-12-04,27.0,4,4,15.0,661191.04,30217.427321000003,630966.01,157741.5025,3.75,0.045701507571850944,0.0,630966.01,0.0,0,1.0,425,medium,Electronics
C00366,price_sensitive,Islamabad,ICT,2025-01-07,2025-01-03,2025-12-23,8.0,5,7,13.0,110162.55,9868.888464,100292.75,14327.535714285714,1.8571428571428572,0.08958478597309158,0.0,100292.75,0.0,0,1.4,542,medium,Attach & Addons
C00367,regular,Karachi,Sindh,2025-08-26,2025-10-17,2025-12-10,21.0,2,2,5.0,26937.77,0.0,26937.77,13468.885,2.5,0.0,0.0,26937.77,0.0,0,1.0,421,medium,Fashion
C00368,regular,Lahore,Punjab,2025-10-01,2025-01-20,2025-11-10,51.0,4,4,8.0,609866.1,4467.467118,605397.48,151349.37,2.0,0.007325324555668858,7921.66,597475.82,0.01308505611883287,0,1.0,325,medium,Electronics
C00369,one_time,Lahore,Punjab,2025-08-15,2025-06-14,2025-06-14,200.0,1,1,1.0,6466.99,304.595229,6162.63,6162.63,1.0,0.0471,0.0,6162.63,0.0,0,1.0,121,medium,Fashion
C00370,one_time,Islamabad,ICT,2025-07-11,2025-05-19,2025-10-15,77.0,3,3,4.0,20183.14,952.315061,19230.65,6410.216666666667,1.3333333333333333,0.0471836919825161,0.0,19230.65,0.0,0,1.0,221,medium,Fashion
C00371,price_sensitive,Karachi,Sindh,2025-01-28,2025-01-02,2025-06-21,193.0,4,4,12.0,356026.17,25983.408902,330037.81000000006,82509.45250000001,3.0,0.0729817386794909,0.0,330037.81000000006,0.0,0,1.0,124,medium,Electronics
C00372,loyal,Islamabad,ICT,2025-09-30,2025-01-06,2025-10-23,69.0,8,11,36.0,911615.49,22936.376097999997,888676.5,80788.77272727272,3.272727272727273,0.02516014300941727,1277.77,887398.73,0.0014378348026531588,0,1.375,245,medium,Electronics
C00373,price_sensitive,Lahore,Punjab,2025-05-06,2025-01-19,2025-06-16,198.0,4,4,7.0,139925.75999999998,14578.555220999999,125351.45,31337.8625,1.75,0.10418778658768765,0.0,125351.45,0.0,0,1.0,122,medium,Electronics
C00374,loyal,Karachi,Sindh,2025-05-25,2025-04-11,2025-12-14,17.0,6,7,20.0,399022.33,12031.551133,386993.62,55284.80285714286,2.857142857142857,0.030152576004956917,12552.33,374441.29,0.03243549596502392,0,1.1666666666666667,434,medium,Electronics
C00375,one_time,Islamabad,ICT,2025-01-25,2025-04-19,2025-09-15,107.0,4,4,13.0,443017.29000000004,4034.892373,438987.87,109746.9675,3.25,0.009107753724465246,16930.62,422057.25,0.03856739822902168,0,1.0,224,medium,Electronics
C00376,regular,Islamabad,ICT,2025-03-08,2025-08-24,2025-10-12,80.0,2,3,10.0,252177.04,5075.202487,247092.91,82364.30333333333,3.3333333333333335,0.020125553408827383,0.0,247092.91,0.0,0,1.5,253,medium,Electronics
C00377,high_return,Lahore,Punjab,2025-05-26,2025-01-23,2025-10-21,71.0,5,5,19.0,152662.43,6440.6011929999995,146222.8,29244.559999999998,3.8,0.042188514836296,21308.78,124914.01999999999,0.1457281627762565,1,1.0,222,medium,Electronics
C00378,loyal,Islamabad,ICT,2025-04-21,2025-01-12,2025-11-12,49.0,9,14,48.0,1073239.48,36309.170883,1036934.64,74066.76,3.4285714285714284,0.033831378326671324,22807.03,1014127.61,0.021994664967504605,0,1.5555555555555556,355,medium,Electronics
C00379,regular,Lahore,Punjab,2025-04-21,2025-03-19,2025-04-10,265.0,2,2,6.0,61036.590000000004,1352.595221,59684.84,29842.42,3.0,0.022160399540668965,0.0,59684.84,0.0,0,1.0,122,medium,Electronics
C00380,regular,Lahore,Punjab,2025-08-24,2025-01-23,2025-03-10,296.0,3,3,8.0,57786.049999999996,1274.179702,56511.89,18837.296666666665,2.6666666666666665,0.022049953267267792,4636.38,51875.51,0.08204255776970121,0,1.0,121,medium,Fashion
C00381,loyal,Karachi,Sindh,2025-04-11,2025-01-13,2025-09-18,104.0,5,5,15.0,604131.08,30784.699607000002,573341.56,114668.312,3.0,0.050956987028378024,10451.08,562890.4800000001,0.01822836635111538,0,1.0,225,medium,Electronics
C00382,one_time,Karachi,Sindh,2025-10-09,2025-06-03,2025-09-30,92.0,3,3,8.0,371079.37,15733.383946999998,355338.92,118446.30666666666,2.6666666666666665,0.042398972346535994,0.0,355338.92,0.0,0,1.0,224,medium,Electronics
C00383,high_return,Islamabad,ICT,2025-11-11,2025-04-28,2025-09-28,94.0,3,3,9.0,434601.41,5760.914996,428853.33,142951.11000000002,3.0,0.013255628866919692,0.0,428853.33,0.0,0,1.0,224,medium,Electronics
C00384,regular,Lahore,Punjab,2025-08-17,2025-05-31,2025-08-28,125.0,3,3,8.0,51163.17,1581.121608,49581.82,16527.273333333334,2.6666666666666665,0.030903511412604025,0.0,49581.82,0.0,0,1.0,221,medium,Fashion
C00385,regular,Lahore,Punjab,2025-05-30,2025-02-05,2025-12-31,0.0,6,7,21.0,657050.17,12329.580188,644730.36,92104.33714285714,3.0,0.018765051362820587,0.0,644730.36,0.0,0,1.1666666666666667,535,medium,Electronics
C00386,price_sensitive,Karachi,Sindh,2025-03-11,2025-04-29,2025-11-23,38.0,6,6,12.0,107364.54999999999,8742.929658,98620.05,16436.675,2.0,0.08143218276423643,0.0,98620.05,0.0,0,1.0,322,medium,Electronics
C00387,price_sensitive,Karachi,Sindh,2025-01-04,2025-06-23,2025-11-07,54.0,3,3,5.0,289690.22,31090.453085,258593.13,86197.71,1.6666666666666667,0.10732310219171363,0.0,258593.13,0.0,0,1.0,323,medium,Electronics
C00388,regular,Lahore,Punjab,2025-11-14,2025-06-09,2025-12-27,4.0,4,5,12.0,510174.4,33680.385948999996,476493.47000000003,95298.694,2.4,0.06601739708813299,159253.84,317239.63,0.3342204039018625,1,1.25,544,medium,Electronics
C00389,regular,Karachi,Sindh,2025-06-01,2025-03-03,2025-11-28,33.0,4,4,13.0,121256.17,462.218352,120793.36,30198.34,3.25,0.003811916144143428,0.0,120793.36,0.0,0,1.0,422,medium,Attach & Addons
C00390,regular,Islamabad,ICT,2025-09-04,2025-01-26,2025-12-14,17.0,7,8,20.0,603467.73,18820.568376,584646.68,73080.835,2.5,0.031187365024472807,237666.49,346980.19000000006,0.4065130242422654,1,1.1428571428571428,434,medium,Electronics
C00391,loyal,Lahore,Punjab,2025-01-31,2025-03-09,2025-12-30,1.0,6,10,25.0,443794.75,32762.529762000002,411041.47000000003,41104.147000000004,2.5,0.07382360823781715,11862.53,399178.94,0.028859691456436257,0,1.6666666666666667,554,medium,Electronics
C00392,one_time,Karachi,Sindh,2025-02-05,2025-01-15,2025-01-15,350.0,1,1,1.0,1072.35,0.0,1072.35,1072.35,1.0,0.0,0.0,1072.35,0.0,0,1.0,121,medium,Fashion
C00393,regular,Islamabad,ICT,2025-01-06,2025-03-01,2025-12-18,13.0,6,6,13.0,333686.26,1751.398049,331937.22,55322.869999999995,2.1666666666666665,0.005248636995122304,0.0,331937.22,0.0,0,1.0,524,medium,Electronics
C00394,one_time,Lahore,Punjab,2025-08-08,2025-07-15,2025-11-07,54.0,2,3,5.0,68185.20999999999,2037.7720359999998,66146.49,22048.83,1.6666666666666667,0.029885836473921547,46959.03,19187.460000000006,0.7099247443061604,1,1.5,351,medium,Attach & Addons
C00395,regular,Islamabad,ICT,2025-12-01,2025-12-01,2025-12-01,30.0,1,1,4.0,24513.059999999998,232.96931899999998,24280.22,24280.22,4.0,0.0095038856430001,1151.64,23128.58,0.04743120119998913,0,1.0,421,medium,Fashion
C00396,regular,Islamabad,ICT,2025-04-04,2025-10-24,2025-12-03,28.0,3,3,8.0,202488.03,5494.002463,197002.26,65667.42,2.6666666666666665,0.02713248019154515,0.0,197002.26,0.0,0,1.0,423,medium,Electronics
C00397,price_sensitive,Lahore,Punjab,2025-03-03,2025-04-13,2025-11-18,43.0,2,2,4.0,287852.06,26886.392206,260971.05,130485.525,2.0,0.09340350805896612,189267.25,71703.79999999999,0.7252423209394299,1,1.0,322,medium,Electronics
C00398,regular,Islamabad,ICT,2025-12-01,2025-02-02,2025-08-20,133.0,3,3,4.0,17732.989999999998,768.390601,16964.54,5654.846666666667,1.3333333333333333,0.043331135978760496,5545.44,11419.100000000002,0.3268841949148046,1,1.0,121,medium,Fashion
C00399,one_time,Karachi,Sindh,2025-01-26,2025-11-15,2025-11-15,46.0,1,1,3.0,28539.800000000003,174.661146,28365.6,28365.6,3.0,0.006119914855745309,0.0,28365.6,0.0,0,1.0,321,medium,Attach & Addons
C00400,price_sensitive,Karachi,Sindh,2025-10-27,2025-01-10,2025-11-11,50.0,6,6,16.0,154313.13,10677.209881,143633.27000000002,23938.878333333338,2.6666666666666665,0.06919184311147082,0.0,143633.27000000002,0.0,0,1.0,322,medium,Electronics
C00401,price_sensitive,Karachi,Sindh,2025-04-28,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,111,unknown,
C00402,regular,Islamabad,ICT,2025-07-31,2025-01-30,2025-12-08,23.0,6,6,15.0,318054.22000000003,2197.177063,315861.42000000004,52643.57000000001,2.5,0.00690818396624324,2619.2,313242.22000000003,0.008292244111357441,0,1.0,424,medium,Electronics
C00403,one_time,Karachi,Sindh,2025-04-23,2025-08-29,2025-08-29,124.0,1,1,4.0,16934.170000000002,56.237435000000005,16877.86,16877.86,4.0,0.0033209442801152935,0.0,16877.86,0.0,0,1.0,221,medium,Attach & Addons
C00404,one_time,Islamabad,ICT,2025-01-01,2025-02-04,2025-10-12,80.0,3,3,10.0,177721.12,9124.679211,168593.9,56197.96666666667,3.3333333333333335,0.051342683475098516,0.0,168593.9,0.0,0,1.0,223,medium,Electronics
C00405,high_return,Karachi,Sindh,2025-11-16,2025-02-23,2025-11-08,53.0,3,3,9.0,532942.46,5438.9484299999995,527501.8200000001,175833.94000000003,3.0,0.01020550779534436,0.0,527501.8200000001,0.0,0,1.0,325,medium,Electronics
C00406,loyal,Lahore,Punjab,2025-05-19,2025-01-30,2025-12-24,7.0,7,9,27.0,1518732.39,60119.38858100001,1458611.95,162067.99444444443,3.0,0.03958524159809353,0.0,1458611.95,0.0,0,1.2857142857142858,545,medium,Electronics
C00407,regular,Islamabad,ICT,2025-11-29,2025-08-04,2025-11-15,46.0,3,3,6.0,230871.88,1316.131428,229556.11,76518.70333333332,2.0,0.005700700440434755,0.0,229556.11,0.0,0,1.0,323,medium,Electronics
C00408,one_time,Islamabad,ICT,2025-06-10,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,111,unknown,
C00409,one_time,Karachi,Sindh,2025-01-10,2025-04-07,2025-04-07,268.0,1,1,3.0,10521.14,182.05980499999998,10338.94,10338.94,3.0,0.01730418994519605,0.0,10338.94,0.0,0,1.0,121,medium,Fashion
C00410,one_time,Lahore,Punjab,2025-05-18,2025-01-26,2025-12-26,5.0,5,6,12.0,125180.08,2406.151822,122774.29,20462.381666666664,2.0,0.01922152328070089,0.0,122774.29,0.0,0,1.2,532,medium,Electronics
C00411,regular,Karachi,Sindh,2025-01-13,2025-08-21,2025-08-21,132.0,1,1,7.0,253676.38999999998,0.0,253676.38999999998,253676.38999999998,7.0,0.0,0.0,253676.38999999998,0.0,0,1.0,123,medium,Electronics
C00412,regular,Karachi,Sindh,2025-03-25,2025-02-21,2025-12-31,0.0,4,4,13.0,121849.34,4691.981842,117157.65,29289.4125,3.25,0.03850641982960269,0.0,117157.65,0.0,0,1.0,522,medium,Attach & Addons
C00413,price_sensitive,Lahore,Punjab,2025-04-11,2025-08-18,2025-09-19,103.0,2,2,4.0,30808.82,2272.185368,28536.64,14268.32,2.0,0.07375113256528487,0.0,28536.64,0.0,0,1.0,221,medium,Attach & Addons
C00414,loyal,Lahore,Punjab,2025-09-22,2025-03-08,2025-12-30,1.0,5,9,28.0,784705.72,20238.589709,764465.85,84940.65,3.111111111111111,0.025791311561995496,11166.39,753299.46,0.014606787209657567,0,1.8,555,medium,Electronics
C00415,high_return,Karachi,Sindh,2025-02-07,2025-06-09,2025-10-17,75.0,3,4,13.0,571823.33,16713.173101,555090.15,138772.5375,3.25,0.029227861516248385,6439.36,548650.79,0.011600566142274367,0,1.3333333333333333,245,medium,Electronics
C00416,one_time,Lahore,Punjab,2025-04-04,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,111,unknown,
C00417,loyal,Karachi,Sindh,2025-03-10,2025-01-02,2025-12-27,4.0,8,9,24.0,1017007.75,56614.504347,960409.72,106712.19111111111,2.6666666666666665,0.05566772165403853,138565.14,821844.58,0.1442771112312358,1,1.125,535,medium,Electronics
C00418,regular,Islamabad,ICT,2025-08-24,2025-09-13,2025-09-13,109.0,1,1,3.0,21521.41,166.00617599999998,21354.89,21354.89,3.0,0.007713536241352215,0.0,21354.89,0.0,0,1.0,221,medium,Fashion
C00419,one_time,Karachi,Sindh,2025-05-17,2025-01-30,2025-12-19,12.0,4,4,8.0,453070.07,26721.736790000003,426345.3,106586.325,2.0,0.05897925852837731,164625.06,261720.24,0.38613081931476667,1,1.0,523,medium,Electronics
C00420,price_sensitive,Islamabad,ICT,2025-02-04,2025-05-12,2025-08-25,128.0,2,3,6.0,137646.25,18291.810658,119353.26,39784.42,2.0,0.13289000359980746,0.0,119353.26,0.0,0,1.5,252,medium,Electronics
C00421,regular,Karachi,Sindh,2025-11-16,2025-04-13,2025-11-26,35.0,5,7,20.0,599647.45,9923.422237,589713.74,84244.81999999999,2.857142857142857,0.016548760837722234,0.0,589713.74,0.0,0,1.4,445,medium,Electronics
C00422,high_return,Lahore,Punjab,2025-11-16,2025-01-06,2025-09-08,114.0,2,2,6.0,429648.76,12.078125,429636.92,214818.46,3.0,2.8111625412348448e-05,0.0,429636.92,0.0,0,1.0,224,medium,Electronics
C00423,regular,Islamabad,ICT,2025-09-24,2025-01-22,2025-09-18,104.0,4,5,11.0,299370.48,18164.091978,281211.93,56242.386,2.2,0.06067429219474145,0.0,281211.93,0.0,0,1.25,243,medium,Electronics
C00424,regular,Lahore,Punjab,2025-09-27,2025-06-22,2025-12-02,29.0,4,4,11.0,427835.7,2949.171573,424898.42,106224.605,2.75,0.006893233951724926,0.0,424898.42,0.0,0,1.0,424,medium,Electronics
C00425,regular,Islamabad,ICT,2025-10-18,2025-04-18,2025-11-12,49.0,3,5,14.0,84974.6,1302.961161,83671.59,16734.318,2.8,0.01533353685689606,0.0,83671.59,0.0,0,1.6666666666666667,352,medium,Fashion
C00426,price_sensitive,Islamabad,ICT,2025-01-05,2025-01-29,2025-11-05,56.0,4,4,15.0,756918.5599999999,102652.664783,654261.94,163565.485,3.75,0.1356191672496444,0.0,654261.94,0.0,0,1.0,325,medium,Electronics
C00427,price_sensitive,Karachi,Sindh,2025-03-19,2025-05-12,2025-08-09,144.0,3,5,8.0,747011.62,51137.262945,695884.54,139176.908,1.6,0.06845577977086889,19649.35,676235.1900000001,0.02823650888982244,0,1.6666666666666667,155,medium,Electronics
C00428,one_time,Karachi,Sindh,2025-05-12,2025-08-28,2025-08-28,125.0,1,1,4.0,17399.510000000002,353.37942699999996,17046.23,17046.23,4.0,0.020309734412061024,0.0,17046.23,0.0,0,1.0,221,medium,Fashion
C00429,price_sensitive,Karachi,Sindh,2025-02-11,2025-03-01,2025-04-21,254.0,2,3,8.0,62213.09,3443.025343,58769.29,19589.763333333332,2.6666666666666665,0.05534245836366591,0.0,58769.29,0.0,0,1.5,152,medium,Attach & Addons
C00430,one_time,Karachi,Sindh,2025-10-23,2025-03-10,2025-03-10,296.0,1,1,1.0,13239.46,181.38060199999998,13058.72,13058.72,1.0,0.0137,0.0,13058.72,0.0,0,1.0,121,medium,Fashion
C00431,one_time,Lahore,Punjab,2025-04-14,2025-02-24,2025-12-05,26.0,3,3,12.0,286646.33999999997,32123.87504,254515.12,84838.37333333334,4.0,0.11206797561064273,4181.23,250333.88999999998,0.016428218488551877,0,1.0,423,medium,Electronics
C00432,one_time,Karachi,Sindh,2025-06-28,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,111,unknown,
C00433,high_return,Karachi,Sindh,2025-12-19,2025-01-31,2025-12-19,12.0,3,4,13.0,84890.21,977.6967339999999,83912.35,20978.0875,3.25,0.01151719066309295,0.0,83912.35,0.0,0,1.3333333333333333,542,medium,Fashion
C00434,regular,Islamabad,ICT,2025-05-23,2025-03-18,2025-08-17,136.0,3,3,7.0,46744.5,1213.305184,45531.96,15177.32,2.3333333333333335,0.025956105723668025,3605.13,41926.83,0.0791780103470178,0,1.0,121,medium,Electronics
C00435,high_return,Lahore,Punjab,2025-05-25,2025-06-08,2025-11-24,37.0,3,3,9.0,104590.79000000001,1407.350154,103183.14,34394.38,3.0,0.013455775159552767,12868.52,90314.62,0.12471533624582466,1,1.0,322,medium,Attach & Addons
C00436,regular,Lahore,Punjab,2025-11-05,2025-04-22,2025-04-22,253.0,1,1,2.0,40889.46,0.0,40889.46,40889.46,2.0,0.0,0.0,40889.46,0.0,0,1.0,121,medium,Electronics
C00437,regular,Islamabad,ICT,2025-02-08,2025-01-18,2025-12-06,25.0,4,4,5.0,20170.9,118.65363500000001,20052.09,5013.0225,1.25,0.005882416500998964,0.0,20052.09,0.0,0,1.0,421,medium,Fashion
C00438,loyal,Islamabad,ICT,2025-05-14,2025-01-28,2025-11-02,59.0,5,6,25.0,365567.72,6812.33214,358755.42,59792.57,4.166666666666667,0.018634938938262933,18264.079999999998,340491.33999999997,0.0509095583838148,0,1.2,334,medium,Electronics
C00439,price_sensitive,Karachi,Sindh,2025-06-28,2025-02-05,2025-11-26,35.0,5,6,17.0,699541.0599999999,42884.7492,656653.5,109442.25,2.8333333333333335,0.06130412016129547,0.0,656653.5,0.0,0,1.2,435,medium,Electronics
C00440,price_sensitive,Lahore,Punjab,2025-01-15,2025-03-10,2025-05-03,242.0,2,3,6.0,33711.409999999996,3641.986775,30070.27,10023.423333333334,2.0,0.10803424641686599,0.0,30070.27,0.0,0,1.5,151,medium,Fashion
C00441,regular,Karachi,Sindh,2025-10-16,2025-07-27,2025-07-27,157.0,1,1,1.0,16276.74,11.393718,16265.37,16265.37,1.0,0.0007,14924.33,1341.0400000000009,0.9175524442419692,1,1.0,121,medium,Attach & Addons
C00442,one_time,Islamabad,ICT,2025-08-19,2025-03-12,2025-09-14,108.0,3,3,7.0,255165.89,5014.067107000001,250160.57,83386.85666666667,2.3333333333333335,0.01965022482824801,0.0,250160.57,0.0,0,1.0,223,medium,Electronics
C00443,high_return,Karachi,Sindh,2025-06-06,2025-07-28,2025-12-15,16.0,2,2,5.0,33865.08,648.187084,33216.42,16608.21,2.5,0.019140279131187644,20618.050000000003,12598.369999999995,0.6207186084472681,1,1.0,421,medium,Fashion
C00444,price_sensitive,Lahore,Punjab,2025-04-07,2025-02-03,2025-10-28,64.0,6,6,16.0,170497.28999999998,15378.596398999998,155118.76,25853.126666666667,2.6666666666666665,0.09019847998170528,0.0,155118.76,0.0,0,1.0,323,medium,Fashion
C00445,regular,Karachi,Sindh,2025-10-16,2025-03-22,2025-06-21,193.0,2,2,3.0,217534.4,137.247451,217397.29,108698.645,1.5,0.0006309229758603697,0.0,217397.29,0.0,0,1.0,123,medium,Electronics
C00446,loyal,Lahore,Punjab,2025-03-27,2025-01-25,2025-12-25,6.0,7,9,26.0,221631.41,9415.096704,212214.12,23579.346666666665,2.888888888888889,0.04248087716447772,16478.559999999998,195735.56,0.07765062946801088,0,1.2857142857142858,543,medium,Attach & Addons
C00447,regular,Karachi,Sindh,2025-01-05,2025-01-20,2025-12-18,13.0,6,6,24.0,167514.49,3582.460074,163932.93,27322.155,4.0,0.021385971291199946,0.0,163932.93,0.0,0,1.0,523,medium,Attach & Addons
C00448,regular,Karachi,Sindh,2025-12-19,2025-03-31,2025-12-25,6.0,4,5,10.0,109382.87,2574.524986,106808.43,21361.685999999998,2.0,0.02353682058260128,5117.02,101691.40999999999,0.04790839075155398,0,1.25,542,medium,Fashion
C00449,loyal,Lahore,Punjab,2025-06-08,2025-02-07,2025-12-18,13.0,5,9,25.0,1025149.01,57358.941999999995,967795.23,107532.80333333333,2.7777777777777777,0.05595180938622766,0.0,967795.23,0.0,0,1.8,555,medium,Electronics
C00450,one_time,Lahore,Punjab,2025-12-31,2025-08-22,2025-08-22,131.0,1,1,2.0,57158.0,3819.8314840000003,53337.76,53337.76,2.0,0.06682934119458345,0.0,53337.76,0.0,0,1.0,221,medium,Electronics
C00451,loyal,Lahore,Punjab,2025-07-03,2025-02-18,2025-12-16,15.0,6,8,17.0,497596.17,4301.417557,493288.22,61661.0275,2.125,0.00864439442329309,0.0,493288.22,0.0,0,1.3333333333333333,444,medium,Electronics
C00452,one_time,Karachi,Sindh,2025-05-16,2025-04-20,2025-12-21,10.0,5,6,17.0,560071.08,33356.583618000004,526702.5499999999,87783.75833333332,2.8333333333333335,0.05955776830683707,3954.23,522748.31999999995,0.007507520136365394,0,1.2,535,medium,Electronics
C00453,price_sensitive,Karachi,Sindh,2025-02-16,2025-07-21,2025-09-12,110.0,3,4,9.0,61114.159999999996,7427.701335,53686.13,13421.5325,2.25,0.12153814001534179,3893.6,49792.53,0.07252525000405133,0,1.3333333333333333,241,medium,Attach & Addons
C00454,one_time,Karachi,Sindh,2025-06-22,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,111,unknown,
C00455,regular,Islamabad,ICT,2025-04-05,2025-03-05,2025-10-25,67.0,4,5,14.0,79248.97,2773.703601,76474.84,15294.967999999999,2.8,0.034999869411551976,0.0,76474.84,0.0,0,1.25,342,medium,Fashion
C00456,high_return,Karachi,Sindh,2025-10-19,2025-02-07,2025-09-29,93.0,4,6,17.0,532996.09,34442.810042000005,498561.05,83093.50833333333,2.8333333333333335,0.06462113078915833,189513.94999999998,309047.1,0.38012185267982723,1,1.5,254,medium,Electronics
C00457,regular,Lahore,Punjab,2025-10-10,2025-01-24,2025-12-18,13.0,5,7,17.0,613106.52,4305.893393,608805.36,86972.19428571429,2.4285714285714284,0.007023075522015326,3481.26,605324.1,0.005718182244650409,0,1.4,545,medium,Electronics
C00458,one_time,Lahore,Punjab,2025-01-11,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,111,unknown,
C00459,regular,Lahore,Punjab,2025-12-26,2025-01-08,2025-12-27,4.0,6,7,16.0,681039.89,9459.805095000002,671585.8,95940.82857142857,2.2857142857142856,0.013890236436811362,0.0,671585.8,0.0,0,1.1666666666666667,535,medium,Electronics
C00460,high_return,Karachi,Sindh,2025-07-19,2025-01-09,2025-10-24,68.0,4,5,8.0,228809.3,6732.662383999999,222067.83000000002,44413.566000000006,1.6,0.029424775933495708,0.0,222067.83000000002,0.0,0,1.25,243,medium,Electronics
C00461,one_time,Lahore,Punjab,2025-12-12,2025-11-26,2025-11-26,35.0,1,1,2.0,224814.25999999998,231.24439999999998,224582.86,224582.86,2.0,0.0010286020112781102,0.0,224582.86,0.0,0,1.0,423,medium,Electronics
C00462,regular,Lahore,Punjab,2025-08-06,2025-04-28,2025-10-30,62.0,3,3,13.0,317414.99,896.8169610000001,316518.83,105506.27666666667,4.333333333333333,0.0028253768386930942,0.0,316518.83,0.0,0,1.0,324,medium,Electronics
C00463,high_return,Islamabad,ICT,2025-07-29,2025-03-17,2025-09-10,112.0,4,4,12.0,233956.08,3954.644155,229994.78,57498.695,3.0,0.01690336132747651,0.0,229994.78,0.0,0,1.0,223,medium,Electronics
C00464,high_return,Islamabad,ICT,2025-04-21,2025-01-11,2025-10-01,91.0,2,2,5.0,225143.16999999998,28985.905433999997,196153.53,98076.765,2.5,0.12874432492888857,0.0,196153.53,0.0,0,1.0,223,medium,Electronics
C00465,regular,Lahore,Punjab,2025-06-20,2025-02-04,2025-05-21,224.0,2,2,4.0,12628.990000000002,417.55539200000004,12211.34,6105.67,2.0,0.033063245120947916,0.0,12211.34,0.0,0,1.0,121,medium,Fashion
C00466,regular,Islamabad,ICT,2025-12-22,2025-02-22,2025-11-27,34.0,2,3,8.0,266653.12,13808.844346,252836.17,84278.72333333334,2.6666666666666665,0.05178579701598841,5841.51,246994.66,0.023103933270307013,0,1.5,453,medium,Electronics
C00467,regular,Islamabad,ICT,2025-05-13,2025-01-09,2025-12-31,0.0,5,7,15.0,559560.64,13573.45127,545975.98,77996.56857142856,2.142857142857143,0.0242573374531847,0.0,545975.98,0.0,0,1.4,545,medium,Electronics
C00468,regular,Lahore,Punjab,2025-11-24,2025-01-02,2025-11-21,40.0,3,3,7.0,84730.79,316.019889,84414.43,28138.14333333333,2.3333333333333335,0.0037296936450138137,0.0,84414.43,0.0,0,1.0,322,medium,Electronics
C00469,high_return,Karachi,Sindh,2025-04-02,2025-01-20,2025-12-28,3.0,4,6,13.0,170080.71,2476.126334,167604.25,27934.041666666668,2.1666666666666665,0.0145585371439242,3259.28,164344.97,0.019446284924159143,0,1.5,553,medium,Electronics
C00470,one_time,Karachi,Sindh,2025-02-20,2025-02-05,2025-04-17,258.0,2,4,11.0,117162.86,5657.747715,111503.56999999999,27875.892499999998,2.75,0.048289600603809095,0.0,111503.56999999999,0.0,0,2.0,152,medium,Electronics
