snapshot_date,store_id,sku_id,stock_on_hand,stock_on_order,units_28d,avg_daily_units_28d,momentum_factor,adj_avg_daily_units,days_of_inventory,adj_days_of_inventory,stockout_risk_flag,overstock_flag,reorder_qty_suggestion
2025-04-30,S002,SKU00019,17,0,2.0,0.07142857142857142,3.0,0.10714285714285714,238.0,158.66666666666669,0,1,0.0
2025-04-30,S002,SKU00020,35,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00022,9,0,4.0,0.14285714285714285,0.2,0.07142857142857142,63.0,126.0,0,1,0.0
2025-04-30,S002,SKU00023,38,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1064.0,709.3333333333334,0,1,0.0
2025-04-30,S002,SKU00024,38,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00025,20,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00026,27,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00027,20,0,4.0,0.14285714285714285,1.0,0.14285714285714285,140.0,140.0,0,1,0.0
2025-04-30,S002,SKU00028,18,0,4.0,0.14285714285714285,0.5,0.07142857142857142,126.0,252.0,0,1,0.0
2025-04-30,S002,SKU00029,51,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1428.0,952.0,0,1,0.0
2025-04-30,S002,SKU00030,50,0,4.0,0.14285714285714285,2.0,0.21428571428571427,350.0,233.33333333333334,0,1,0.0
2025-04-30,S002,SKU00031,13,0,1.0,0.03571428571428571,0.5,0.017857142857142856,364.0,728.0,0,1,0.0
2025-04-30,S002,SKU00032,32,0,3.0,0.10714285714285714,1.5,0.1607142857142857,298.6666666666667,199.11111111111114,0,1,0.0
2025-04-30,S002,SKU00033,23,0,3.0,0.10714285714285714,0.6666666666666666,0.07142857142857142,214.66666666666669,322.0,0,1,0.0
2025-04-30,S002,SKU00034,49,0,2.0,0.07142857142857142,0.3333333333333333,0.03571428571428571,686.0,1372.0,0,1,0.0
2025-04-30,S002,SKU00035,15,10,2.0,0.07142857142857142,0.3333333333333333,0.03571428571428571,210.0,420.0,0,1,0.0
2025-04-30,S002,SKU00036,43,0,3.0,0.10714285714285714,0.6666666666666666,0.07142857142857142,401.33333333333337,602.0,0,1,0.0
2025-04-30,S002,SKU00037,31,0,3.0,0.10714285714285714,1.5,0.1607142857142857,289.33333333333337,192.8888888888889,0,1,0.0
2025-04-30,S002,SKU00039,43,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00040,21,0,3.0,0.10714285714285714,1.5,0.1607142857142857,196.0,130.66666666666669,0,1,0.0
2025-04-30,S002,SKU00041,38,0,1.0,0.03571428571428571,0.5,0.017857142857142856,1064.0,2128.0,0,1,0.0
2025-04-30,S002,SKU00042,22,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00043,26,0,1.0,0.03571428571428571,2.0,0.05357142857142857,728.0,485.33333333333337,0,1,0.0
2025-04-30,S002,SKU00044,17,0,4.0,0.14285714285714285,2.0,0.21428571428571427,119.0,79.33333333333334,0,1,0.0
2025-04-30,S002,SKU00045,15,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00046,37,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00047,29,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00048,29,0,1.0,0.03571428571428571,2.0,0.05357142857142857,812.0,541.3333333333334,0,1,0.0
2025-04-30,S002,SKU00049,53,10,1.0,0.03571428571428571,2.0,0.05357142857142857,1484.0,989.3333333333334,0,1,0.0
2025-04-30,S002,SKU00050,46,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00051,53,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1484.0,989.3333333333334,0,1,0.0
2025-04-30,S002,SKU00052,24,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00054,23,10,2.0,0.07142857142857142,1.0,0.07142857142857142,322.0,322.0,0,1,0.0
2025-04-30,S002,SKU00055,30,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00056,18,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00057,28,0,2.0,0.07142857142857142,1.0,0.07142857142857142,392.0,392.0,0,1,0.0
2025-04-30,S002,SKU00059,15,0,5.0,0.17857142857142858,0.75,0.13392857142857142,84.0,112.0,0,1,0.0
2025-04-30,S002,SKU00060,35,0,1.0,0.03571428571428571,0.5,0.017857142857142856,980.0,1960.0,0,1,0.0
2025-04-30,S002,SKU00061,19,0,1.0,0.03571428571428571,0.5,0.017857142857142856,532.0,1064.0,0,1,0.0
2025-04-30,S002,SKU00062,26,0,1.0,0.03571428571428571,2.0,0.05357142857142857,728.0,485.33333333333337,0,1,0.0
2025-04-30,S002,SKU00063,46,10,1.0,0.03571428571428571,2.0,0.05357142857142857,1288.0,858.6666666666667,0,1,0.0
2025-04-30,S002,SKU00064,48,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00065,52,0,1.0,0.03571428571428571,0.5,0.017857142857142856,1456.0,2912.0,0,1,0.0
2025-04-30,S002,SKU00066,17,0,3.0,0.10714285714285714,0.6666666666666666,0.07142857142857142,158.66666666666669,238.0,0,1,0.0
2025-04-30,S002,SKU00067,37,0,2.0,0.07142857142857142,1.0,0.07142857142857142,518.0,518.0,0,1,0.0
2025-04-30,S002,SKU00068,17,0,1.0,0.03571428571428571,0.5,0.017857142857142856,476.0,952.0,0,1,0.0
2025-04-30,S002,SKU00069,31,0,2.0,0.07142857142857142,1.0,0.07142857142857142,434.0,434.0,0,1,0.0
2025-04-30,S002,SKU00070,48,0,2.0,0.07142857142857142,1.0,0.07142857142857142,672.0,672.0,0,1,0.0
2025-04-30,S002,SKU00071,15,0,4.0,0.14285714285714285,0.5,0.07142857142857142,105.0,210.0,0,1,0.0
2025-04-30,S002,SKU00073,12,0,1.0,0.03571428571428571,2.0,0.05357142857142857,336.0,224.0,0,1,0.0
2025-04-30,S002,SKU00074,20,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00076,41,0,1.0,0.03571428571428571,0.5,0.017857142857142856,1148.0,2296.0,0,1,0.0
2025-04-30,S002,SKU00077,12,0,5.0,0.17857142857142858,2.5,0.26785714285714285,67.2,44.800000000000004,0,0,0.0
2025-04-30,S002,SKU00078,24,0,1.0,0.03571428571428571,0.5,0.017857142857142856,672.0,1344.0,0,1,0.0
2025-04-30,S002,SKU00079,52,10,2.0,0.07142857142857142,1.0,0.07142857142857142,728.0,728.0,0,1,0.0
2025-04-30,S002,SKU00080,35,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00081,29,0,1.0,0.03571428571428571,0.5,0.017857142857142856,812.0,1624.0,0,1,0.0
2025-04-30,S002,SKU00082,17,10,3.0,0.10714285714285714,0.6666666666666666,0.07142857142857142,158.66666666666669,238.0,0,1,0.0
2025-04-30,S002,SKU00083,43,0,3.0,0.10714285714285714,0.6666666666666666,0.07142857142857142,401.33333333333337,602.0,0,1,0.0
2025-04-30,S002,SKU00084,21,0,1.0,0.03571428571428571,2.0,0.05357142857142857,588.0,392.0,0,1,0.0
2025-04-30,S002,SKU00085,9,0,1.0,0.03571428571428571,2.0,0.05357142857142857,252.0,168.0,0,1,0.0
2025-04-30,S002,SKU00086,23,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00087,10,0,5.0,0.17857142857142858,0.75,0.13392857142857142,56.0,74.66666666666667,0,1,0.0
2025-04-30,S002,SKU00089,47,0,4.0,0.14285714285714285,0.5,0.07142857142857142,329.0,658.0,0,1,0.0
2025-04-30,S002,SKU00090,33,0,2.0,0.07142857142857142,1.0,0.07142857142857142,462.0,462.0,0,1,0.0
2025-04-30,S002,SKU00091,31,0,1.0,0.03571428571428571,2.0,0.05357142857142857,868.0,578.6666666666667,0,1,0.0
2025-04-30,S002,SKU00092,11,0,2.0,0.07142857142857142,3.0,0.10714285714285714,154.0,102.66666666666667,0,1,0.0
2025-04-30,S002,SKU00094,26,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00095,35,0,6.0,0.21428571428571427,0.6,0.12857142857142856,163.33333333333334,272.22222222222223,0,1,0.0
2025-04-30,S002,SKU00096,25,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00097,31,0,1.0,0.03571428571428571,0.5,0.017857142857142856,868.0,1736.0,0,1,0.0
2025-04-30,S002,SKU00098,36,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00099,35,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00101,45,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00102,25,0,4.0,0.14285714285714285,1.0,0.14285714285714285,175.0,175.0,0,1,0.0
2025-04-30,S002,SKU00105,37,0,1.0,0.03571428571428571,0.5,0.017857142857142856,1036.0,2072.0,0,1,0.0
2025-04-30,S002,SKU00106,15,0,1.0,0.03571428571428571,2.0,0.05357142857142857,420.0,280.0,0,1,0.0
2025-04-30,S002,SKU00108,37,10,5.0,0.17857142857142858,0.75,0.13392857142857142,207.2,276.26666666666665,0,1,0.0
2025-04-30,S002,SKU00109,41,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00110,43,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00111,23,0,4.0,0.14285714285714285,1.0,0.14285714285714285,161.0,161.0,0,1,0.0
2025-04-30,S002,SKU00112,48,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00113,47,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1316.0,877.3333333333334,0,1,0.0
2025-04-30,S002,SKU00114,47,0,1.0,0.03571428571428571,0.5,0.017857142857142856,1316.0,2632.0,0,1,0.0
2025-04-30,S002,SKU00115,16,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00116,39,0,2.0,0.07142857142857142,3.0,0.10714285714285714,546.0,364.0,0,1,0.0
2025-04-30,S002,SKU00118,42,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1176.0,784.0,0,1,0.0
2025-04-30,S002,SKU00119,53,0,3.0,0.10714285714285714,1.5,0.1607142857142857,494.6666666666667,329.7777777777778,0,1,0.0
2025-04-30,S002,SKU00120,15,0,2.0,0.07142857142857142,0.3333333333333333,0.03571428571428571,210.0,420.0,0,1,0.0
2025-04-30,S002,SKU00121,11,28,1.0,0.03571428571428571,0.5,0.017857142857142856,308.0,616.0,0,1,0.0
2025-04-30,S002,SKU00123,55,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00124,23,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00125,41,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00126,15,0,2.0,0.07142857142857142,0.3333333333333333,0.03571428571428571,210.0,420.0,0,1,0.0
2025-04-30,S002,SKU00127,46,10,1.0,0.03571428571428571,2.0,0.05357142857142857,1288.0,858.6666666666667,0,1,0.0
2025-04-30,S002,SKU00128,22,0,2.0,0.07142857142857142,0.3333333333333333,0.03571428571428571,308.0,616.0,0,1,0.0
2025-04-30,S002,SKU00129,34,0,1.0,0.03571428571428571,0.5,0.017857142857142856,952.0,1904.0,0,1,0.0
2025-04-30,S002,SKU00132,41,0,3.0,0.10714285714285714,0.6666666666666666,0.07142857142857142,382.6666666666667,574.0,0,1,0.0
2025-04-30,S002,SKU00133,13,0,5.0,0.17857142857142858,0.75,0.13392857142857142,72.8,97.06666666666666,0,1,0.0
2025-04-30,S002,SKU00134,25,0,2.0,0.07142857142857142,3.0,0.10714285714285714,350.0,233.33333333333334,0,1,0.0
2025-04-30,S002,SKU00135,40,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1120.0,746.6666666666667,0,1,0.0
2025-04-30,S002,SKU00136,24,0,1.0,0.03571428571428571,2.0,0.05357142857142857,672.0,448.0,0,1,0.0
2025-04-30,S002,SKU00137,10,0,1.0,0.03571428571428571,2.0,0.05357142857142857,280.0,186.66666666666669,0,1,0.0
2025-04-30,S002,SKU00138,34,0,2.0,0.07142857142857142,3.0,0.10714285714285714,476.0,317.33333333333337,0,1,0.0
2025-04-30,S002,SKU00139,15,0,2.0,0.07142857142857142,3.0,0.10714285714285714,210.0,140.0,0,1,0.0
2025-04-30,S002,SKU00140,26,0,2.0,0.07142857142857142,0.3333333333333333,0.03571428571428571,364.0,728.0,0,1,0.0
2025-04-30,S002,SKU00141,23,0,1.0,0.03571428571428571,2.0,0.05357142857142857,644.0,429.33333333333337,0,1,0.0
2025-04-30,S002,SKU00142,13,0,2.0,0.07142857142857142,1.0,0.07142857142857142,182.0,182.0,0,1,0.0
2025-04-30,S002,SKU00143,35,0,1.0,0.03571428571428571,0.5,0.017857142857142856,980.0,1960.0,0,1,0.0
2025-04-30,S002,SKU00144,31,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00145,39,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00146,20,0,2.0,0.07142857142857142,1.0,0.07142857142857142,280.0,280.0,0,1,0.0
2025-04-30,S002,SKU00147,23,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00148,34,0,1.0,0.03571428571428571,2.0,0.05357142857142857,952.0,634.6666666666667,0,1,0.0
2025-04-30,S002,SKU00149,48,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1344.0,896.0,0,1,0.0
2025-04-30,S002,SKU00151,41,0,2.0,0.07142857142857142,1.0,0.07142857142857142,574.0,574.0,0,1,0.0
2025-04-30,S002,SKU00153,37,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00154,13,0,5.0,0.17857142857142858,1.3333333333333333,0.23809523809523808,72.8,54.6,0,0,0.0
2025-04-30,S002,SKU00155,16,0,1.0,0.03571428571428571,2.0,0.05357142857142857,448.0,298.6666666666667,0,1,0.0
2025-04-30,S002,SKU00156,19,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00157,11,28,2.0,0.07142857142857142,3.0,0.10714285714285714,154.0,102.66666666666667,0,1,0.0
2025-04-30,S002,SKU00158,45,0,2.0,0.07142857142857142,0.3333333333333333,0.03571428571428571,630.0,1260.0,0,1,0.0
2025-04-30,S002,SKU00159,34,0,2.0,0.07142857142857142,1.0,0.07142857142857142,476.0,476.0,0,1,0.0
2025-04-30,S002,SKU00160,12,0,3.0,0.10714285714285714,1.5,0.1607142857142857,112.0,74.66666666666667,0,1,0.0
2025-04-30,S002,SKU00161,23,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00162,14,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00163,17,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00165,17,0,4.0,0.14285714285714285,1.0,0.14285714285714285,119.0,119.0,0,1,0.0
2025-04-30,S002,SKU00166,20,0,2.0,0.07142857142857142,3.0,0.10714285714285714,280.0,186.66666666666669,0,1,0.0
2025-04-30,S002,SKU00167,31,0,2.0,0.07142857142857142,1.0,0.07142857142857142,434.0,434.0,0,1,0.0
2025-04-30,S002,SKU00169,50,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S002,SKU00170,23,0,1.0,0.03571428571428571,0.5,0.017857142857142856,644.0,1288.0,0,1,0.0
2025-04-30,S002,SKU00171,16,0,1.0,0.03571428571428571,2.0,0.05357142857142857,448.0,298.6666666666667,0,1,0.0
2025-04-30,S002,SKU00172,23,0,1.0,0.03571428571428571,2.0,0.05357142857142857,644.0,429.33333333333337,0,1,0.0
2025-04-30,S003,SKU00001,19,0,6.0,0.21428571428571427,0.6,0.12857142857142856,88.66666666666667,147.7777777777778,0,1,0.0
2025-04-30,S003,SKU00003,37,0,2.0,0.07142857142857142,3.0,0.10714285714285714,518.0,345.33333333333337,0,1,0.0
2025-04-30,S003,SKU00004,41,10,3.0,0.10714285714285714,0.25,0.05357142857142857,382.6666666666667,765.3333333333334,0,1,0.0
2025-04-30,S003,SKU00005,50,10,1.0,0.03571428571428571,2.0,0.05357142857142857,1400.0,933.3333333333334,0,1,0.0
2025-04-30,S003,SKU00006,29,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00007,16,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00008,23,0,2.0,0.07142857142857142,3.0,0.10714285714285714,322.0,214.66666666666669,0,1,0.0
2025-04-30,S003,SKU00009,39,0,1.0,0.03571428571428571,0.5,0.017857142857142856,1092.0,2184.0,0,1,0.0
2025-04-30,S003,SKU00010,26,0,6.0,0.21428571428571427,1.0,0.21428571428571427,121.33333333333334,121.33333333333334,0,1,0.0
2025-04-30,S003,SKU00011,41,0,4.0,0.14285714285714285,1.0,0.14285714285714285,287.0,287.0,0,1,0.0
2025-04-30,S003,SKU00012,38,0,2.0,0.07142857142857142,3.0,0.10714285714285714,532.0,354.6666666666667,0,1,0.0
2025-04-30,S003,SKU00013,22,0,2.0,0.07142857142857142,1.0,0.07142857142857142,308.0,308.0,0,1,0.0
2025-04-30,S003,SKU00014,24,0,1.0,0.03571428571428571,0.5,0.017857142857142856,672.0,1344.0,0,1,0.0
2025-04-30,S003,SKU00016,21,0,2.0,0.07142857142857142,0.3333333333333333,0.03571428571428571,294.0,588.0,0,1,0.0
2025-04-30,S003,SKU00017,31,0,2.0,0.07142857142857142,0.3333333333333333,0.03571428571428571,434.0,868.0,0,1,0.0
2025-04-30,S003,SKU00018,36,0,3.0,0.10714285714285714,0.6666666666666666,0.07142857142857142,336.0,504.0,0,1,0.0
2025-04-30,S003,SKU00019,43,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1204.0,802.6666666666667,0,1,0.0
2025-04-30,S003,SKU00020,30,0,1.0,0.03571428571428571,0.5,0.017857142857142856,840.0,1680.0,0,1,0.0
2025-04-30,S003,SKU00022,14,10,7.0,0.25,0.8,0.2,56.0,70.0,0,1,0.0
2025-04-30,S003,SKU00023,32,0,4.0,0.14285714285714285,1.0,0.14285714285714285,224.0,224.0,0,1,0.0
2025-04-30,S003,SKU00024,21,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00025,43,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1204.0,802.6666666666667,0,1,0.0
2025-04-30,S003,SKU00026,41,0,6.0,0.21428571428571427,1.0,0.21428571428571427,191.33333333333334,191.33333333333334,0,1,0.0
2025-04-30,S003,SKU00027,40,10,1.0,0.03571428571428571,0.5,0.017857142857142856,1120.0,2240.0,0,1,0.0
2025-04-30,S003,SKU00028,20,0,5.0,0.17857142857142858,0.4,0.08928571428571429,112.0,224.0,0,1,0.0
2025-04-30,S003,SKU00029,24,0,1.0,0.03571428571428571,0.5,0.017857142857142856,672.0,1344.0,0,1,0.0
2025-04-30,S003,SKU00030,45,0,1.0,0.03571428571428571,0.5,0.017857142857142856,1260.0,2520.0,0,1,0.0
2025-04-30,S003,SKU00031,48,0,3.0,0.10714285714285714,1.5,0.1607142857142857,448.0,298.6666666666667,0,1,0.0
2025-04-30,S003,SKU00032,17,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00033,45,0,3.0,0.10714285714285714,0.6666666666666666,0.07142857142857142,420.0,630.0,0,1,0.0
2025-04-30,S003,SKU00034,23,0,2.0,0.07142857142857142,1.0,0.07142857142857142,322.0,322.0,0,1,0.0
2025-04-30,S003,SKU00035,12,10,4.0,0.14285714285714285,0.5,0.07142857142857142,84.0,168.0,0,1,0.0
2025-04-30,S003,SKU00036,18,0,2.0,0.07142857142857142,0.3333333333333333,0.03571428571428571,252.0,504.0,0,1,0.0
2025-04-30,S003,SKU00037,33,0,3.0,0.10714285714285714,1.5,0.1607142857142857,308.0,205.33333333333334,0,1,0.0
2025-04-30,S003,SKU00039,31,0,1.0,0.03571428571428571,2.0,0.05357142857142857,868.0,578.6666666666667,0,1,0.0
2025-04-30,S003,SKU00040,16,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00041,18,0,3.0,0.10714285714285714,0.6666666666666666,0.07142857142857142,168.0,252.0,0,1,0.0
2025-04-30,S003,SKU00042,38,0,4.0,0.14285714285714285,2.0,0.21428571428571427,266.0,177.33333333333334,0,1,0.0
2025-04-30,S003,SKU00043,14,10,2.0,0.07142857142857142,1.0,0.07142857142857142,196.0,196.0,0,1,0.0
2025-04-30,S003,SKU00044,54,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1512.0,1008.0,0,1,0.0
2025-04-30,S003,SKU00045,21,0,1.0,0.03571428571428571,0.5,0.017857142857142856,588.0,1176.0,0,1,0.0
2025-04-30,S003,SKU00046,18,0,3.0,0.10714285714285714,1.5,0.1607142857142857,168.0,112.00000000000001,0,1,0.0
2025-04-30,S003,SKU00047,32,0,1.0,0.03571428571428571,2.0,0.05357142857142857,896.0,597.3333333333334,0,1,0.0
2025-04-30,S003,SKU00048,15,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00049,42,0,4.0,0.14285714285714285,0.5,0.07142857142857142,294.0,588.0,0,1,0.0
2025-04-30,S003,SKU00050,24,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00051,23,0,2.0,0.07142857142857142,0.3333333333333333,0.03571428571428571,322.0,644.0,0,1,0.0
2025-04-30,S003,SKU00052,30,0,2.0,0.07142857142857142,3.0,0.10714285714285714,420.0,280.0,0,1,0.0
2025-04-30,S003,SKU00054,29,0,3.0,0.10714285714285714,1.5,0.1607142857142857,270.6666666666667,180.44444444444446,0,1,0.0
2025-04-30,S003,SKU00055,13,0,5.0,0.17857142857142858,0.4,0.08928571428571429,72.8,145.6,0,1,0.0
2025-04-30,S003,SKU00056,25,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00057,19,0,1.0,0.03571428571428571,2.0,0.05357142857142857,532.0,354.6666666666667,0,1,0.0
2025-04-30,S003,SKU00059,12,10,10.0,0.35714285714285715,5.0,0.5357142857142857,33.6,22.400000000000002,0,0,4.071428571428569
2025-04-30,S003,SKU00060,48,0,1.0,0.03571428571428571,0.5,0.017857142857142856,1344.0,2688.0,0,1,0.0
2025-04-30,S003,SKU00061,20,0,1.0,0.03571428571428571,0.5,0.017857142857142856,560.0,1120.0,0,1,0.0
2025-04-30,S003,SKU00062,34,0,3.0,0.10714285714285714,1.5,0.1607142857142857,317.33333333333337,211.55555555555557,0,1,0.0
2025-04-30,S003,SKU00063,36,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1008.0,672.0,0,1,0.0
2025-04-30,S003,SKU00064,17,0,4.0,0.14285714285714285,1.0,0.14285714285714285,119.0,119.0,0,1,0.0
2025-04-30,S003,SKU00065,33,10,3.0,0.10714285714285714,0.6666666666666666,0.07142857142857142,308.0,462.0,0,1,0.0
2025-04-30,S003,SKU00066,27,0,1.0,0.03571428571428571,0.5,0.017857142857142856,756.0,1512.0,0,1,0.0
2025-04-30,S003,SKU00067,17,0,2.0,0.07142857142857142,1.0,0.07142857142857142,238.0,238.0,0,1,0.0
2025-04-30,S003,SKU00068,48,0,3.0,0.10714285714285714,0.6666666666666666,0.07142857142857142,448.0,672.0,0,1,0.0
2025-04-30,S003,SKU00069,53,0,1.0,0.03571428571428571,0.5,0.017857142857142856,1484.0,2968.0,0,1,0.0
2025-04-30,S003,SKU00070,56,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00071,9,0,2.0,0.07142857142857142,1.0,0.07142857142857142,126.0,126.0,0,1,0.0
2025-04-30,S003,SKU00073,23,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00074,25,0,3.0,0.10714285714285714,0.6666666666666666,0.07142857142857142,233.33333333333334,350.0,0,1,0.0
2025-04-30,S003,SKU00076,18,0,2.0,0.07142857142857142,1.0,0.07142857142857142,252.0,252.0,0,1,0.0
2025-04-30,S003,SKU00077,8,0,2.0,0.07142857142857142,0.3333333333333333,0.03571428571428571,112.0,224.0,0,1,0.0
2025-04-30,S003,SKU00078,22,0,5.0,0.17857142857142858,0.75,0.13392857142857142,123.2,164.26666666666668,0,1,0.0
2025-04-30,S003,SKU00079,21,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00080,38,0,2.0,0.07142857142857142,3.0,0.10714285714285714,532.0,354.6666666666667,0,1,0.0
2025-04-30,S003,SKU00081,36,0,1.0,0.03571428571428571,0.5,0.017857142857142856,1008.0,2016.0,0,1,0.0
2025-04-30,S003,SKU00082,5,18,3.0,0.10714285714285714,1.5,0.1607142857142857,46.66666666666667,31.111111111111114,0,0,0.0
2025-04-30,S003,SKU00083,14,0,4.0,0.14285714285714285,1.0,0.14285714285714285,98.0,98.0,0,1,0.0
2025-04-30,S003,SKU00084,19,0,1.0,0.03571428571428571,2.0,0.05357142857142857,532.0,354.6666666666667,0,1,0.0
2025-04-30,S003,SKU00085,14,0,5.0,0.17857142857142858,0.4,0.08928571428571429,78.39999999999999,156.79999999999998,0,1,0.0
2025-04-30,S003,SKU00086,21,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00087,8,0,4.0,0.14285714285714285,2.0,0.21428571428571427,56.0,37.333333333333336,0,0,0.0
2025-04-30,S003,SKU00089,41,0,2.0,0.07142857142857142,3.0,0.10714285714285714,574.0,382.6666666666667,0,1,0.0
2025-04-30,S003,SKU00090,19,0,2.0,0.07142857142857142,0.3333333333333333,0.03571428571428571,266.0,532.0,0,1,0.0
2025-04-30,S003,SKU00091,35,0,5.0,0.17857142857142858,0.75,0.13392857142857142,196.0,261.3333333333333,0,1,0.0
2025-04-30,S003,SKU00092,9,0,4.0,0.14285714285714285,2.0,0.21428571428571427,63.0,42.0,0,0,0.0
2025-04-30,S003,SKU00094,56,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1568.0,1045.3333333333335,0,1,0.0
2025-04-30,S003,SKU00095,27,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00096,18,0,3.0,0.10714285714285714,4.0,0.1607142857142857,168.0,112.00000000000001,0,1,0.0
2025-04-30,S003,SKU00097,12,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00098,8,28,4.0,0.14285714285714285,1.0,0.14285714285714285,56.0,56.0,0,0,0.0
2025-04-30,S003,SKU00099,26,0,1.0,0.03571428571428571,0.5,0.017857142857142856,728.0,1456.0,0,1,0.0
2025-04-30,S003,SKU00101,28,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00102,45,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-04-30,S003,SKU00105,54,0,1.0,0.03571428571428571,0.5,0.017857142857142856,1512.0,3024.0,0,1,0.0
