sales_date,store_id,sku_id,orders,units,gross_sales,discount_amount,net_sales,discount_ratio,returns_amount,net_sales_after_returns
2025-01-19,S005,SKU00111,1,1,12208.17,714.177945,11494.37,0.0585,0.0,11494.37
2025-01-19,S005,SKU00154,1,1,4897.58,123.908774,4773.58,0.0253,0.0,4773.58
2025-01-19,S005,SKU00158,1,1,20883.78,3264.1348139999996,17620.28,0.1563,0.0,17620.28
2025-01-19,S005,SKU00160,1,1,10171.3,511.6163899999999,9659.77,0.0503,0.0,9659.77
2025-01-19,S006,SKU00061,1,1,24472.51,1676.366935,22795.74,0.0685,0.0,22795.74
2025-01-19,S006,SKU00071,1,1,6604.48,0.0,6604.48,0.0,0.0,6604.48
2025-01-19,S006,SKU00074,1,1,2917.44,110.86272,2806.44,0.038,0.0,2806.44
2025-01-19,S006,SKU00078,1,1,14722.19,126.61083400000001,14594.89,0.0086,0.0,14594.89
2025-01-19,S006,SKU00096,1,1,2344.06,175.101282,2168.94,0.0747,0.0,2168.94
2025-01-19,S006,SKU00098,1,1,8830.97,196.04753399999998,8634.74,0.0222,0.0,8634.74
2025-01-19,S006,SKU00127,1,1,6923.91,174.482532,6749.42,0.0252,0.0,6749.42
2025-01-19,S006,SKU00132,1,1,4117.2,6.1758,4111.08,0.0015,0.0,4111.08
2025-01-19,S006,SKU00133,1,2,4969.02,140.126364,4828.83,0.028199999999999996,0.0,4828.83
2025-01-19,S006,SKU00138,1,1,210600.41,0.0,210600.41,0.0,0.0,210600.41
2025-01-20,S000,SKU00035,1,1,2480.3,0.0,2480.3,0.0,2369.73,110.57000000000016
2025-01-20,S000,SKU00036,1,1,1046.11,76.47064099999999,969.64,0.0731,0.0,969.64
2025-01-20,S000,SKU00042,1,1,11939.06,422.642724,11516.7,0.0354,0.0,11516.7
2025-01-20,S000,SKU00044,1,1,15615.04,482.50473600000004,15133.29,0.0309,0.0,15133.29
2025-01-20,S000,SKU00052,1,1,11129.17,282.68091799999996,10847.04,0.025399999999999995,0.0,10847.04
2025-01-20,S000,SKU00077,1,1,23132.88,779.5780560000001,22352.59,0.0337,0.0,22352.59
2025-01-20,S000,SKU00078,1,1,14646.13,370.54708899999997,14275.51,0.0253,13170.36,1105.1499999999996
2025-01-20,S000,SKU00090,1,1,4050.99,303.82424999999995,3747.32,0.075,0.0,3747.32
2025-01-20,S000,SKU00101,1,1,11563.17,54.346899,11508.8,0.0047,0.0,11508.8
2025-01-20,S000,SKU00108,1,1,2643.9,209.92566,2434.05,0.0794,0.0,2434.05
2025-01-20,S000,SKU00113,1,1,4418.41,120.62259300000001,4297.86,0.0273,3924.4,373.4599999999996
2025-01-20,S000,SKU00116,1,2,15087.58,1246.234108,13840.61,0.0826,0.0,13840.61
2025-01-20,S000,SKU00121,1,1,13127.47,1085.6417689999998,12042.05,0.0827,0.0,12042.05
2025-01-20,S000,SKU00139,1,1,18133.5,1394.46615,16739.17,0.0769,0.0,16739.17
2025-01-20,S001,SKU00008,1,1,1430.42,9.440772,1421.0,0.0066,0.0,1421.0
2025-01-20,S001,SKU00009,1,1,5464.86,0.0,5464.86,0.0,0.0,5464.86
2025-01-20,S001,SKU00033,1,1,1507.54,0.0,1507.54,0.0,0.0,1507.54
2025-01-20,S001,SKU00054,1,1,12424.0,113.0584,12310.44,0.0091,0.0,12310.44
2025-01-20,S001,SKU00073,1,1,44927.75,143.7688,44784.68,0.0032,0.0,44784.68
2025-01-20,S001,SKU00092,1,1,4539.82,0.0,4539.82,0.0,0.0,4539.82
2025-01-20,S001,SKU00118,1,1,5765.37,84.174402,5681.46,0.0146,0.0,5681.46
2025-01-20,S001,SKU00137,1,1,231709.15,0.0,231709.15,0.0,0.0,231709.15
2025-01-20,S001,SKU00162,1,1,9627.46,0.0,9627.46,0.0,0.0,9627.46
2025-01-20,S001,SKU00167,1,1,2129.68,0.0,2129.68,0.0,0.0,2129.68
2025-01-20,S002,SKU00011,1,1,11530.73,0.0,11530.73,0.0,0.0,11530.73
2025-01-20,S002,SKU00019,1,2,8949.64,0.0,8949.63,0.0,0.0,8949.63
2025-01-20,S002,SKU00022,1,1,3770.84,0.0,3770.84,0.0,0.0,3770.84
2025-01-20,S002,SKU00063,1,1,3265.2,12.734279999999998,3252.53,0.0039,0.0,3252.53
2025-01-20,S002,SKU00069,1,1,6071.13,101.994984,5968.96,0.0168,0.0,5968.96
2025-01-20,S002,SKU00090,1,1,3818.46,0.0,3818.46,0.0,0.0,3818.46
2025-01-20,S002,SKU00097,1,1,3808.32,242.58998400000004,3565.88,0.0637,0.0,3565.88
2025-01-20,S002,SKU00114,1,1,7448.66,53.630351999999995,7395.16,0.0072,0.0,7395.16
2025-01-20,S002,SKU00149,1,1,25589.18,0.0,25589.18,0.0,0.0,25589.18
2025-01-20,S002,SKU00163,1,1,11478.51,83.79312300000001,11395.07,0.007300000000000001,0.0,11395.07
2025-01-20,S002,SKU00166,1,1,1476.55,200.072525,1276.42,0.1355,0.0,1276.42
2025-01-20,S003,SKU00030,1,1,5603.76,60.520608,5543.34,0.0108,0.0,5543.34
2025-01-20,S003,SKU00035,1,1,2381.88,0.0,2381.88,0.0,0.0,2381.88
2025-01-20,S003,SKU00061,1,1,24111.3,0.0,24111.3,0.0,22914.19,1197.1100000000006
2025-01-20,S003,SKU00102,1,1,3450.24,0.0,3450.24,0.0,0.0,3450.24
2025-01-20,S003,SKU00156,1,1,298226.37,0.0,298226.37,0.0,0.0,298226.37
2025-01-20,S003,SKU00167,1,1,2060.74,22.668139999999998,2038.13,0.011,0.0,2038.13
2025-01-20,S004,SKU00022,1,1,3712.24,201.94585599999996,3510.37,0.05439999999999999,0.0,3510.37
2025-01-20,S004,SKU00045,1,1,8784.24,666.7238159999999,8117.57,0.0759,0.0,8117.57
2025-01-20,S004,SKU00066,1,1,94789.53,13810.834520999999,80974.07,0.1457,0.0,80974.07
2025-01-20,S004,SKU00087,1,1,5666.9,2104.68666,3562.26,0.3714,0.0,3562.26
2025-01-20,S004,SKU00106,1,1,4518.37,229.081359,4289.36,0.0507,0.0,4289.36
2025-01-20,S004,SKU00108,1,1,2656.26,193.64135400000004,2462.73,0.0729,0.0,2462.73
2025-01-20,S004,SKU00109,1,1,43381.94,2351.301148,41031.54,0.0542,0.0,41031.54
2025-01-20,S004,SKU00120,1,1,3318.82,156.31642200000002,3162.61,0.0471,0.0,3162.61
2025-01-20,S004,SKU00124,1,1,41756.34,5374.040958,36382.75,0.1287,0.0,36382.75
2025-01-20,S004,SKU00142,1,1,248013.7,21304.37683,226700.96,0.0859,0.0,226700.96
2025-01-20,S004,SKU00160,1,1,10420.38,616.886496,9803.19,0.0592,0.0,9803.19
2025-01-20,S004,SKU00171,1,1,4734.49,221.574132,4512.92,0.0468,0.0,4512.92
2025-01-20,S005,SKU00001,1,1,7595.97,532.477497,7063.22,0.0701,0.0,7063.22
2025-01-20,S005,SKU00003,1,1,2159.67,160.67944799999998,1998.9,0.0744,0.0,1998.9
2025-01-20,S005,SKU00005,1,1,8616.09,329.99624700000004,8285.95,0.0383,0.0,8285.95
2025-01-20,S005,SKU00036,1,1,1052.62,41.894276,1010.72,0.0398,0.0,1010.72
2025-01-20,S005,SKU00051,2,2,46528.380000000005,1683.8782150000002,44843.55,0.03619034694524073,0.0,44843.55
2025-01-20,S005,SKU00056,1,1,1748.45,32.696015,1715.78,0.0187,0.0,1715.78
2025-01-20,S005,SKU00095,1,1,5333.34,393.067158,4940.53,0.0737,0.0,4940.53
2025-01-20,S005,SKU00172,1,1,6612.88,216.902464,6395.72,0.0328,0.0,6395.72
2025-01-20,S006,SKU00005,1,1,8341.03,683.130357,7657.79,0.0819,0.0,7657.79
2025-01-20,S006,SKU00012,1,1,225190.62,33756.073938,191434.48,0.1499,0.0,191434.48
2025-01-20,S006,SKU00018,1,1,3643.36,292.197472,3351.15,0.0802,0.0,3351.15
2025-01-20,S006,SKU00019,1,1,4433.32,368.4088919999999,4064.78,0.0831,0.0,4064.78
2025-01-20,S006,SKU00022,1,1,3878.1,435.12282,3443.05,0.1122,0.0,3443.05
2025-01-20,S006,SKU00026,1,1,4822.86,650.121528,4172.79,0.1348,0.0,4172.79
2025-01-20,S006,SKU00044,1,1,15618.32,1210.4198,14408.48,0.0775,0.0,14408.48
2025-01-20,S006,SKU00050,1,1,7148.78,428.211922,6720.87,0.0599,0.0,6720.87
2025-01-20,S006,SKU00055,1,1,4485.35,588.029385,3897.15,0.1311,0.0,3897.15
2025-01-20,S006,SKU00076,1,1,5801.89,374.80209400000007,5427.05,0.0646,0.0,5427.05
2025-01-20,S006,SKU00087,1,1,5629.13,323.674975,5305.68,0.0575,0.0,5305.68
2025-01-20,S006,SKU00120,1,1,3266.82,264.61242000000004,3002.36,0.081,0.0,3002.36
2025-01-20,S006,SKU00121,1,1,13855.56,961.575864,12894.5,0.0694,0.0,12894.5
2025-01-20,S006,SKU00132,2,2,8117.41,435.00177599999995,7682.43,0.05358874025089283,0.0,7682.43
2025-01-20,S006,SKU00134,1,1,11734.89,0.0,11734.89,0.0,0.0,11734.89
2025-01-20,S006,SKU00142,1,1,245178.48,0.0,245178.48,0.0,0.0,245178.48
2025-01-20,S006,SKU00148,1,1,7122.76,100.430916,7022.15,0.0141,0.0,7022.15
2025-01-21,S000,SKU00018,1,1,3577.15,158.82546000000002,3418.42,0.0444,0.0,3418.42
2025-01-21,S000,SKU00036,1,1,1040.08,11.336872,1028.7,0.0109,0.0,1028.7
2025-01-21,S000,SKU00069,1,1,6085.72,100.41438000000001,5985.27,0.0165,0.0,5985.27
2025-01-21,S000,SKU00077,1,1,23623.07,0.0,23623.07,0.0,0.0,23623.07
2025-01-21,S000,SKU00084,1,1,5826.14,174.20158600000002,5652.07,0.029900000000000003,0.0,5652.07
2025-01-21,S000,SKU00085,1,1,16477.2,0.0,16477.2,0.0,0.0,16477.2
2025-01-21,S000,SKU00092,1,1,4655.32,70.760864,4584.43,0.0152,0.0,4584.43
2025-01-21,S000,SKU00096,1,1,2415.11,23.909589000000004,2391.09,0.0099,0.0,2391.09
2025-01-21,S000,SKU00102,1,1,3421.61,6.158898,3415.3,0.0018,0.0,3415.3
2025-01-21,S000,SKU00106,1,1,4599.02,97.03932200000001,4501.94,0.0211,0.0,4501.94
2025-01-21,S000,SKU00113,1,1,4351.05,16.969095,4334.06,0.0039,0.0,4334.06
2025-01-21,S000,SKU00148,1,1,7234.42,232.22488199999998,7002.28,0.0321,0.0,7002.28
2025-01-21,S000,SKU00163,1,1,11183.83,361.237709,10823.1,0.0323,0.0,10823.1
2025-01-21,S000,SKU00165,1,1,2785.03,68.51173800000001,2716.43,0.0246,0.0,2716.43
2025-01-21,S000,SKU00167,2,2,4306.85,132.554395,4174.2,0.030777574097077907,2102.07,2072.1299999999997
2025-01-21,S001,SKU00004,1,1,7413.67,83.033104,7330.45,0.0112,0.0,7330.45
2025-01-21,S001,SKU00009,1,1,5421.62,140.41995799999998,5280.94,0.025899999999999996,0.0,5280.94
2025-01-21,S001,SKU00022,1,1,3820.09,375.132838,3444.96,0.0982,0.0,3444.96
2025-01-21,S001,SKU00024,1,1,4607.28,0.0,4607.28,0.0,0.0,4607.28
2025-01-21,S001,SKU00029,1,1,8564.26,0.0,8564.26,0.0,0.0,8564.26
2025-01-21,S001,SKU00044,1,1,16253.27,312.06278399999997,15940.86,0.0192,0.0,15940.86
2025-01-21,S001,SKU00047,2,2,4695.12,88.56690299999998,4606.610000000001,0.018863607958902004,0.0,4606.610000000001
2025-01-21,S001,SKU00062,1,1,3192.61,0.0,3192.61,0.0,2967.59,225.01999999999998
2025-01-21,S001,SKU00076,1,1,5793.58,0.0,5793.58,0.0,0.0,5793.58
2025-01-21,S001,SKU00082,1,1,1818.07,0.0,1818.07,0.0,0.0,1818.07
2025-01-21,S001,SKU00089,1,3,27028.980000000003,257.540598,26770.65,0.009528313610058535,0.0,26770.65
2025-01-21,S001,SKU00091,1,1,1290.07,154.292372,1135.72,0.11960000000000001,0.0,1135.72
2025-01-21,S001,SKU00099,1,1,5860.5,0.0,5860.5,0.0,0.0,5860.5
2025-01-21,S001,SKU00127,1,1,6783.5,0.0,6783.5,0.0,0.0,6783.5
2025-01-21,S001,SKU00129,1,1,20467.76,92.10491999999999,20375.38,0.0045,0.0,20375.38
2025-01-21,S001,SKU00133,1,1,2399.52,1.4397119999999999,2398.17,0.0006,0.0,2398.17
2025-01-21,S001,SKU00136,1,1,6370.46,0.0,6370.46,0.0,0.0,6370.46
2025-01-21,S001,SKU00137,1,1,231494.0,0.0,231494.0,0.0,0.0,231494.0
2025-01-21,S001,SKU00160,1,1,10595.48,329.519428,10266.43,0.031100000000000003,0.0,10266.43
2025-01-21,S001,SKU00162,1,2,18805.44,0.0,18805.45,0.0,0.0,18805.45
2025-01-21,S001,SKU00167,1,1,2072.95,275.080465,1797.82,0.1327,0.0,1797.82
2025-01-21,S001,SKU00170,1,1,3780.49,0.0,3780.49,0.0,0.0,3780.49
2025-01-21,S001,SKU00172,1,1,6762.19,157.559027,6604.3,0.023299999999999998,0.0,6604.3
2025-01-21,S002,SKU00003,1,1,2190.8,14.89744,2175.97,0.0068,0.0,2175.97
2025-01-21,S002,SKU00018,1,1,3510.23,50.196289,3459.93,0.0143,0.0,3459.93
2025-01-21,S002,SKU00022,1,1,3830.69,0.0,3830.69,0.0,0.0,3830.69
2025-01-21,S002,SKU00028,1,1,1907.96,56.666412,1851.35,0.0297,0.0,1851.35
2025-01-21,S002,SKU00042,1,1,11693.39,0.0,11693.39,0.0,0.0,11693.39
2025-01-21,S002,SKU00043,1,1,13178.19,134.417538,13043.94,0.0102,0.0,13043.94
2025-01-21,S002,SKU00052,1,2,21878.3,0.0,21878.29,0.0,0.0,21878.29
2025-01-21,S002,SKU00054,1,1,12012.69,0.0,12012.69,0.0,0.0,12012.69
2025-01-21,S003,SKU00063,1,1,3242.88,0.0,3242.88,0.0,0.0,3242.88
2025-01-21,S003,SKU00071,1,1,6347.25,0.0,6347.25,0.0,0.0,6347.25
2025-01-21,S003,SKU00085,1,2,33418.18,1540.5780980000002,31877.06,0.0461,0.0,31877.06
2025-01-21,S003,SKU00086,1,1,1766.02,0.0,1766.02,0.0,1718.72,47.299999999999955
2025-01-21,S003,SKU00121,1,1,12773.14,0.0,12773.14,0.0,0.0,12773.14
2025-01-21,S003,SKU00170,1,1,3894.56,234.841968,3659.77,0.060300000000000006,0.0,3659.77
2025-01-21,S004,SKU00023,1,1,5444.89,2420.2536050000003,3024.85,0.44450000000000006,0.0,3024.85
2025-01-21,S004,SKU00060,1,1,29660.98,3102.538508,26558.02,0.1046,0.0,26558.02
2025-01-21,S004,SKU00062,1,1,3169.04,230.70611200000002,2938.27,0.0728,0.0,2938.27
2025-01-21,S004,SKU00082,1,1,1776.03,183.286296,1592.68,0.1032,0.0,1592.68
2025-01-21,S004,SKU00092,1,1,4482.4,489.47808,3992.96,0.1092,0.0,3992.96
2025-01-21,S004,SKU00127,1,1,6997.13,459.711441,6537.56,0.0657,0.0,6537.56
2025-01-21,S004,SKU00139,1,1,18863.42,2091.953278,16770.6,0.11090000000000001,0.0,16770.6
2025-01-21,S004,SKU00162,1,1,9705.01,641.501161,9063.93,0.0661,0.0,9063.93
2025-01-21,S005,SKU00050,1,1,6837.56,212.64811600000002,6624.93,0.0311,0.0,6624.93
2025-01-21,S005,SKU00081,1,1,2897.39,118.50325099999999,2778.87,0.0409,0.0,2778.87
2025-01-21,S006,SKU00017,1,1,93662.23,1086.4818679999998,92573.05,0.0116,0.0,92573.05
2025-01-21,S006,SKU00023,1,1,5632.14,419.59443,5212.47,0.0745,0.0,5212.47
2025-01-21,S006,SKU00056,1,1,1779.82,121.20574199999999,1658.62,0.0681,0.0,1658.62
2025-01-21,S006,SKU00066,1,1,92486.51,749.140731,91738.34,0.0081,0.0,91738.34
2025-01-21,S006,SKU00070,1,1,2456.12,31.192724,2425.01,0.0127,0.0,2425.01
2025-01-21,S006,SKU00071,1,1,6336.79,0.0,6336.79,0.0,0.0,6336.79
2025-01-21,S006,SKU00073,1,1,44977.21,314.84047,44663.88,0.007,0.0,44663.88
2025-01-21,S006,SKU00097,1,1,3772.48,31.688831999999998,3740.66,0.0084,0.0,3740.66
2025-01-22,S000,SKU00001,1,1,7387.11,356.797413,7030.11,0.0483,0.0,7030.11
2025-01-22,S000,SKU00003,1,1,2130.73,147.87266200000002,1982.76,0.0694,0.0,1982.76
2025-01-22,S000,SKU00020,2,2,35827.47,1817.124627,34011.78,0.05071875371049086,0.0,34011.78
2025-01-22,S000,SKU00022,1,1,3823.19,68.81742,3754.54,0.018,0.0,3754.54
2025-01-22,S000,SKU00035,1,1,2336.77,0.0,2336.77,0.0,0.0,2336.77
2025-01-22,S000,SKU00040,1,1,237859.61,4709.620278,233149.66,0.0198,0.0,233149.66
2025-01-22,S000,SKU00049,1,1,12030.76,559.43034,11470.82,0.0465,0.0,11470.82
2025-01-22,S000,SKU00060,1,1,30633.14,667.802452,29965.45,0.0218,0.0,29965.45
2025-01-22,S000,SKU00073,1,1,45628.3,2021.3336900000002,43608.96,0.0443,0.0,43608.96
2025-01-22,S000,SKU00078,1,3,43959.93,4079.481504,39882.6,0.0928,0.0,39882.6
2025-01-22,S000,SKU00082,1,1,1711.02,0.0,1711.02,0.0,0.0,1711.02
2025-01-22,S000,SKU00083,1,1,1744.02,99.757944,1644.34,0.0572,0.0,1644.34
2025-01-22,S000,SKU00092,1,1,4570.36,0.914072,4569.37,0.0002,0.0,4569.37
2025-01-22,S000,SKU00111,1,1,12247.01,437.21825700000005,11809.51,0.0357,0.0,11809.51
2025-01-22,S000,SKU00114,1,1,7643.2,272.09792,7370.83,0.0356,0.0,7370.83
2025-01-22,S000,SKU00124,1,1,43692.18,567.99834,43124.72,0.013,0.0,43124.72
2025-01-22,S000,SKU00134,1,1,11829.36,325.30740000000003,11503.65,0.0275,0.0,11503.65
2025-01-22,S000,SKU00153,1,1,36241.87,1261.217076,34979.41,0.0348,0.0,34979.41
2025-01-22,S000,SKU00157,1,1,35033.12,2427.795216,32604.8,0.0693,0.0,32604.8
2025-01-22,S000,SKU00160,1,1,10726.62,438.71875800000004,10287.82,0.0409,0.0,10287.82
2025-01-22,S001,SKU00009,1,1,5375.71,124.716472,5250.97,0.0232,0.0,5250.97
2025-01-22,S001,SKU00027,1,2,8435.12,151.83216000000002,8283.37,0.018,0.0,8283.37
2025-01-22,S001,SKU00035,1,1,2433.85,80.56043499999998,2353.36,0.0331,0.0,2353.36
2025-01-22,S001,SKU00042,1,1,11191.78,539.443796,10652.61,0.0482,0.0,10652.61
2025-01-22,S001,SKU00063,1,1,3240.2,175.94286,3064.18,0.0543,0.0,3064.18
2025-01-22,S001,SKU00077,1,1,23068.21,0.0,23068.21,0.0,0.0,23068.21
2025-01-22,S001,SKU00085,1,3,51588.72,495.25171199999994,51094.65,0.0096,0.0,51094.65
2025-01-22,S001,SKU00092,1,1,4578.84,0.0,4578.84,0.0,0.0,4578.84
2025-01-22,S001,SKU00095,1,1,5322.47,77.17581500000001,5245.51,0.014500000000000002,0.0,5245.51
2025-01-22,S001,SKU00096,1,1,2389.18,158.16371599999997,2231.13,0.0662,0.0,2231.13
2025-01-22,S001,SKU00111,1,1,12497.23,91.229779,12405.45,0.0073,0.0,12405.45
2025-01-22,S001,SKU00138,1,1,210726.97,16015.24972,194703.95,0.076,0.0,194703.95
2025-01-22,S001,SKU00165,1,1,2701.72,0.0,2701.72,0.0,0.0,2701.72
2025-01-22,S001,SKU00169,1,1,6151.29,4.921032,6146.53,0.0008,5780.94,365.59000000000015
2025-01-22,S002,SKU00032,1,1,10208.25,157.20705,10051.08,0.0154,0.0,10051.08
2025-01-22,S002,SKU00039,1,1,3820.87,70.686095,3750.03,0.0185,0.0,3750.03
2025-01-22,S002,SKU00048,1,1,4422.21,251.623749,4170.79,0.0569,0.0,4170.79
2025-01-22,S002,SKU00064,1,1,1902.78,32.537538,1870.25,0.0171,1704.58,165.67000000000007
2025-01-22,S002,SKU00081,1,1,2942.69,226.88139900000002,2715.92,0.0771,0.0,2715.92
2025-01-22,S002,SKU00085,1,2,33134.85,1668.3596269999998,31466.8,0.05035060146643187,0.0,31466.8
2025-01-22,S002,SKU00092,1,1,4628.7,167.09607,4461.52,0.0361,0.0,4461.52
2025-01-22,S002,SKU00102,1,1,3433.37,0.0,3433.37,0.0,0.0,3433.37
2025-01-22,S002,SKU00111,1,1,12569.05,197.33408499999996,12371.53,0.0157,0.0,12371.53
2025-01-22,S002,SKU00112,1,1,4125.54,69.309072,4056.07,0.0168,0.0,4056.07
2025-01-22,S002,SKU00118,1,1,5672.46,346.02006,5326.24,0.061,0.0,5326.24
2025-01-22,S002,SKU00163,1,1,11003.48,352.11136,10651.31,0.032,0.0,10651.31
2025-01-22,S003,SKU00008,1,1,1408.9,0.0,1408.9,0.0,0.0,1408.9
2025-01-22,S003,SKU00043,1,1,13051.03,0.0,13051.03,0.0,0.0,13051.03
2025-01-22,S003,SKU00087,1,1,5496.9,0.0,5496.9,0.0,0.0,5496.9
2025-01-22,S003,SKU00092,2,2,8998.69,0.0,8998.69,0.0,0.0,8998.69
2025-01-22,S004,SKU00003,1,1,2122.85,146.264365,1976.64,0.0689,0.0,1976.64
2025-01-22,S004,SKU00014,2,2,530426.71,32367.714118999997,498059.46,0.061022029073535905,0.0,498059.46
2025-01-22,S004,SKU00035,1,1,2407.34,95.812132,2311.54,0.0398,0.0,2311.54
2025-01-22,S004,SKU00052,1,1,11383.59,572.594577,10810.89,0.0503,0.0,10810.89
2025-01-22,S004,SKU00097,1,1,3728.65,535.4341400000001,3193.3,0.1436,0.0,3193.3
2025-01-22,S004,SKU00118,1,1,5707.13,300.76575099999997,5406.34,0.05269999999999999,0.0,5406.34
2025-01-22,S004,SKU00123,1,1,57624.19,7623.680337000001,50001.06,0.1323,0.0,50001.06
2025-01-22,S004,SKU00158,1,1,20598.74,3015.655536,17583.03,0.1464,0.0,17583.03
2025-01-22,S005,SKU00003,1,1,2152.87,144.027003,2008.81,0.0669,0.0,2008.81
2025-01-22,S005,SKU00007,1,1,2500.28,213.52391200000002,2286.66,0.0854,0.0,2286.66
2025-01-22,S005,SKU00013,1,1,215617.99,11363.068072999999,204263.78,0.0527,0.0,204263.78
2025-01-22,S005,SKU00018,1,1,3474.85,208.838485,3266.15,0.0601,0.0,3266.15
2025-01-22,S005,SKU00022,1,1,3818.52,46.204091999999996,3772.29,0.0121,0.0,3772.29
2025-01-22,S005,SKU00025,1,1,5506.75,569.39795,4937.12,0.1034,0.0,4937.12
2025-01-22,S005,SKU00029,1,1,8622.17,532.850106,8089.43,0.0618,0.0,8089.43
2025-01-22,S005,SKU00050,1,1,7187.66,664.8585499999999,6522.66,0.09249999999999999,0.0,6522.66
2025-01-22,S005,SKU00056,1,1,1711.52,115.356448,1596.2,0.0674,0.0,1596.2
2025-01-22,S005,SKU00077,2,2,48134.630000000005,3612.2988790000004,44522.87,0.07504573898251633,42864.55,1658.3199999999997
2025-01-22,S005,SKU00082,2,2,3580.71,129.035433,3451.55,0.03603627018105348,0.0,3451.55
2025-01-22,S005,SKU00089,1,1,8916.75,609.014025,8308.14,0.0683,0.0,8308.14
2025-01-22,S005,SKU00091,1,1,1252.36,87.6652,1164.65,0.07,0.0,1164.65
2025-01-22,S005,SKU00105,1,1,4616.5,292.6861,4323.97,0.0634,0.0,4323.97
2025-01-22,S005,SKU00106,1,1,4324.88,240.03084,4084.84,0.0555,0.0,4084.84
2025-01-22,S005,SKU00118,1,1,5834.04,498.227016,5335.62,0.0854,0.0,5335.62
2025-01-22,S006,SKU00004,1,1,7066.66,0.0,7066.66,0.0,0.0,7066.66
2025-01-22,S006,SKU00006,1,1,10125.68,0.0,10125.68,0.0,0.0,10125.68
2025-01-22,S006,SKU00036,1,1,1041.62,0.0,1041.62,0.0,0.0,1041.62
2025-01-22,S006,SKU00102,1,1,3481.37,11.488521,3469.9,0.0033000000000000004,0.0,3469.9
2025-01-22,S006,SKU00140,1,1,1583.59,4.117334,1579.48,0.0026,0.0,1579.48
2025-01-23,S000,SKU00001,1,1,7580.39,240.298363,7339.78,0.0317,0.0,7339.78
2025-01-23,S000,SKU00018,1,1,3511.51,74.09286100000001,3437.25,0.021100000000000004,0.0,3437.25
2025-01-23,S000,SKU00019,1,1,4470.63,149.766105,4321.04,0.0335,0.0,4321.04
2025-01-23,S000,SKU00035,2,2,4846.219999999999,57.685594,4788.54,0.011903214051363745,0.0,4788.54
2025-01-23,S000,SKU00052,1,1,11699.57,169.643765,11530.17,0.0145,11379.38,150.79000000000087
2025-01-23,S000,SKU00056,1,1,1766.93,163.617718,1603.36,0.09259999999999999,0.0,1603.36
2025-01-23,S000,SKU00057,1,1,6497.21,233.249839,6263.76,0.0359,0.0,6263.76
2025-01-23,S000,SKU00060,1,1,30629.55,382.869375,30247.94,0.0125,0.0,30247.94
2025-01-23,S000,SKU00089,1,2,16927.4,135.41920000000002,16791.55,0.008,0.0,16791.55
2025-01-23,S000,SKU00091,1,1,1303.74,16.557498,1287.25,0.0127,0.0,1287.25
2025-01-23,S000,SKU00092,1,1,4539.55,0.0,4539.55,0.0,0.0,4539.55
2025-01-23,S000,SKU00098,1,1,9241.25,179.28025,9061.8,0.0194,0.0,9061.8
2025-01-23,S000,SKU00105,1,1,4641.63,82.156851,4559.61,0.0177,0.0,4559.61
2025-01-23,S000,SKU00115,1,1,110832.7,3956.72739,106872.28,0.0357,0.0,106872.28
2025-01-23,S000,SKU00132,1,1,3971.87,115.18423,3856.7,0.029,0.0,3856.7
2025-01-23,S000,SKU00135,1,1,12577.14,119.48282999999999,12458.1,0.0095,0.0,12458.1
2025-01-23,S000,SKU00137,1,1,229702.32,14953.621032000001,214758.49,0.0651,0.0,214758.49
2025-01-23,S000,SKU00144,1,1,199721.7,2816.0759700000003,196907.28,0.014100000000000001,179347.32,17559.959999999992
2025-01-23,S000,SKU00158,1,1,20780.44,2460.4040959999998,18320.51,0.11839999999999999,17428.42,892.0900000000001
2025-01-23,S000,SKU00162,1,1,8944.26,49.19343,8895.17,0.0055,0.0,8895.17
2025-01-23,S000,SKU00170,1,1,3850.12,202.901324,3647.36,0.0527,0.0,3647.36
2025-01-23,S001,SKU00009,1,1,5427.41,83.582114,5343.92,0.0154,0.0,5343.92
2025-01-23,S001,SKU00071,1,1,6587.54,333.98827800000004,6253.28,0.05070000000000001,0.0,6253.28
2025-01-23,S001,SKU00097,1,1,3756.63,0.375663,3756.24,0.0001,0.0,3756.24
2025-01-23,S001,SKU00099,1,1,5980.88,364.83368,5616.05,0.061,0.0,5616.05
2025-01-23,S001,SKU00108,1,1,2702.06,8.916798,2693.1,0.0033,0.0,2693.1
2025-01-23,S001,SKU00121,1,1,13535.98,770.1972619999999,12766.19,0.05689999999999999,0.0,12766.19
2025-01-23,S001,SKU00136,1,1,6295.72,318.56343200000003,5977.21,0.050600000000000006,0.0,5977.21
2025-01-23,S001,SKU00144,1,1,202069.26,14468.159016,187595.45,0.0716,0.0,187595.45
2025-01-23,S002,SKU00028,1,1,1798.59,147.124662,1651.48,0.0818,0.0,1651.48
2025-01-23,S002,SKU00134,1,1,11625.13,17.437694999999998,11607.34,0.0015,0.0,11607.34
2025-01-23,S002,SKU00144,1,1,192268.65,13958.70399,178317.1,0.0726,0.0,178317.1
2025-01-23,S003,SKU00123,1,1,55799.44,195.29804000000001,55603.22,0.0035,55194.2,409.0200000000041
2025-01-23,S003,SKU00135,1,1,12853.06,289.19385,12564.26,0.0225,0.0,12564.26
2025-01-23,S005,SKU00004,1,1,7388.13,264.495054,7123.98,0.0358,0.0,7123.98
2025-01-23,S005,SKU00014,1,1,266186.28,11259.679644,254917.06,0.0423,0.0,254917.06
