sku_id,product_id,category,brand,first_tx_date,last_tx_date,active_months,orders,units_sold,gross_sales,discount_amount,net_sales,avg_selling_price,discount_ratio,returns_amount,return_rate_amount,store_coverage,channel_mix_online_pct
SKU00157,PR0082,Electronics,Dell,2025-01-02,2025-12-31,12,133,134,4781553.87,213931.147444,4567646.38,34086.913283582086,0.04474092591243775,134808.27000000002,0.02951372737396541,6,0.39552238805970147
SKU00158,PR0082,Electronics,Dell,2025-01-03,2025-12-29,12,130,132,2755380.8,141296.393744,2614093.63,19803.73962121212,0.05128016923976534,109343.57,0.04182848263166458,6,0.29545454545454547
SKU00159,PR0083,Fashion,Nike,2025-01-05,2025-12-31,12,204,205,1670587.72,75505.900529,1595087.08,7780.912585365854,0.04519720791973738,57927.68,0.03631631195959533,6,0.33170731707317075
SKU00160,PR0083,Fashion,Nike,2025-01-03,2025-12-31,12,234,238,2518331.35,126491.803073,2391837.54,10049.73756302521,0.05022841933528723,83746.11,0.03501329358682112,6,0.2773109243697479
SKU00161,PR0084,Attach & Addons,Baseus,2025-01-01,2025-12-29,12,219,286,2307909.89,96574.979244,2211336.85,7731.947027972028,0.04184521226866444,42698.03,0.019308695552195044,6,0.27972027972027974
SKU00162,PR0085,Attach & Addons,Baseus,2025-01-02,2025-12-31,12,421,531,4948967.29,172082.869309,4776885.5,8996.017890772127,0.034771470334167436,165463.5,0.03463836426474949,6,0.3258003766478343
SKU00163,PR0086,Electronics,Sony,2025-01-05,2025-12-30,12,128,128,1419341.56,61804.712299,1357541.99,10605.796796875,0.04354463649961747,40426.01,0.02977882842504194,6,0.28125
SKU00165,PR0087,Fashion,Levis,2025-01-02,2025-12-30,12,196,198,550887.92,28470.188822,522418.73,2638.4784343434344,0.05168054660192948,12261.08,0.0234698323316241,6,0.30303030303030304
SKU00166,PR0087,Fashion,Levis,2025-01-01,2025-12-31,12,184,185,276670.42,14154.931941,262515.88,1419.0047567567567,0.05116171053269808,19708.92,0.07507705819548896,6,0.25405405405405407
SKU00167,PR0087,Fashion,Levis,2025-01-01,2025-12-31,12,207,210,444318.35,22280.468194,422037.47,2009.702238095238,0.05014528027933125,19472.28,0.04613874687477394,6,0.3761904761904762
SKU00169,PR0089,Fashion,Sapphire,2025-01-01,2025-12-31,12,210,211,1325316.72,58243.02965,1267075.58,6005.097535545024,0.043946498803697276,46468.479999999996,0.03667380283660742,6,0.2938388625592417
SKU00170,PR0089,Fashion,Sapphire,2025-01-03,2025-12-31,12,197,199,756637.4,30646.202236,725992.24,3648.202211055276,0.04050315545596874,41976.35,0.057819281925107074,6,0.3165829145728643
SKU00171,PR0089,Fashion,Sapphire,2025-01-01,2025-12-28,12,229,230,1082579.54,54708.275565,1027864.74,4468.977130434782,0.05053510947103249,41875.54,0.040740321532967465,6,0.3130434782608696
SKU00172,PR0089,Fashion,Sapphire,2025-01-02,2025-12-30,12,203,203,1379237.34,64778.859965,1314457.52,6475.160197044335,0.046967159375920026,38265.79,0.02911146949807857,6,0.270935960591133
