sales_date,channel_type,store_id,city,region,store_type,orders,units,gross_sales,discount_amount,net_sales,avg_order_value,discount_ratio,returns_amount,net_sales_after_returns
2025-03-12,store,S005,Lahore,Punjab,high_street,5,9,107144.66,11112.531711,96035.43,19207.086,0.10371521745460763,0.0,96035.43
2025-03-12,store,S006,Islamabad,ICT,mall,3,8,47415.45,1262.295579,46152.520000000004,15384.173333333334,0.026622030983571816,0.0,46152.520000000004
2025-03-13,online,ONLINE,,,,15,44,1195927.47,57546.706614999996,1138377.62,75891.84133333334,0.04811889354376984,58841.61,1079536.01
2025-03-13,store,S001,Karachi,Sindh,flagship,2,5,264061.77,3909.7688000000003,260159.58000000002,130079.79000000001,0.014806265973298595,3944.06,256215.52000000002
2025-03-13,store,S002,Lahore,Punjab,mall,3,7,28444.72,48.807249,28395.86,9465.286666666667,0.0017158632252312555,3571.32,24824.54
2025-03-13,store,S003,Islamabad,ICT,mall,4,17,918640.54,187.040413,918453.7200000001,229613.43000000002,0.00020360565951073746,12193.64,906260.0800000001
2025-03-13,store,S004,Karachi,Sindh,flagship,5,13,331078.33999999997,41248.705656000006,289827.14,57965.428,0.12458895878238369,0.0,289827.14
2025-03-13,store,S005,Lahore,Punjab,high_street,10,30,946270.33,43086.079462,903170.14,90317.014,0.04553252711833415,8946.95,894223.1900000001
2025-03-13,store,S006,Islamabad,ICT,mall,3,9,379124.05,12926.339822,366208.59,122069.53000000001,0.03409527784375589,0.0,366208.59
2025-03-14,online,ONLINE,,,,9,22,483789.36,29140.118375,454649.31,50516.59,0.06023306997698337,0.0,454649.31
2025-03-14,store,S001,Karachi,Sindh,flagship,5,23,597425.0900000001,701.168213,596723.54,119344.70800000001,0.0011736504287089783,0.0,596723.54
2025-03-14,store,S002,Lahore,Punjab,mall,6,21,124523.66,1190.123254,123333.3,20555.55,0.009557406632602993,11010.130000000001,112323.17
2025-03-14,store,S003,Islamabad,ICT,mall,1,1,12696.6,0.0,12696.6,12696.6,0.0,0.0,12696.6
2025-03-14,store,S004,Karachi,Sindh,flagship,4,10,144078.37000000002,21074.071137000003,123008.37,30752.0925,0.14626811184079885,0.0,123008.37
2025-03-14,store,S005,Lahore,Punjab,high_street,5,17,508624.86000000004,33536.963425,475081.5,95016.3,0.06593653999727815,0.0,475081.5
2025-03-14,store,S006,Islamabad,ICT,mall,5,15,710864.53,11052.892711999999,699804.7,139960.94,0.015548521899102209,0.0,699804.7
2025-03-15,online,ONLINE,,,,6,15,145328.47,3364.410018,141961.77,23660.295,0.023150384903935204,12425.46,129536.31
2025-03-15,store,S001,Karachi,Sindh,flagship,4,9,36095.12,370.42041600000005,35724.62,8931.155,0.01026234061557352,2171.76,33552.86
2025-03-15,store,S002,Lahore,Punjab,mall,2,5,74305.34999999999,9570.857072,64735.18,32367.59,0.12880441411015495,0.0,64735.18
2025-03-15,store,S003,Islamabad,ICT,mall,3,8,71012.66,119.620378,70891.77,23630.59,0.0016844936945046136,0.0,70891.77
2025-03-15,store,S004,Karachi,Sindh,flagship,5,12,97667.2,5689.232375,91978.19,18395.638,0.05825120792855738,0.0,91978.19
2025-03-15,store,S005,Lahore,Punjab,high_street,4,12,131906.74,11319.907189,120590.18000000001,30147.545000000002,0.08581750401078823,0.0,120590.18000000001
2025-03-15,store,S006,Islamabad,ICT,mall,5,11,546513.25,31552.342817999997,514953.34,102990.668,0.057733902733373796,88181.39,426771.95
2025-03-16,online,ONLINE,,,,14,30,321030.38,10323.843827,310706.34,22193.31,0.0321584637161131,14310.91,296395.43000000005
2025-03-16,store,S001,Karachi,Sindh,flagship,3,7,34666.47,322.928063,34343.58,11447.86,0.009315285432869283,0.0,34343.58
2025-03-16,store,S002,Lahore,Punjab,mall,4,9,65474.03,97.941429,65376.32,16344.08,0.0014958820924876627,0.0,65376.32
2025-03-16,store,S003,Islamabad,ICT,mall,2,6,48500.07,5.84861,48494.24,24247.12,0.0001205897228601938,3910.44,44583.799999999996
2025-03-16,store,S004,Karachi,Sindh,flagship,4,10,466738.54,27477.929842000005,439270.75999999995,109817.68999999999,0.05887221107132059,0.0,439270.75999999995
2025-03-16,store,S005,Lahore,Punjab,high_street,6,17,709905.52,60569.235559,649330.6699999999,108221.77833333332,0.08532013606402158,6657.54,642673.1299999999
2025-03-16,store,S006,Islamabad,ICT,mall,5,7,126411.83,2371.0162330000003,124036.73999999999,24807.347999999998,0.01875628438414348,6769.2,117267.54
2025-03-17,online,ONLINE,,,,3,9,367786.94,6742.8780019999995,361051.98,120350.65999999999,0.018333652635952758,0.0,361051.98
2025-03-17,store,S001,Karachi,Sindh,flagship,4,8,512097.00999999995,17856.506291,494236.31,123559.0775,0.034869382055169595,19444.41,474791.9
2025-03-17,store,S002,Lahore,Punjab,mall,6,26,323637.95,3929.390089,319708.32,53284.72,0.012141314357602375,1563.85,318144.47000000003
2025-03-17,store,S003,Islamabad,ICT,mall,1,2,7494.1900000000005,28.700671999999997,7465.360000000001,7465.360000000001,0.003829723025437038,0.0,7465.360000000001
2025-03-17,store,S004,Karachi,Sindh,flagship,5,13,101421.86,9990.906455,91433.63,18286.726000000002,0.09850841283131664,0.0,91433.63
2025-03-17,store,S005,Lahore,Punjab,high_street,9,25,497747.55,42987.85911799999,454765.21,50529.46777777778,0.08636478294669656,0.0,454765.21
2025-03-17,store,S006,Islamabad,ICT,mall,8,23,433133.31,14807.794090000001,418327.82,52290.9775,0.03418761325468134,17757.66,400570.16000000003
2025-03-18,online,ONLINE,,,,4,12,439853.92000000004,29983.008752,409865.04,102466.26,0.06816583276556908,7052.27,402812.76999999996
2025-03-18,store,S001,Karachi,Sindh,flagship,3,10,53172.57,2469.607609,50703.6,16901.2,0.04644514284338711,4177.35,46526.25
2025-03-18,store,S002,Lahore,Punjab,mall,5,14,629409.96,419.265371,628986.6,125797.31999999999,0.0006661244620278968,8581.53,620405.07
2025-03-18,store,S003,Islamabad,ICT,mall,3,11,326940.74,1245.2505039999999,325695.54,108565.18,0.003808795759133597,0.0,325695.54
2025-03-18,store,S004,Karachi,Sindh,flagship,3,6,132062.99,8757.378921,123310.5,41103.5,0.06631213575430936,0.0,123310.5
2025-03-18,store,S005,Lahore,Punjab,high_street,4,10,72739.58,6586.698960999999,66154.72,16538.68,0.09055178708758009,3370.76,62783.96
2025-03-18,store,S006,Islamabad,ICT,mall,8,23,1088049.96,18614.240297999997,1069418.6,133677.325,0.017107891165218183,8750.47,1060668.1300000001
2025-03-19,online,ONLINE,,,,8,20,1232280.58,80211.871266,1152066.41,144008.30125,0.06509221403618971,6637.58,1145428.8299999998
2025-03-19,store,S001,Karachi,Sindh,flagship,9,30,955189.87,2601.62768,952588.29,105843.14333333334,0.0027236759535567523,5130.35,947457.9400000001
2025-03-19,store,S002,Lahore,Punjab,mall,3,5,588946.31,3916.433156,585046.48,195015.49333333332,0.006649898453392126,0.0,585046.48
2025-03-19,store,S003,Islamabad,ICT,mall,5,16,806193.6,1890.8196400000002,804311.33,160862.266,0.002345366720847201,0.0,804311.33
2025-03-19,store,S004,Karachi,Sindh,flagship,7,13,116038.28,11418.751238,104620.33,14945.761428571428,0.09840503701020044,0.0,104620.33
2025-03-19,store,S005,Lahore,Punjab,high_street,10,30,885776.21,57201.818722,828569.6799999999,82856.968,0.06457818360463757,0.0,828569.6799999999
2025-03-19,store,S006,Islamabad,ICT,mall,6,15,99453.6,3908.810098,95544.83,15924.138333333334,0.03930285176202772,0.0,95544.83
2025-03-20,online,ONLINE,,,,8,22,898872.48,28769.643777000005,870118.89,108764.86125,0.03200636844171712,3586.18,866532.71
2025-03-20,store,S001,Karachi,Sindh,flagship,7,23,885325.85,4077.220382,881265.62,125895.08857142857,0.00460533303302959,0.0,881265.62
2025-03-20,store,S002,Lahore,Punjab,mall,2,7,251417.25999999998,340.439961,251077.22,125538.61,0.0013540834905288524,0.0,251077.22
2025-03-20,store,S003,Islamabad,ICT,mall,4,14,466108.39,1758.647909,464356.84,116089.21,0.0037730449542004597,0.0,464356.84
2025-03-20,store,S004,Karachi,Sindh,flagship,3,7,35305.65,2265.870576,33040.43,11013.476666666667,0.0641786959311045,0.0,33040.43
2025-03-20,store,S005,Lahore,Punjab,high_street,7,21,343358.17,35331.430165,308033.81,44004.83,0.10289963441091267,0.0,308033.81
2025-03-20,store,S006,Islamabad,ICT,mall,10,30,327664.45,24495.621521999998,303168.02,30316.802000000003,0.07475825199224388,30801.21,272366.81
2025-03-21,online,ONLINE,,,,9,29,813585.77,44368.837994,769209.44,85467.71555555555,0.05453492382739192,30801.49,738407.95
2025-03-21,store,S001,Karachi,Sindh,flagship,3,7,58487.19,472.890262,58014.380000000005,19338.126666666667,0.008085364709776619,3524.45,54489.93000000001
2025-03-21,store,S002,Lahore,Punjab,mall,1,6,37616.2,736.290462,36879.52,36879.52,0.019573759763080803,0.0,36879.52
2025-03-21,store,S003,Islamabad,ICT,mall,3,8,262593.01,313.5467,262269.82,87423.27333333333,0.0011940405420540325,0.0,262269.82
2025-03-21,store,S004,Karachi,Sindh,flagship,4,8,29057.23,3248.118172,25808.38,6452.095,0.11178347598859217,0.0,25808.38
2025-03-21,store,S005,Lahore,Punjab,high_street,3,11,302930.03,18370.84652,284560.87,94853.62333333334,0.06064386063012636,0.0,284560.87
2025-03-21,store,S006,Islamabad,ICT,mall,5,10,279673.97,13552.136649,266117.02999999997,53223.405999999995,0.04845691091308927,0.0,266117.02999999997
2025-03-22,online,ONLINE,,,,13,34,576165.17,22028.255627,554134.6,42625.73846153846,0.03823253603996923,0.0,554134.6
2025-03-22,store,S001,Karachi,Sindh,flagship,5,20,310944.29,19210.304952999995,291733.44,58346.688,0.061780536162924865,0.0,291733.44
2025-03-22,store,S002,Lahore,Punjab,mall,4,13,596962.88,9132.811144,587824.27,146956.0675,0.015298792353722227,0.0,587824.27
2025-03-22,store,S003,Islamabad,ICT,mall,1,4,15649.12,0.0,15649.12,15649.12,0.0,0.0,15649.12
2025-03-22,store,S004,Karachi,Sindh,flagship,5,11,114360.23999999999,15174.395078,99186.3,19837.260000000002,0.13268943015509588,4601.610000000001,94584.69
2025-03-22,store,S005,Lahore,Punjab,high_street,8,25,578483.6799999999,37998.627063,540482.96,67560.37,0.06568660167387956,2793.02,537689.94
2025-03-22,store,S006,Islamabad,ICT,mall,4,15,165878.84,3666.3180519999996,162213.44,40553.36,0.02210238540370791,3130.48,159082.96
2025-03-23,online,ONLINE,,,,6,12,88522.15000000001,1511.378423,87010.14,14501.69,0.017073449108499963,0.0,87010.14
2025-03-23,store,S001,Karachi,Sindh,flagship,2,3,32776.41,1786.2835160000002,30989.18,15494.59,0.05449905941498779,0.0,30989.18
2025-03-23,store,S002,Lahore,Punjab,mall,2,12,119075.95,2375.285233,116700.72,58350.36,0.019947648815734832,2176.34,114524.38
2025-03-23,store,S003,Islamabad,ICT,mall,3,12,227439.76,1315.4246600000001,226121.47,75373.82333333333,0.0057836178687490705,3785.55,222335.92
2025-03-23,store,S004,Karachi,Sindh,flagship,3,10,255565.09,36755.1739,218801.23,72933.74333333333,0.1438192278139397,9287.78,209513.45
2025-03-23,store,S005,Lahore,Punjab,high_street,5,15,683912.24,96363.78257899999,587546.87,117509.374,0.14090080121829665,0.0,587546.87
2025-03-23,store,S006,Islamabad,ICT,mall,2,7,713614.0,15.880176,713598.43,356799.215,2.225317328415642e-05,0.0,713598.43
2025-03-24,online,ONLINE,,,,10,32,483889.68,14628.962159,469261.57,46926.157,0.030232019329281833,0.0,469261.57
2025-03-24,store,S001,Karachi,Sindh,flagship,3,12,305387.98000000004,4069.345103,301317.91000000003,100439.30333333334,0.013325164608639802,0.0,301317.91000000003
2025-03-24,store,S002,Lahore,Punjab,mall,3,8,49830.97,1309.2485880000002,48522.22,16174.073333333334,0.026273792944427936,0.0,48522.22
2025-03-24,store,S003,Islamabad,ICT,mall,3,10,387616.18,857.850636,386758.54,128919.51333333332,0.0022131445493322804,0.0,386758.54
2025-03-24,store,S004,Karachi,Sindh,flagship,4,9,352709.02999999997,45483.765180999995,307225.52999999997,76806.38249999999,0.12895548827031733,0.0,307225.52999999997
2025-03-24,store,S005,Lahore,Punjab,high_street,7,17,384395.47,20936.03313,363454.34,51922.048571428575,0.05446482792838324,0.0,363454.34
2025-03-24,store,S006,Islamabad,ICT,mall,3,11,58811.85,2892.604305,55918.92,18639.64,0.049184038675879095,0.0,55918.92
2025-03-25,online,ONLINE,,,,4,7,34547.68,1274.0457900000001,33273.58,8318.395,0.036877897155467465,6707.620000000001,26565.96
2025-03-25,store,S001,Karachi,Sindh,flagship,4,14,591372.24,36165.226065,555214.11,138803.5275,0.061154757729243434,3898.6099999999997,551315.5
2025-03-25,store,S002,Lahore,Punjab,mall,1,2,42488.04,5334.55711,37154.299999999996,37154.299999999996,0.1255543232872121,0.0,37154.299999999996
2025-03-25,store,S003,Islamabad,ICT,mall,3,7,42542.619999999995,19.206942,42523.52,14174.506666666666,0.0004514752970080358,0.0,42523.52
2025-03-25,store,S004,Karachi,Sindh,flagship,3,6,76801.51999999999,4475.915745,72324.93,24108.309999999998,0.05827899949115591,0.0,72324.93
2025-03-25,store,S006,Islamabad,ICT,mall,3,11,76688.66,3765.7030990000003,72924.53,24308.176666666666,0.04910378012863962,0.0,72924.53
2025-03-26,online,ONLINE,,,,17,42,1494241.66,46172.34358,1448077.8699999999,85181.05117647059,0.03090018490047989,115058.39000000001,1333019.48
2025-03-26,store,S001,Karachi,Sindh,flagship,1,6,41200.270000000004,0.0,41200.270000000004,41200.270000000004,0.0,0.0,41200.270000000004
2025-03-26,store,S002,Lahore,Punjab,mall,8,22,555524.3400000001,3108.10648,552415.14,69051.8925,0.005594906030580046,3099.75,549315.39
2025-03-26,store,S003,Islamabad,ICT,mall,2,8,457823.03,6242.032473,451582.62,225791.31,0.013634160066172293,0.0,451582.62
2025-03-26,store,S004,Karachi,Sindh,flagship,8,26,651803.93,102709.188526,549101.9,68637.7375,0.15757681689031852,0.0,549101.9
2025-03-26,store,S005,Lahore,Punjab,high_street,4,8,60367.899999999994,5934.210505999999,54433.479999999996,13608.369999999999,0.0983007609342051,0.0,54433.479999999996
2025-03-26,store,S006,Islamabad,ICT,mall,10,24,497215.39,6592.316035999999,490622.86,49062.286,0.013258471416180419,29374.88,461247.98
2025-03-27,online,ONLINE,,,,6,18,791499.39,23933.767748,767560.98,127926.83,0.03023851698483305,0.0,767560.98
2025-03-27,store,S001,Karachi,Sindh,flagship,5,14,347643.82,6032.613013,341606.88,68321.376,0.017352855612390868,0.0,341606.88
2025-03-27,store,S002,Lahore,Punjab,mall,1,1,5118.51,374.674932,4743.61,4743.61,0.0732,0.0,4743.61
2025-03-27,store,S003,Islamabad,ICT,mall,5,17,113778.21999999999,984.9205529999999,112793.82999999999,22558.765999999996,0.008656494652491489,17729.18,95064.65
2025-03-27,store,S004,Karachi,Sindh,flagship,3,12,143244.28,26322.859051,116924.87,38974.956666666665,0.1837620256180561,0.0,116924.87
2025-03-27,store,S005,Lahore,Punjab,high_street,5,11,88127.11,5597.957416,82529.01,16505.802,0.06352140012307224,11862.53,70666.48
2025-03-27,store,S006,Islamabad,ICT,mall,4,16,400127.63999999996,8982.672128000002,391146.01,97786.5025,0.022449516679227666,18693.1,372452.91000000003
2025-03-28,online,ONLINE,,,,11,27,517713.16,17131.930153999998,500591.1,45508.281818181815,0.03309154852080638,17402.27,483188.82999999996
2025-03-28,store,S001,Karachi,Sindh,flagship,3,12,88119.97,4880.3337409999995,83238.69,27746.23,0.05538283479896781,17722.29,65516.4
2025-03-28,store,S002,Lahore,Punjab,mall,3,4,21619.98,1334.296891,20285.96,6761.986666666667,0.061715916989747446,0.0,20285.96
2025-03-28,store,S003,Islamabad,ICT,mall,5,12,1186242.22,34078.635397,1152164.17,230432.83399999997,0.02872822668291135,0.0,1152164.17
2025-03-28,store,S004,Karachi,Sindh,flagship,5,15,106702.49,7791.6196469999995,98911.33,19782.266,0.07302191023845835,12981.89,85929.44
2025-03-28,store,S005,Lahore,Punjab,high_street,3,10,569699.59,42703.961213999995,527005.42,175668.47333333336,0.07495873608404738,0.0,527005.42
2025-03-29,online,ONLINE,,,,9,25,554591.79,15412.811434,539187.01,59909.66777777778,0.027791272268924135,87600.13,451586.88
2025-03-29,store,S001,Karachi,Sindh,flagship,5,11,85558.05,4800.560597,80758.5,16151.7,0.05610881263656663,0.0,80758.5
2025-03-29,store,S002,Lahore,Punjab,mall,1,4,258735.41,3107.247731,255632.83000000002,255632.83000000002,0.012009364048778634,0.0,255632.83000000002
2025-03-29,store,S003,Islamabad,ICT,mall,2,5,238546.07,14299.431614,224244.47999999998,112122.23999999999,0.059944108968133486,0.0,224244.47999999998
2025-03-29,store,S004,Karachi,Sindh,flagship,6,13,331510.68,25407.122725,306103.64,51017.27333333334,0.07664043500800638,179119.98,126983.66
2025-03-29,store,S005,Lahore,Punjab,high_street,4,13,537779.75,52597.551943,485172.23,121293.0575,0.09780500649754849,0.0,485172.23
2025-03-29,store,S006,Islamabad,ICT,mall,10,21,382251.66000000003,4048.340944,378203.88,37820.388,0.010590774004748598,9192.08,369011.8
2025-03-30,online,ONLINE,,,,8,18,249924.84,5293.462973,244630.43,30578.80375,0.021180219513194445,13311.29,231319.13999999998
2025-03-30,store,S001,Karachi,Sindh,flagship,8,23,186290.53,1910.178927,184380.77,23047.59625,0.010253762910009435,22454.35,161926.41999999998
2025-03-30,store,S003,Islamabad,ICT,mall,2,2,8574.849999999999,357.898896,8217.130000000001,4108.5650000000005,0.04173821069756323,4690.79,3526.340000000001
2025-03-30,store,S004,Karachi,Sindh,flagship,4,10,291880.34,15531.09091,276360.1,69090.025,0.05321047286021388,0.0,276360.1
2025-03-30,store,S005,Lahore,Punjab,high_street,4,19,551927.07,38457.013505,513480.09,128370.0225,0.06967770851500363,0.0,513480.09
2025-03-30,store,S006,Islamabad,ICT,mall,2,3,17784.79,55.93004700000001,17729.45,8864.725,0.003144824706954651,0.0,17729.45
2025-03-31,online,ONLINE,,,,8,34,336047.22000000003,10735.083543,325315.47,40664.43375,0.03194516396534987,0.0,325315.47
2025-03-31,store,S001,Karachi,Sindh,flagship,4,14,332877.39,17772.031928,315114.01,78778.5025,0.053389123028151596,8007.74,307106.27
2025-03-31,store,S002,Lahore,Punjab,mall,3,8,59569.44,1609.1315280000001,57960.46,19320.153333333332,0.02701270194918737,0.0,57960.46
2025-03-31,store,S003,Islamabad,ICT,mall,5,14,461580.69,856.836043,460725.17,92145.034,0.0018563082502433108,10277.61,450447.56
2025-03-31,store,S004,Karachi,Sindh,flagship,5,17,241882.76,29656.602157,212227.12,42445.424,0.12260734149469768,4102.84,208124.28
2025-03-31,store,S005,Lahore,Punjab,high_street,4,12,76192.89,6437.008384,69757.1,17439.275,0.08448305851110255,6060.09,63697.01000000001
2025-03-31,store,S006,Islamabad,ICT,mall,4,10,335222.23,3894.152988,331321.87999999995,82830.46999999999,0.011616631116617773,7977.89,323343.98999999993
2025-04-01,online,ONLINE,,,,4,13,466835.52999999997,32274.292019000004,434553.68,108638.42,0.06913418098018376,0.0,434553.68
2025-04-01,store,S001,Karachi,Sindh,flagship,3,6,39407.299999999996,355.647996,39052.71,13017.57,0.009024926752149982,2257.62,36795.09
2025-04-01,store,S002,Lahore,Punjab,mall,1,3,42029.71,5.980689,42023.9,42023.9,0.0001422966991682788,0.0,42023.9
2025-04-01,store,S003,Islamabad,ICT,mall,1,2,14816.73,0.0,14816.73,14816.73,0.0,0.0,14816.73
2025-04-01,store,S004,Karachi,Sindh,flagship,2,4,144176.51,17561.853323,126610.07,63305.035,0.12180800688683613,0.0,126610.07
2025-04-01,store,S005,Lahore,Punjab,high_street,6,31,266804.39,21809.585605,244997.38,40832.89666666667,0.08174372844839621,34588.840000000004,210408.54
2025-04-01,store,S006,Islamabad,ICT,mall,1,5,245010.72,23109.567094,221907.67,221907.67,0.09432063663989887,0.0,221907.67
2025-04-02,online,ONLINE,,,,10,40,973454.53,45343.277684,928114.7999999999,92811.48,0.046579759286753744,13898.24,914216.5599999999
2025-04-02,store,S001,Karachi,Sindh,flagship,6,17,376294.92,13319.979915999998,362968.81,60494.801666666666,0.03539771388888269,3686.31,359282.5
2025-04-02,store,S002,Lahore,Punjab,mall,1,2,11693.46,123.237134,11570.150000000001,11570.150000000001,0.010538979395320119,0.0,11570.150000000001
2025-04-02,store,S003,Islamabad,ICT,mall,1,2,28645.71,46.752919999999996,28599.71,28599.71,0.0016321089615164014,0.0,28599.71
2025-04-02,store,S004,Karachi,Sindh,flagship,1,3,26500.920000000002,2408.1671319999996,24093.079999999998,24093.079999999998,0.09087107662677368,0.0,24093.079999999998
2025-04-02,store,S005,Lahore,Punjab,high_street,7,23,215724.75,10813.615087,204908.57,29272.652857142857,0.05012690980983869,0.0,204908.57
2025-04-02,store,S006,Islamabad,ICT,mall,5,12,460466.18000000005,933.503794,459532.99000000005,91906.59800000001,0.002027301536021603,9556.59,449976.4
2025-04-03,online,ONLINE,,,,13,30,745595.78,20060.253815,725537.65,55810.588461538464,0.026904999133712908,9104.71,716432.9400000001
2025-04-03,store,S001,Karachi,Sindh,flagship,4,7,68663.79,3939.270456,64724.22,16181.055,0.05737041978020731,5205.75,59518.47
2025-04-03,store,S002,Lahore,Punjab,mall,3,10,67819.94,33.1759,67786.83,22595.61,0.0004891761921346435,0.0,67786.83
2025-04-03,store,S003,Islamabad,ICT,mall,2,3,22076.86,153.65582999999998,21922.75,10961.375,0.00696004006004477,2784.97,19137.78
2025-04-03,store,S004,Karachi,Sindh,flagship,5,12,286893.26999999996,21596.723954999998,265304.71,53060.942,0.07527790371311255,0.0,265304.71
2025-04-03,store,S005,Lahore,Punjab,high_street,4,14,322509.64,17546.232923,304957.05,76239.2625,0.05440529753777282,0.0,304957.05
2025-04-03,store,S006,Islamabad,ICT,mall,3,8,107937.60999999999,4586.962896999999,103349.79999999999,34449.93333333333,0.04249642823293938,1985.87,101363.93
2025-04-04,online,ONLINE,,,,8,15,421694.63,7343.284808,414349.86,51793.7325,0.01741374986918852,0.0,414349.86
2025-04-04,store,S001,Karachi,Sindh,flagship,7,27,1218365.1400000001,17108.570537,1201249.5899999999,171607.08428571426,0.014042235759470266,5034.42,1196215.17
2025-04-04,store,S002,Lahore,Punjab,mall,2,5,18024.87,109.056817,17915.9,8957.95,0.0060503524852051635,0.0,17915.9
2025-04-04,store,S003,Islamabad,ICT,mall,4,12,181849.41,1023.863232,180826.75,45206.6875,0.005630280747130277,20147.23,160679.52
2025-04-04,store,S004,Karachi,Sindh,flagship,5,20,812933.0,101859.796076,711054.4099999999,142210.88199999998,0.12529912806590457,10508.54,700545.8699999999
2025-04-04,store,S005,Lahore,Punjab,high_street,2,8,86136.22,5461.845292,80675.84,40337.92,0.06340939144996147,0.0,80675.84
2025-04-04,store,S006,Islamabad,ICT,mall,2,4,24257.25,184.914016,24072.26,12036.13,0.007623041193869874,2596.92,21475.339999999997
2025-04-05,online,ONLINE,,,,8,26,1228007.19,22610.972619,1205374.39,150671.79875,0.018412736344809187,0.0,1205374.39
2025-04-05,store,S001,Karachi,Sindh,flagship,3,8,31059.23,673.631889,30385.79,10128.596666666666,0.021688621675424666,3509.37,26876.420000000002
2025-04-05,store,S002,Lahore,Punjab,mall,3,11,255125.25,13062.443200999998,242066.09,80688.69666666667,0.051200119161078715,0.0,242066.09
2025-04-05,store,S003,Islamabad,ICT,mall,3,11,65499.869999999995,645.21543,64854.86,21618.286666666667,0.0098506368027906,0.0,64854.86
2025-04-05,store,S004,Karachi,Sindh,flagship,6,16,506074.42,75119.82117000001,430941.94,71823.65666666666,0.14843631331929405,0.0,430941.94
2025-04-05,store,S005,Lahore,Punjab,high_street,4,6,49323.62,3392.476117,45932.15,11483.0375,0.06877994999150508,7587.89,38344.26
2025-04-05,store,S006,Islamabad,ICT,mall,7,15,101443.78,3244.261657,98199.13,14028.447142857143,0.03198088297774393,0.0,98199.13
2025-04-06,online,ONLINE,,,,8,25,1333478.3399999999,23093.638961999997,1310382.9,163797.8625,0.01731834576480635,439367.9,871014.9999999999
2025-04-06,store,S001,Karachi,Sindh,flagship,8,18,936925.0,867.8801960000001,936058.57,117007.32125,0.000926307010699896,3677.11,932381.46
2025-04-06,store,S002,Lahore,Punjab,mall,1,3,16745.52,1064.900469,15680.53,15680.53,0.06359315619938945,0.0,15680.53
2025-04-06,store,S003,Islamabad,ICT,mall,2,8,291634.14999999997,84.966352,291548.93,145774.465,0.00029134568773924455,2660.64,288888.29
2025-04-06,store,S004,Karachi,Sindh,flagship,2,4,31125.27,3603.5271840000005,27521.120000000003,13760.560000000001,0.11577496947014437,0.0,27521.120000000003
2025-04-06,store,S005,Lahore,Punjab,high_street,4,11,217578.91,13225.963462,204356.07,51089.0175,0.06078697361798531,0.0,204356.07
2025-04-06,store,S006,Islamabad,ICT,mall,3,7,124122.8,1104.406835,123019.54,41006.51333333333,0.008897695145452729,0.0,123019.54
2025-04-07,online,ONLINE,,,,7,20,404727.07999999996,7763.73025,396963.47000000003,56709.067142857144,0.019182631046086664,0.0,396963.47000000003
2025-04-07,store,S001,Karachi,Sindh,flagship,8,21,585179.54,1423.604126,583756.01,72969.50125,0.0024327646964553817,0.0,583756.01
2025-04-07,store,S002,Lahore,Punjab,mall,7,19,490824.63,50644.88421800001,440198.51,62885.50142857143,0.1031832575679831,3519.95,436678.56
2025-04-07,store,S004,Karachi,Sindh,flagship,8,20,809397.76,94641.177739,714738.1,89342.2625,0.11692789678464147,0.0,714738.1
2025-04-07,store,S005,Lahore,Punjab,high_street,3,12,120507.18000000001,5840.213809,114665.23,38221.74333333333,0.04846361693137288,0.0,114665.23
2025-04-07,store,S006,Islamabad,ICT,mall,4,9,43740.85,2741.0094010000003,40999.7,10249.925,0.06266474933614688,0.0,40999.7
2025-04-08,online,ONLINE,,,,12,30,349336.9,22389.850339,326942.05,27245.170833333334,0.06409242865268455,0.0,326942.05
2025-04-08,store,S001,Karachi,Sindh,flagship,4,10,342642.79,2543.936835,340103.47,85025.8675,0.0074244575086491685,39576.9,300526.56999999995
2025-04-08,store,S002,Lahore,Punjab,mall,1,3,15109.3,8.629362,15100.869999999999,15100.869999999999,0.0005711291720993031,0.0,15100.869999999999
2025-04-08,store,S003,Islamabad,ICT,mall,2,9,76835.45,1421.299962,75412.45,37706.225,0.01849797147020028,0.0,75412.45
2025-04-08,store,S004,Karachi,Sindh,flagship,4,9,637931.87,100653.244089,537263.86,134315.965,0.15778055435449556,0.0,537263.86
2025-04-08,store,S005,Lahore,Punjab,high_street,4,9,445587.33999999997,32559.320582,413019.12,103254.78,0.0730705692446289,0.0,413019.12
2025-04-08,store,S006,Islamabad,ICT,mall,3,8,487667.71,19450.007117999998,468220.43,156073.47666666665,0.039883729677324745,0.0,468220.43
2025-04-09,online,ONLINE,,,,11,29,680853.41,23054.481189,657780.88,59798.26181818182,0.033861152562928334,1272.42,656508.46
2025-04-09,store,S001,Karachi,Sindh,flagship,6,12,81626.43,2648.483703,78977.76999999999,13162.961666666664,0.03244639883184895,16743.04,62234.72999999999
2025-04-09,store,S002,Lahore,Punjab,mall,1,3,104791.30000000002,7270.259383999999,97525.28,97525.28,0.06937846351748664,0.0,97525.28
2025-04-09,store,S003,Islamabad,ICT,mall,10,31,819017.17,16686.609373,802321.26,80232.126,0.02037394328741606,2088.01,800233.25
2025-04-09,store,S004,Karachi,Sindh,flagship,2,5,48483.7,4175.560853,44307.61,22153.805,0.08612298263127609,20567.02,23740.59
2025-04-09,store,S005,Lahore,Punjab,high_street,5,16,397353.63,19750.019255,377612.52,75522.504,0.049703885314952324,0.0,377612.52
2025-04-09,store,S006,Islamabad,ICT,mall,5,14,140045.42,4396.7525160000005,135647.86,27129.571999999996,0.03139518961776829,10482.76,125165.09999999999
