order_id,order_date,customer_id,product_id,product_name,category,units,revenue,salesperson,region,source_system
O-500629,2024-06-07,C-2212,102,Analytics Suite,Software,16,15360,Salesperson_11,Asia,CRM
O-500630,2023-06-30,C-3146,102,Analytics Suite,Software,3,1212,Salesperson_5,Europe,CRM
O-500631,2023-03-08,C-2654,102,Analytics Suite,Software,19,18905,Salesperson_4,Europe,CRM
O-500632,2024-07-29,C-1802,101,CRM Pro,Software,12,13068,Salesperson_10,North America,CRM
O-500633,2023-01-13,C-1950,201,POS Terminal,Hardware,20,5080,Salesperson_2,Asia,CRM
O-500634,2023-03-26,C-1891,102,Analytics Suite,Software,5,2655,Salesperson_1,Asia,CRM
O-500635,2023-02-17,C-3076,101,CRM Pro,Software,9,3807,Salesperson_8,Asia,CRM
O-500636,2023-04-03,C-3383,102,Analytics Suite,Software,17,3757,Salesperson_11,Asia,CRM
O-500637,2023-06-27,C-3889,102,Analytics Suite,Software,6,4638,Salesperson_1,Europe,CRM
O-500638,2023-04-24,C-2772,102,Analytics Suite,Software,15,21390,Salesperson_9,North America,CRM
O-500639,2023-01-20,C-1536,102,Analytics Suite,Software,3,3933,Salesperson_6,Europe,CRM
O-500640,2023-11-08,C-2577,102,Analytics Suite,Software,6,8340,Salesperson_1,Asia,CRM
O-500641,2024-06-07,C-3981,101,CRM Pro,Software,18,7056,Salesperson_1,Europe,CRM
O-500642,2024-03-08,C-3839,101,CRM Pro,Software,12,9576,Salesperson_2,North America,CRM
O-500643,2023-01-06,C-1780,201,POS Terminal,Hardware,15,5070,Salesperson_6,Asia,CRM
O-500644,2023-06-14,C-2826,201,POS Terminal,Hardware,10,11670,Salesperson_10,Asia,CRM
O-500645,2024-10-28,C-2654,101,CRM Pro,Software,12,8820,Salesperson_4,Europe,CRM
O-500646,2023-11-24,C-3323,201,POS Terminal,Hardware,18,25038,Salesperson_10,North America,CRM
O-500647,2023-05-21,C-1544,101,CRM Pro,Software,4,1036,Salesperson_9,Asia,CRM
O-500648,2024-10-25,C-2808,102,Analytics Suite,Software,19,8740,Salesperson_8,Asia,CRM
O-500649,2024-02-18,C-1308,101,CRM Pro,Software,11,10362,Salesperson_7,Asia,CRM
O-500650,2023-02-07,C-1861,101,CRM Pro,Software,16,21568,Salesperson_4,Asia,CRM
O-500651,2024-08-02,C-1392,102,Analytics Suite,Software,3,1146,Salesperson_10,North America,CRM
O-500652,2024-09-05,C-3146,102,Analytics Suite,Software,20,29160,Salesperson_4,Europe,CRM
O-500653,2024-09-29,C-3163,102,Analytics Suite,Software,5,3960,Salesperson_8,Europe,CRM
O-500654,2024-12-26,C-1688,201,POS Terminal,Hardware,17,16558,Salesperson_3,Europe,CRM
O-500655,2023-06-22,C-2936,102,Analytics Suite,Software,1,1025,Salesperson_10,Asia,CRM
O-500656,2024-05-19,C-2394,101,CRM Pro,Software,11,11836,Salesperson_8,Asia,CRM
O-500657,2023-01-24,C-2030,102,Analytics Suite,Software,13,10972,Salesperson_5,Europe,CRM
O-500658,2024-06-19,C-3810,201,POS Terminal,Hardware,6,2472,Salesperson_8,North America,CRM
O-500659,2023-06-08,C-1601,102,Analytics Suite,Software,19,3876,Salesperson_10,Europe,CRM
O-500660,2023-12-12,C-1823,201,POS Terminal,Hardware,14,18382,Salesperson_2,Asia,CRM
O-500661,2023-12-05,C-2970,101,CRM Pro,Software,14,11690,Salesperson_11,Asia,CRM
O-500662,2024-08-01,C-1507,102,Analytics Suite,Software,14,6090,Salesperson_7,North America,CRM
O-500663,2023-11-16,C-1667,201,POS Terminal,Hardware,16,6560,Salesperson_1,Asia,CRM
O-500664,2024-03-21,C-1691,102,Analytics Suite,Software,5,1240,Salesperson_8,Europe,CRM
O-500665,2024-07-31,C-2762,201,POS Terminal,Hardware,5,4450,Salesperson_1,Europe,CRM
O-500666,2023-01-24,C-2269,101,CRM Pro,Software,20,10180,Salesperson_1,Asia,CRM
O-500667,2023-07-12,C-2395,201,POS Terminal,Hardware,7,6706,Salesperson_2,Asia,CRM
O-500668,2024-04-27,C-1600,101,CRM Pro,Software,8,2912,Salesperson_9,Asia,CRM
O-500669,2024-09-17,C-3942,102,Analytics Suite,Software,2,602,Salesperson_7,Asia,CRM
O-500670,2024-09-22,C-3738,102,Analytics Suite,Software,5,2110,Salesperson_11,Asia,CRM
O-500671,2024-09-08,C-3474,101,CRM Pro,Software,18,21690,Salesperson_1,Asia,CRM
O-500672,2024-02-26,C-1746,101,CRM Pro,Software,7,2919,Salesperson_3,Asia,CRM
O-500673,2023-03-01,C-3265,101,CRM Pro,Software,8,5576,Salesperson_7,Europe,CRM
O-500674,2023-02-27,C-3719,102,Analytics Suite,Software,18,6552,Salesperson_10,Europe,CRM
O-500675,2024-10-04,C-2184,101,CRM Pro,Software,2,2050,Salesperson_4,Europe,CRM
O-500676,2023-12-30,C-1786,201,POS Terminal,Hardware,16,11088,Salesperson_9,Europe,CRM
O-500677,2023-08-22,C-3656,101,CRM Pro,Software,16,20416,Salesperson_2,Asia,CRM
O-500678,2023-08-21,C-2291,102,Analytics Suite,Software,20,10100,Salesperson_6,North America,CRM
O-500679,2024-03-08,C-2058,201,POS Terminal,Hardware,14,5516,Salesperson_7,Asia,CRM
O-500680,2024-01-14,C-2924,102,Analytics Suite,Software,9,10566,Salesperson_6,Europe,CRM
O-500681,2024-04-30,C-1429,201,POS Terminal,Hardware,11,14773,Salesperson_8,North America,CRM
O-500682,2023-03-23,C-2783,201,POS Terminal,Hardware,7,6874,Salesperson_11,Asia,CRM
O-500683,2024-01-13,C-2978,102,Analytics Suite,Software,2,716,Salesperson_2,Europe,CRM
O-500684,2024-12-11,C-3484,101,CRM Pro,Software,11,6600,Salesperson_8,Europe,CRM
O-500685,2024-06-21,C-1369,201,POS Terminal,Hardware,7,6531,Salesperson_8,Europe,CRM
O-500686,2024-11-20,C-1056,102,Analytics Suite,Software,15,3390,Salesperson_1,North America,CRM
O-500687,2023-11-30,C-2981,101,CRM Pro,Software,15,21030,Salesperson_9,North America,CRM
O-500688,2023-05-18,C-3777,201,POS Terminal,Hardware,11,5775,Salesperson_9,North America,CRM
O-500689,2024-08-11,C-3090,201,POS Terminal,Hardware,12,11016,Salesperson_1,Asia,CRM
O-500690,2023-05-07,C-1997,101,CRM Pro,Software,2,2650,Salesperson_4,North America,CRM
O-500691,2023-09-26,C-3963,102,Analytics Suite,Software,8,11880,Salesperson_4,Asia,CRM
O-500692,2023-06-22,C-1091,201,POS Terminal,Hardware,20,10280,Salesperson_8,Asia,CRM
O-500693,2024-07-23,C-3801,102,Analytics Suite,Software,1,1062,Salesperson_11,North America,CRM
O-500694,2024-07-17,C-3346,201,POS Terminal,Hardware,18,21312,Salesperson_4,Europe,CRM
O-500695,2024-04-30,C-1874,101,CRM Pro,Software,20,8520,Salesperson_3,Europe,CRM
O-500696,2023-03-23,C-1135,102,Analytics Suite,Software,17,19669,Salesperson_1,Europe,CRM
O-500697,2023-12-11,C-2620,102,Analytics Suite,Software,9,12726,Salesperson_5,Asia,CRM
O-500698,2024-06-03,C-2933,101,CRM Pro,Software,13,18928,Salesperson_3,Europe,CRM
O-500699,2023-12-19,C-1157,102,Analytics Suite,Software,14,6888,Salesperson_7,North America,CRM
O-500700,2024-01-03,C-2315,101,CRM Pro,Software,1,497,Salesperson_11,Asia,CRM
O-500701,2023-02-08,C-1209,101,CRM Pro,Software,15,18990,Salesperson_11,North America,CRM
O-500702,2024-03-04,C-2691,201,POS Terminal,Hardware,5,5215,Salesperson_9,Asia,CRM
O-500703,2024-06-29,C-1652,101,CRM Pro,Software,19,21983,Salesperson_11,Europe,CRM
O-500704,2024-01-11,C-2307,201,POS Terminal,Hardware,15,5325,Salesperson_8,North America,CRM
O-500705,2024-03-11,C-1979,102,Analytics Suite,Software,15,13425,Salesperson_4,Asia,CRM
O-500706,2024-01-19,C-3347,102,Analytics Suite,Software,14,13496,Salesperson_2,Europe,CRM
O-500707,2023-06-07,C-1201,201,POS Terminal,Hardware,9,9675,Salesperson_10,North America,CRM
O-500708,2023-08-10,C-1381,201,POS Terminal,Hardware,18,20646,Salesperson_7,North America,CRM
O-500709,2024-09-14,C-3706,102,Analytics Suite,Software,1,339,Salesperson_3,Europe,CRM
O-500710,2024-10-24,C-3076,102,Analytics Suite,Software,18,10098,Salesperson_5,Europe,CRM
O-500711,2024-11-15,C-2164,102,Analytics Suite,Software,19,21033,Salesperson_3,North America,CRM
O-500712,2024-08-08,C-2590,101,CRM Pro,Software,2,1230,Salesperson_1,Europe,CRM
O-500713,2024-05-12,C-1466,201,POS Terminal,Hardware,13,14729,Salesperson_7,Europe,CRM
O-500714,2023-01-15,C-1839,101,CRM Pro,Software,10,11190,Salesperson_1,North America,CRM
O-500715,2023-05-02,C-3555,201,POS Terminal,Hardware,17,7837,Salesperson_2,North America,CRM
O-500716,2024-12-29,C-2651,101,CRM Pro,Software,4,1528,Salesperson_5,North America,CRM
O-500717,2024-12-27,C-3412,102,Analytics Suite,Software,4,4292,Salesperson_10,North America,CRM
O-500718,2023-08-12,C-3438,102,Analytics Suite,Software,14,18984,Salesperson_11,North America,CRM
O-500719,2023-06-04,C-3449,201,POS Terminal,Hardware,7,3612,Salesperson_6,Asia,CRM
O-500720,2024-01-27,C-3553,102,Analytics Suite,Software,4,3724,Salesperson_6,North America,CRM
O-500721,2024-11-02,C-1770,201,POS Terminal,Hardware,9,12069,Salesperson_6,Europe,CRM
O-500722,2023-12-17,C-1557,201,POS Terminal,Hardware,17,6171,Salesperson_1,Europe,CRM
O-500723,2024-08-18,C-1345,102,Analytics Suite,Software,15,5430,Salesperson_6,Asia,CRM
O-500724,2023-02-18,C-3781,101,CRM Pro,Software,19,25631,Salesperson_5,Asia,CRM
O-500725,2023-04-21,C-3296,101,CRM Pro,Software,3,1935,Salesperson_11,North America,CRM
O-500726,2024-08-29,C-3143,201,POS Terminal,Hardware,18,4338,Salesperson_7,Asia,CRM
O-500727,2024-05-17,C-2448,201,POS Terminal,Hardware,11,16379,Salesperson_3,North America,CRM
O-500728,2024-08-09,C-3541,101,CRM Pro,Software,14,14308,Salesperson_9,Asia,CRM
O-500729,2024-11-28,C-1412,201,POS Terminal,Hardware,13,9802,Salesperson_3,Europe,CRM
O-500730,2023-07-06,C-3368,101,CRM Pro,Software,3,2070,Salesperson_3,Asia,CRM
O-500731,2024-12-16,C-2457,101,CRM Pro,Software,7,1617,Salesperson_9,North America,CRM
O-500732,2023-08-30,C-1205,101,CRM Pro,Software,9,10962,Salesperson_5,Asia,CRM
O-500733,2023-05-22,C-3811,101,CRM Pro,Software,7,8428,Salesperson_3,Asia,CRM
O-500734,2023-01-28,C-2976,101,CRM Pro,Software,1,567,Salesperson_2,North America,CRM
O-500735,2023-08-17,C-2114,102,Analytics Suite,Software,7,3038,Salesperson_4,Asia,CRM
O-500736,2023-12-31,C-3702,101,CRM Pro,Software,11,13563,Salesperson_5,Europe,CRM
O-500737,2024-06-23,C-1969,201,POS Terminal,Hardware,14,14280,Salesperson_6,Europe,CRM
O-500738,2023-11-27,C-2145,101,CRM Pro,Software,13,4693,Salesperson_6,North America,CRM
O-500739,2024-10-24,C-2866,201,POS Terminal,Hardware,7,7623,Salesperson_3,North America,CRM
O-500740,2024-05-27,C-2247,201,POS Terminal,Hardware,16,10288,Salesperson_1,Europe,CRM
O-500741,2024-10-25,C-3010,201,POS Terminal,Hardware,4,3504,Salesperson_3,Europe,CRM
O-500742,2024-08-06,C-2527,102,Analytics Suite,Software,12,13656,Salesperson_7,Europe,CRM
O-500743,2023-03-10,C-2272,201,POS Terminal,Hardware,11,4257,Salesperson_1,Asia,CRM
O-500744,2024-02-16,C-2592,201,POS Terminal,Hardware,12,9408,Salesperson_8,Asia,CRM
O-500745,2024-06-21,C-1015,101,CRM Pro,Software,8,6792,Salesperson_5,Europe,CRM
O-500746,2023-04-01,C-3688,101,CRM Pro,Software,7,3514,Salesperson_3,North America,CRM
O-500747,2024-05-30,C-2136,101,CRM Pro,Software,6,2328,Salesperson_1,Asia,CRM
O-500748,2023-01-28,C-2560,101,CRM Pro,Software,2,668,Salesperson_3,North America,CRM
O-500749,2023-01-17,C-1296,101,CRM Pro,Software,16,13360,Salesperson_2,Asia,CRM
O-500750,2023-04-27,C-2232,201,POS Terminal,Hardware,17,20638,Salesperson_5,Europe,CRM
O-500751,2023-04-09,C-1973,101,CRM Pro,Software,13,17732,Salesperson_1,Europe,CRM
O-500752,2024-08-17,C-3089,102,Analytics Suite,Software,6,7044,Salesperson_9,Asia,CRM
O-500753,2023-07-23,C-2640,201,POS Terminal,Hardware,20,21520,Salesperson_4,Europe,CRM
O-500754,2024-12-23,C-2018,101,CRM Pro,Software,19,13148,Salesperson_7,North America,CRM
O-500755,2024-10-29,C-1243,101,CRM Pro,Software,12,11664,Salesperson_1,North America,CRM
O-500756,2024-07-16,C-1158,102,Analytics Suite,Software,8,4888,Salesperson_1,North America,CRM
O-500757,2024-03-26,C-1685,101,CRM Pro,Software,10,4550,Salesperson_5,North America,CRM
O-500758,2023-01-30,C-3473,101,CRM Pro,Software,8,4064,Salesperson_1,Europe,CRM
O-500759,2023-11-05,C-3321,102,Analytics Suite,Software,4,5732,Salesperson_4,Asia,CRM
O-500760,2023-06-29,C-3099,201,POS Terminal,Hardware,14,15134,Salesperson_10,Europe,CRM
O-500761,2024-10-26,C-2946,102,Analytics Suite,Software,10,9640,Salesperson_7,Asia,CRM
O-500762,2023-10-13,C-3777,201,POS Terminal,Hardware,13,18135,Salesperson_9,Europe,CRM
O-500763,2024-04-24,C-1809,102,Analytics Suite,Software,17,20111,Salesperson_11,Europe,CRM
O-500764,2024-04-04,C-1127,102,Analytics Suite,Software,18,20628,Salesperson_10,Europe,CRM
O-500765,2024-01-04,C-2002,201,POS Terminal,Hardware,16,8832,Salesperson_9,North America,CRM
O-500766,2023-12-25,C-2661,101,CRM Pro,Software,2,1710,Salesperson_7,North America,CRM
O-500767,2024-04-08,C-3115,201,POS Terminal,Hardware,8,8240,Salesperson_2,North America,CRM
O-500768,2023-04-15,C-2891,101,CRM Pro,Software,15,14745,Salesperson_5,Europe,CRM
O-500769,2023-05-02,C-2060,102,Analytics Suite,Software,1,660,Salesperson_10,North America,CRM
O-500770,2024-10-11,C-3271,102,Analytics Suite,Software,20,13300,Salesperson_11,Europe,CRM
O-500771,2023-05-04,C-3723,101,CRM Pro,Software,11,2629,Salesperson_3,North America,CRM
O-500772,2023-02-25,C-2234,101,CRM Pro,Software,10,14420,Salesperson_1,Asia,CRM
O-500773,2024-10-20,C-3809,102,Analytics Suite,Software,7,5397,Salesperson_9,North America,CRM
O-500774,2024-10-24,C-2721,201,POS Terminal,Hardware,15,4125,Salesperson_6,Asia,CRM
O-500775,2023-10-15,C-2171,201,POS Terminal,Hardware,13,7657,Salesperson_7,Europe,CRM
O-500776,2024-01-23,C-2857,101,CRM Pro,Software,10,9990,Salesperson_1,Europe,CRM
O-500777,2023-05-09,C-3547,101,CRM Pro,Software,1,773,Salesperson_6,Asia,CRM
O-500778,2024-04-18,C-1557,102,Analytics Suite,Software,18,19422,Salesperson_6,Europe,CRM
O-500779,2023-08-29,C-3018,102,Analytics Suite,Software,16,11936,Salesperson_7,Europe,CRM
O-500780,2023-05-21,C-1737,201,POS Terminal,Hardware,5,6330,Salesperson_10,North America,CRM
O-500781,2024-05-21,C-3332,201,POS Terminal,Hardware,18,5130,Salesperson_10,North America,CRM
O-500782,2023-07-20,C-3611,101,CRM Pro,Software,7,9436,Salesperson_10,Europe,CRM
O-500783,2024-06-22,C-3491,102,Analytics Suite,Software,14,9240,Salesperson_7,Asia,CRM
O-500784,2024-05-21,C-3018,101,CRM Pro,Software,10,10130,Salesperson_9,Asia,CRM
O-500785,2024-06-08,C-2718,101,CRM Pro,Software,11,10219,Salesperson_4,Europe,CRM
O-500786,2023-01-27,C-1645,101,CRM Pro,Software,3,852,Salesperson_7,Asia,CRM
O-500787,2023-07-27,C-3101,102,Analytics Suite,Software,5,4230,Salesperson_4,Europe,CRM
O-500788,2023-05-21,C-3463,201,POS Terminal,Hardware,18,12006,Salesperson_3,Asia,CRM
O-500789,2023-07-02,C-3422,201,POS Terminal,Hardware,1,1499,Salesperson_10,Asia,CRM
O-500790,2024-11-29,C-1763,201,POS Terminal,Hardware,1,1256,Salesperson_6,North America,CRM
O-500791,2023-09-01,C-2804,201,POS Terminal,Hardware,1,697,Salesperson_6,Europe,CRM
O-500792,2023-07-06,C-1896,201,POS Terminal,Hardware,15,11685,Salesperson_9,Asia,CRM
O-500793,2024-01-24,C-2281,101,CRM Pro,Software,6,8070,Salesperson_6,Asia,CRM
O-500794,2024-07-16,C-3794,102,Analytics Suite,Software,11,11869,Salesperson_11,Europe,CRM
O-500795,2024-07-14,C-3747,102,Analytics Suite,Software,17,25364,Salesperson_8,Asia,CRM
O-500796,2023-08-01,C-2774,102,Analytics Suite,Software,17,24633,Salesperson_10,North America,CRM
O-500797,2024-11-05,C-1685,101,CRM Pro,Software,5,2945,Salesperson_8,Asia,CRM
O-500798,2024-06-16,C-1509,102,Analytics Suite,Software,18,7830,Salesperson_11,North America,CRM
O-500799,2023-07-03,C-2195,101,CRM Pro,Software,3,1341,Salesperson_1,North America,CRM
O-500800,2023-09-13,C-2113,102,Analytics Suite,Software,6,7398,Salesperson_8,Europe,CRM
O-500801,2024-05-06,C-2306,101,CRM Pro,Software,15,7005,Salesperson_11,Europe,CRM
O-500802,2023-01-30,C-3494,101,CRM Pro,Software,18,26460,Salesperson_1,Asia,CRM
O-500803,2024-06-13,C-2184,201,POS Terminal,Hardware,16,8704,Salesperson_3,Asia,CRM
O-500804,2023-02-17,C-3435,201,POS Terminal,Hardware,17,18734,Salesperson_4,Asia,CRM
O-500805,2024-04-02,C-1166,102,Analytics Suite,Software,18,3906,Salesperson_5,North America,CRM
O-500806,2023-08-24,C-3481,101,CRM Pro,Software,18,21402,Salesperson_7,North America,CRM
O-500807,2024-05-13,C-1186,201,POS Terminal,Hardware,10,11560,Salesperson_7,Asia,CRM
O-500808,2024-08-08,C-2783,102,Analytics Suite,Software,13,18486,Salesperson_6,North America,CRM
O-500809,2024-12-25,C-2445,201,POS Terminal,Hardware,9,13464,Salesperson_7,Asia,CRM
O-500810,2024-04-03,C-2354,102,Analytics Suite,Software,19,4769,Salesperson_3,Europe,CRM
O-500811,2024-06-15,C-3607,101,CRM Pro,Software,17,12665,Salesperson_3,Europe,CRM
O-500812,2024-08-10,C-1563,201,POS Terminal,Hardware,9,7128,Salesperson_7,Europe,CRM
O-500813,2024-05-23,C-1766,102,Analytics Suite,Software,15,4920,Salesperson_7,Europe,CRM
O-500814,2024-12-01,C-2008,102,Analytics Suite,Software,9,3573,Salesperson_1,North America,CRM
O-500815,2024-04-25,C-2296,102,Analytics Suite,Software,18,19584,Salesperson_2,Asia,CRM
O-500816,2023-05-09,C-2961,201,POS Terminal,Hardware,10,13450,Salesperson_9,Asia,CRM
O-500817,2023-04-16,C-3556,101,CRM Pro,Software,10,6940,Salesperson_8,Asia,CRM
O-500818,2024-04-07,C-1696,201,POS Terminal,Hardware,17,11611,Salesperson_8,Asia,CRM
O-500819,2024-09-15,C-1783,101,CRM Pro,Software,3,2259,Salesperson_7,North America,CRM
O-500820,2024-11-19,C-1663,101,CRM Pro,Software,10,10460,Salesperson_4,Europe,CRM
O-500821,2024-06-27,C-1260,101,CRM Pro,Software,3,843,Salesperson_2,Europe,CRM
O-500822,2024-11-22,C-1181,201,POS Terminal,Hardware,12,7404,Salesperson_10,North America,CRM
O-500823,2024-09-23,C-1654,101,CRM Pro,Software,5,4760,Salesperson_3,Asia,CRM
O-500824,2023-12-30,C-2904,101,CRM Pro,Software,19,8778,Salesperson_7,Europe,CRM
O-500825,2023-10-28,C-2840,201,POS Terminal,Hardware,14,8358,Salesperson_10,Europe,CRM
O-500826,2024-06-05,C-1476,101,CRM Pro,Software,17,20995,Salesperson_10,North America,CRM
O-500827,2023-12-30,C-2703,201,POS Terminal,Hardware,3,2589,Salesperson_11,Asia,CRM
O-500828,2024-09-08,C-3362,102,Analytics Suite,Software,8,5000,Salesperson_7,Europe,CRM
O-500829,2024-09-14,C-3688,101,CRM Pro,Software,11,7546,Salesperson_6,North America,CRM
O-500830,2023-10-24,C-2878,101,CRM Pro,Software,11,13442,Salesperson_5,North America,CRM
O-500831,2023-01-05,C-3410,201,POS Terminal,Hardware,12,10356,Salesperson_5,North America,CRM
O-500832,2024-06-04,C-2560,101,CRM Pro,Software,20,23960,Salesperson_10,Europe,CRM
O-500833,2024-07-15,C-1540,201,POS Terminal,Hardware,3,1410,Salesperson_8,Asia,CRM
O-500834,2024-04-19,C-1837,101,CRM Pro,Software,14,15932,Salesperson_4,Europe,CRM
O-500835,2023-09-06,C-1097,101,CRM Pro,Software,11,11858,Salesperson_3,North America,CRM
O-500836,2023-06-11,C-3868,201,POS Terminal,Hardware,10,10490,Salesperson_1,Asia,CRM
O-500837,2024-11-08,C-2903,101,CRM Pro,Software,19,19323,Salesperson_9,Europe,CRM
O-500838,2023-04-12,C-3819,101,CRM Pro,Software,7,7672,Salesperson_1,Europe,CRM
O-500839,2024-04-22,C-2779,102,Analytics Suite,Software,5,2335,Salesperson_2,Asia,CRM
O-500840,2024-02-04,C-3785,201,POS Terminal,Hardware,7,8477,Salesperson_9,North America,CRM
O-500841,2024-04-12,C-1398,201,POS Terminal,Hardware,4,3108,Salesperson_2,Asia,CRM
O-500842,2024-12-31,C-3681,101,CRM Pro,Software,18,5238,Salesperson_9,Europe,CRM
O-500843,2024-12-01,C-2826,201,POS Terminal,Hardware,17,5287,Salesperson_8,Europe,CRM
O-500844,2023-08-04,C-3000,102,Analytics Suite,Software,10,10920,Salesperson_11,Asia,CRM
O-500845,2024-02-08,C-1770,201,POS Terminal,Hardware,2,808,Salesperson_9,Asia,CRM
O-500846,2024-04-30,C-2122,101,CRM Pro,Software,17,6715,Salesperson_4,Europe,CRM
O-500847,2023-12-01,C-3792,102,Analytics Suite,Software,12,15168,Salesperson_6,Asia,CRM
O-500848,2023-03-19,C-3028,101,CRM Pro,Software,20,10180,Salesperson_4,Asia,CRM
O-500849,2024-12-08,C-2311,201,POS Terminal,Hardware,9,10440,Salesperson_4,Asia,CRM
O-500850,2023-07-04,C-3370,102,Analytics Suite,Software,9,4086,Salesperson_5,Europe,CRM
O-500851,2024-12-12,C-2122,101,CRM Pro,Software,5,6085,Salesperson_4,Europe,CRM
O-500852,2023-09-21,C-3407,101,CRM Pro,Software,17,21063,Salesperson_7,Europe,CRM
O-500853,2023-03-21,C-2840,101,CRM Pro,Software,3,4239,Salesperson_4,North America,CRM
O-500854,2023-07-31,C-1443,201,POS Terminal,Hardware,12,10092,Salesperson_6,Asia,CRM
O-500855,2024-07-22,C-1246,102,Analytics Suite,Software,10,9080,Salesperson_6,Europe,CRM
O-500856,2024-08-27,C-3138,101,CRM Pro,Software,15,9765,Salesperson_10,Europe,CRM
O-500857,2024-10-30,C-1100,101,CRM Pro,Software,19,24548,Salesperson_7,Asia,CRM
O-500858,2023-01-29,C-1092,102,Analytics Suite,Software,20,8000,Salesperson_3,Asia,CRM
O-500859,2023-03-16,C-2190,101,CRM Pro,Software,1,1280,Salesperson_8,North America,CRM
O-500860,2023-02-08,C-1245,201,POS Terminal,Hardware,5,3855,Salesperson_1,Asia,CRM
O-500861,2024-10-31,C-2338,101,CRM Pro,Software,3,3519,Salesperson_3,North America,CRM
O-500862,2023-01-09,C-3855,102,Analytics Suite,Software,4,2800,Salesperson_1,Europe,CRM
O-500863,2023-12-31,C-2545,201,POS Terminal,Hardware,9,8694,Salesperson_11,North America,CRM
O-500864,2023-04-18,C-2599,201,POS Terminal,Hardware,8,10136,Salesperson_8,Asia,CRM
O-500865,2023-06-13,C-2807,201,POS Terminal,Hardware,4,2740,Salesperson_9,North America,CRM
O-500866,2024-03-06,C-1465,101,CRM Pro,Software,14,15750,Salesperson_8,Europe,CRM
O-500867,2024-06-21,C-3307,101,CRM Pro,Software,17,9248,Salesperson_4,Asia,CRM
O-500868,2023-12-19,C-3612,102,Analytics Suite,Software,14,16772,Salesperson_9,Asia,CRM
O-500869,2024-01-23,C-2618,102,Analytics Suite,Software,19,25612,Salesperson_7,Asia,CRM
O-500870,2024-01-09,C-1781,102,Analytics Suite,Software,14,8148,Salesperson_4,Asia,CRM
O-500871,2024-08-21,C-2633,101,CRM Pro,Software,2,962,Salesperson_6,North America,CRM
O-500872,2024-09-20,C-2269,101,CRM Pro,Software,4,5876,Salesperson_2,North America,CRM
O-500873,2023-11-09,C-3659,101,CRM Pro,Software,12,13452,Salesperson_2,North America,CRM
O-500874,2023-01-22,C-2704,201,POS Terminal,Hardware,4,1104,Salesperson_7,North America,CRM
O-500875,2024-11-11,C-2347,201,POS Terminal,Hardware,12,12384,Salesperson_10,Europe,CRM
O-500876,2024-01-17,C-1407,101,CRM Pro,Software,16,9888,Salesperson_7,North America,CRM
O-500877,2024-01-07,C-3534,201,POS Terminal,Hardware,8,3240,Salesperson_10,Europe,CRM
O-500878,2023-10-21,C-1519,101,CRM Pro,Software,14,12628,Salesperson_5,North America,CRM
O-500879,2023-01-06,C-2559,102,Analytics Suite,Software,8,6856,Salesperson_9,Europe,CRM
O-500880,2024-09-30,C-3622,102,Analytics Suite,Software,11,14553,Salesperson_9,Asia,CRM
O-500881,2024-03-01,C-3251,201,POS Terminal,Hardware,3,2298,Salesperson_3,Asia,CRM
O-500882,2023-10-31,C-2352,102,Analytics Suite,Software,16,9008,Salesperson_11,Asia,CRM
O-500883,2024-10-02,C-1165,101,CRM Pro,Software,2,1812,Salesperson_7,Asia,CRM
O-500884,2024-02-10,C-3562,201,POS Terminal,Hardware,3,2460,Salesperson_2,Europe,CRM
O-500885,2024-03-13,C-1332,102,Analytics Suite,Software,16,9856,Salesperson_4,Europe,CRM
O-500886,2024-11-20,C-1013,201,POS Terminal,Hardware,11,5610,Salesperson_9,Asia,CRM
O-500887,2024-03-31,C-3426,101,CRM Pro,Software,19,27208,Salesperson_10,Europe,CRM
O-500888,2024-01-05,C-3256,102,Analytics Suite,Software,2,908,Salesperson_8,Europe,CRM
O-500889,2024-01-22,C-1334,102,Analytics Suite,Software,2,2596,Salesperson_4,Asia,CRM
O-500890,2024-06-05,C-1317,101,CRM Pro,Software,11,5588,Salesperson_2,North America,CRM
O-500891,2024-10-22,C-3424,201,POS Terminal,Hardware,10,7670,Salesperson_3,Europe,CRM
O-500892,2024-10-28,C-1835,101,CRM Pro,Software,12,4536,Salesperson_4,Europe,CRM
O-500893,2023-11-03,C-2107,201,POS Terminal,Hardware,17,14773,Salesperson_7,Europe,CRM
O-500894,2023-04-24,C-3052,102,Analytics Suite,Software,5,6890,Salesperson_10,North America,CRM
O-500895,2024-07-24,C-1563,201,POS Terminal,Hardware,19,14516,Salesperson_3,Asia,CRM
O-500896,2023-04-28,C-3827,102,Analytics Suite,Software,1,254,Salesperson_4,North America,CRM
O-500897,2023-08-22,C-1987,101,CRM Pro,Software,14,4242,Salesperson_9,North America,CRM
O-500898,2023-11-12,C-3689,101,CRM Pro,Software,19,14516,Salesperson_11,Asia,CRM
O-500899,2024-02-20,C-1960,102,Analytics Suite,Software,14,3500,Salesperson_11,Asia,CRM
O-500900,2023-10-14,C-3877,101,CRM Pro,Software,2,830,Salesperson_10,Europe,CRM
O-500901,2023-01-21,C-2540,101,CRM Pro,Software,16,11520,Salesperson_2,North America,CRM
O-500902,2023-01-27,C-3790,201,POS Terminal,Hardware,19,27132,Salesperson_5,Europe,CRM
O-500903,2024-07-09,C-3468,201,POS Terminal,Hardware,13,13117,Salesperson_9,Asia,CRM
