order_id,order_date,product_id,product_name,category,units,revenue,currency,region,salesperson,stage
O-600633,2024-12-04,101,CRM Pro,Software,18,6506640,PKR,Pakistan,Salesperson_6,Won
O-600634,2023-03-15,201,POS Terminal,Hardware,13,1575600,JPY,Japan,Salesperson_1,Won
O-600635,2024-07-18,102,Analytics Suite,Software,6,6852,USD,North America,Salesperson_2,Won
O-600636,2024-11-09,201,POS Terminal,Hardware,9,1548450,JPY,Japan,Salesperson_6,Won
O-600637,2023-10-05,201,POS Terminal,Hardware,2,2454,EUR,Europe,Salesperson_1,Won
O-600638,2023-03-29,101,CRM Pro,Software,2,221760,PKR,Pakistan,Salesperson_8,Won
O-600639,2023-02-01,102,Analytics Suite,Software,6,250200,JPY,Japan,Salesperson_2,Won
O-600640,2023-06-30,201,POS Terminal,Hardware,5,6400,USD,North America,Salesperson_7,Won
O-600641,2023-01-25,102,Analytics Suite,Software,18,27522,GBP,UK,Salesperson_7,Won
O-600642,2024-09-02,101,CRM Pro,Software,14,3752,GBP,UK,Salesperson_8,Won
O-600643,2023-08-21,201,POS Terminal,Hardware,12,1118880,PKR,Pakistan,Salesperson_6,Won
O-600644,2023-01-12,101,CRM Pro,Software,17,19754,GBP,UK,Salesperson_9,Won
O-600645,2024-02-25,101,CRM Pro,Software,13,21736,USD,North America,Salesperson_4,Won
O-600646,2024-02-24,102,Analytics Suite,Software,15,15300,GBP,UK,Salesperson_7,Won
O-600647,2023-04-22,101,CRM Pro,Software,8,2504,GBP,UK,Salesperson_9,Won
O-600648,2023-12-17,201,POS Terminal,Hardware,20,4182000,JPY,Japan,Salesperson_4,Won
O-600649,2023-02-03,201,POS Terminal,Hardware,15,11490,GBP,UK,Salesperson_2,Won
O-600650,2023-01-29,201,POS Terminal,Hardware,8,3192,EUR,Europe,Salesperson_6,Won
O-600651,2024-02-26,102,Analytics Suite,Software,10,1803200,PKR,Pakistan,Salesperson_4,Won
O-600652,2024-05-28,201,POS Terminal,Hardware,17,12427,USD,North America,Salesperson_1,Won
O-600653,2024-09-15,201,POS Terminal,Hardware,8,7328,GBP,UK,Salesperson_5,Won
O-600654,2024-06-24,102,Analytics Suite,Software,3,531900,JPY,Japan,Salesperson_5,Won
O-600655,2023-06-26,201,POS Terminal,Hardware,11,750750,JPY,Japan,Salesperson_5,Won
O-600656,2023-12-29,101,CRM Pro,Software,6,1602,USD,North America,Salesperson_7,Won
O-600657,2023-02-04,201,POS Terminal,Hardware,17,2522800,PKR,Pakistan,Salesperson_8,Won
O-600658,2024-11-10,102,Analytics Suite,Software,13,20176,GBP,UK,Salesperson_1,Won
O-600659,2023-05-14,201,POS Terminal,Hardware,12,3425400,JPY,Japan,Salesperson_9,Won
O-600660,2023-10-24,101,CRM Pro,Software,15,20400,GBP,UK,Salesperson_2,Won
O-600661,2023-10-08,102,Analytics Suite,Software,18,12312,USD,North America,Salesperson_3,Won
O-600662,2023-11-03,102,Analytics Suite,Software,16,3410400,JPY,Japan,Salesperson_5,Won
O-600663,2023-09-25,101,CRM Pro,Software,8,394800,JPY,Japan,Salesperson_7,Won
O-600664,2023-02-13,201,POS Terminal,Hardware,12,15624,GBP,UK,Salesperson_2,Won
O-600665,2023-10-20,101,CRM Pro,Software,2,1538,EUR,Europe,Salesperson_9,Won
O-600666,2023-09-15,101,CRM Pro,Software,6,11592,USD,North America,Salesperson_7,Won
O-600667,2024-06-19,201,POS Terminal,Hardware,4,351680,PKR,Pakistan,Salesperson_9,Won
O-600668,2023-04-04,201,POS Terminal,Hardware,11,4466,USD,North America,Salesperson_1,Won
O-600669,2024-06-18,102,Analytics Suite,Software,8,5776,USD,North America,Salesperson_1,Won
O-600670,2024-03-29,102,Analytics Suite,Software,16,2167200,JPY,Japan,Salesperson_1,Won
O-600671,2023-02-13,201,POS Terminal,Hardware,2,1432,GBP,UK,Salesperson_4,Won
O-600672,2024-10-17,101,CRM Pro,Software,12,19644,USD,North America,Salesperson_1,Won
O-600673,2023-12-18,102,Analytics Suite,Software,11,11616,USD,North America,Salesperson_5,Won
O-600674,2024-03-14,201,POS Terminal,Hardware,13,3257800,PKR,Pakistan,Salesperson_2,Won
O-600675,2024-06-06,102,Analytics Suite,Software,4,5888,EUR,Europe,Salesperson_1,Won
O-600676,2024-05-02,201,POS Terminal,Hardware,5,2550,GBP,UK,Salesperson_6,Won
O-600677,2023-03-18,102,Analytics Suite,Software,1,411320,PKR,Pakistan,Salesperson_8,Won
O-600678,2023-08-12,102,Analytics Suite,Software,7,6181,EUR,Europe,Salesperson_9,Won
O-600679,2024-06-10,102,Analytics Suite,Software,10,3074400,PKR,Pakistan,Salesperson_1,Won
O-600680,2024-11-17,101,CRM Pro,Software,3,1182,GBP,UK,Salesperson_7,Won
O-600681,2024-05-20,101,CRM Pro,Software,9,8172,GBP,UK,Salesperson_2,Won
O-600682,2024-09-29,102,Analytics Suite,Software,6,780300,JPY,Japan,Salesperson_8,Won
O-600683,2024-09-27,101,CRM Pro,Software,1,475,USD,North America,Salesperson_4,Won
O-600684,2024-10-11,101,CRM Pro,Software,17,8820280,PKR,Pakistan,Salesperson_4,Won
O-600685,2024-01-04,201,POS Terminal,Hardware,13,10413,EUR,Europe,Salesperson_2,Won
O-600686,2023-04-06,102,Analytics Suite,Software,15,19560,GBP,UK,Salesperson_5,Won
O-600687,2023-10-15,201,POS Terminal,Hardware,8,2152640,PKR,Pakistan,Salesperson_4,Won
O-600688,2024-08-02,101,CRM Pro,Software,14,12572,EUR,Europe,Salesperson_8,Won
O-600689,2024-11-10,201,POS Terminal,Hardware,11,1937320,PKR,Pakistan,Salesperson_1,Won
O-600690,2024-04-08,201,POS Terminal,Hardware,14,16506,EUR,Europe,Salesperson_1,Won
O-600691,2023-10-22,101,CRM Pro,Software,7,1388100,JPY,Japan,Salesperson_3,Won
O-600692,2023-08-12,201,POS Terminal,Hardware,12,5658240,PKR,Pakistan,Salesperson_8,Won
O-600693,2024-09-21,102,Analytics Suite,Software,6,4194,USD,North America,Salesperson_7,Won
O-600694,2023-09-19,102,Analytics Suite,Software,16,25360,EUR,Europe,Salesperson_5,Won
O-600695,2024-05-05,201,POS Terminal,Hardware,4,1856,GBP,UK,Salesperson_4,Won
O-600696,2024-05-11,102,Analytics Suite,Software,7,4046,EUR,Europe,Salesperson_5,Won
O-600697,2024-12-07,101,CRM Pro,Software,17,13804,EUR,Europe,Salesperson_3,Won
O-600698,2023-02-18,101,CRM Pro,Software,8,6864,USD,North America,Salesperson_9,Won
O-600699,2023-02-28,201,POS Terminal,Hardware,18,4198320,PKR,Pakistan,Salesperson_4,Won
O-600700,2023-07-24,201,POS Terminal,Hardware,12,8376,EUR,Europe,Salesperson_9,Won
O-600701,2024-05-15,102,Analytics Suite,Software,14,1449000,JPY,Japan,Salesperson_1,Won
O-600702,2024-09-18,201,POS Terminal,Hardware,15,6930000,PKR,Pakistan,Salesperson_5,Won
O-600703,2024-07-10,102,Analytics Suite,Software,6,11838,USD,North America,Salesperson_2,Won
O-600704,2023-08-24,201,POS Terminal,Hardware,18,858600,JPY,Japan,Salesperson_2,Won
O-600705,2024-12-25,101,CRM Pro,Software,10,1052800,PKR,Pakistan,Salesperson_4,Won
O-600706,2024-07-26,102,Analytics Suite,Software,6,1158300,JPY,Japan,Salesperson_7,Won
O-600707,2023-09-07,101,CRM Pro,Software,12,1135800,JPY,Japan,Salesperson_6,Won
O-600708,2024-11-18,101,CRM Pro,Software,16,1120000,PKR,Pakistan,Salesperson_4,Won
O-600709,2023-08-26,201,POS Terminal,Hardware,5,821250,JPY,Japan,Salesperson_9,Won
O-600710,2023-03-06,201,POS Terminal,Hardware,8,933600,JPY,Japan,Salesperson_9,Won
O-600711,2024-07-28,102,Analytics Suite,Software,10,3520,USD,North America,Salesperson_2,Won
O-600712,2023-08-23,101,CRM Pro,Software,5,5220,GBP,UK,Salesperson_1,Won
O-600713,2023-10-01,102,Analytics Suite,Software,10,4841200,PKR,Pakistan,Salesperson_7,Won
O-600714,2023-08-02,102,Analytics Suite,Software,12,1686600,JPY,Japan,Salesperson_5,Won
O-600715,2024-02-07,201,POS Terminal,Hardware,6,485520,PKR,Pakistan,Salesperson_1,Won
O-600716,2023-01-18,201,POS Terminal,Hardware,11,17050,GBP,UK,Salesperson_2,Won
O-600717,2023-09-02,101,CRM Pro,Software,1,912,EUR,Europe,Salesperson_7,Won
O-600718,2023-01-01,102,Analytics Suite,Software,10,1260000,JPY,Japan,Salesperson_6,Won
O-600719,2024-06-08,201,POS Terminal,Hardware,9,1634850,JPY,Japan,Salesperson_4,Won
O-600720,2024-08-12,101,CRM Pro,Software,9,13500,GBP,UK,Salesperson_9,Won
O-600721,2024-11-12,201,POS Terminal,Hardware,20,26660,USD,North America,Salesperson_3,Won
O-600722,2023-02-08,201,POS Terminal,Hardware,19,10464440,PKR,Pakistan,Salesperson_3,Won
O-600723,2024-04-26,101,CRM Pro,Software,6,7566,EUR,Europe,Salesperson_5,Won
O-600724,2024-09-13,102,Analytics Suite,Software,2,1548,GBP,UK,Salesperson_4,Won
O-600725,2024-08-19,101,CRM Pro,Software,11,2432100,JPY,Japan,Salesperson_2,Won
O-600726,2024-07-03,201,POS Terminal,Hardware,15,2440200,PKR,Pakistan,Salesperson_8,Won
O-600727,2023-09-08,101,CRM Pro,Software,6,3906,EUR,Europe,Salesperson_8,Won
O-600728,2024-10-31,101,CRM Pro,Software,18,14832,USD,North America,Salesperson_4,Won
O-600729,2024-04-03,201,POS Terminal,Hardware,10,16980,EUR,Europe,Salesperson_3,Won
O-600730,2024-03-12,101,CRM Pro,Software,9,9423,GBP,UK,Salesperson_3,Won
O-600731,2023-09-12,102,Analytics Suite,Software,10,3214400,PKR,Pakistan,Salesperson_4,Won
O-600732,2024-04-11,201,POS Terminal,Hardware,13,16055,EUR,Europe,Salesperson_5,Won
O-600733,2023-06-08,102,Analytics Suite,Software,1,143640,PKR,Pakistan,Salesperson_2,Won
O-600734,2024-07-28,101,CRM Pro,Software,18,17676,USD,North America,Salesperson_2,Won
O-600735,2023-04-28,201,POS Terminal,Hardware,20,23360,GBP,UK,Salesperson_7,Won
O-600736,2023-02-13,201,POS Terminal,Hardware,12,5355840,PKR,Pakistan,Salesperson_4,Won
O-600737,2023-08-21,201,POS Terminal,Hardware,5,1929200,PKR,Pakistan,Salesperson_4,Won
O-600738,2023-02-24,101,CRM Pro,Software,9,1977750,JPY,Japan,Salesperson_9,Won
O-600739,2023-02-28,102,Analytics Suite,Software,17,15878,EUR,Europe,Salesperson_1,Won
O-600740,2024-08-30,101,CRM Pro,Software,4,3932,GBP,UK,Salesperson_1,Won
O-600741,2023-10-23,201,POS Terminal,Hardware,9,16623,EUR,Europe,Salesperson_1,Won
O-600742,2023-06-17,201,POS Terminal,Hardware,2,1622,GBP,UK,Salesperson_9,Won
O-600743,2024-02-28,101,CRM Pro,Software,7,7154,GBP,UK,Salesperson_3,Won
O-600744,2024-01-15,201,POS Terminal,Hardware,9,16245,USD,North America,Salesperson_6,Won
O-600745,2024-12-20,201,POS Terminal,Hardware,16,8848,GBP,UK,Salesperson_8,Won
O-600746,2024-09-05,102,Analytics Suite,Software,20,5919000,JPY,Japan,Salesperson_9,Won
O-600747,2024-05-17,101,CRM Pro,Software,13,1128400,PKR,Pakistan,Salesperson_7,Won
O-600748,2024-12-11,201,POS Terminal,Hardware,17,7344,EUR,Europe,Salesperson_6,Won
O-600749,2024-04-20,101,CRM Pro,Software,3,3870,GBP,UK,Salesperson_1,Won
O-600750,2023-05-07,102,Analytics Suite,Software,11,2400750,JPY,Japan,Salesperson_2,Won
O-600751,2023-06-30,201,POS Terminal,Hardware,14,10584,EUR,Europe,Salesperson_2,Won
O-600752,2023-07-23,201,POS Terminal,Hardware,17,27251,USD,North America,Salesperson_5,Won
O-600753,2024-06-24,201,POS Terminal,Hardware,8,1602000,JPY,Japan,Salesperson_8,Won
O-600754,2024-03-08,201,POS Terminal,Hardware,5,4535,USD,North America,Salesperson_8,Won
O-600755,2023-04-15,102,Analytics Suite,Software,10,5390000,PKR,Pakistan,Salesperson_2,Won
O-600756,2023-05-13,102,Analytics Suite,Software,8,12928,USD,North America,Salesperson_2,Won
O-600757,2023-07-02,102,Analytics Suite,Software,8,3803520,PKR,Pakistan,Salesperson_2,Won
O-600758,2024-05-17,101,CRM Pro,Software,4,835520,PKR,Pakistan,Salesperson_3,Won
O-600759,2024-08-14,102,Analytics Suite,Software,16,13888,EUR,Europe,Salesperson_1,Won
O-600760,2024-10-03,101,CRM Pro,Software,18,24138,EUR,Europe,Salesperson_1,Won
O-600761,2023-09-15,201,POS Terminal,Hardware,6,8436,GBP,UK,Salesperson_1,Won
O-600762,2024-12-28,102,Analytics Suite,Software,2,788,USD,North America,Salesperson_6,Won
O-600763,2024-08-29,201,POS Terminal,Hardware,13,3822,GBP,UK,Salesperson_6,Won
O-600764,2023-07-11,201,POS Terminal,Hardware,9,1764,GBP,UK,Salesperson_9,Won
O-600765,2023-05-28,101,CRM Pro,Software,8,3176,EUR,Europe,Salesperson_9,Won
O-600766,2023-12-21,102,Analytics Suite,Software,9,11340,EUR,Europe,Salesperson_3,Won
O-600767,2023-04-22,101,CRM Pro,Software,3,515700,JPY,Japan,Salesperson_8,Won
O-600768,2023-07-08,102,Analytics Suite,Software,11,4191,GBP,UK,Salesperson_1,Won
O-600769,2023-10-03,101,CRM Pro,Software,16,5519360,PKR,Pakistan,Salesperson_9,Won
O-600770,2023-12-27,102,Analytics Suite,Software,3,1494,EUR,Europe,Salesperson_3,Won
O-600771,2023-01-02,102,Analytics Suite,Software,17,15963,GBP,UK,Salesperson_7,Won
O-600772,2024-05-31,101,CRM Pro,Software,14,14980,EUR,Europe,Salesperson_8,Won
O-600773,2024-05-08,201,POS Terminal,Hardware,19,4668300,JPY,Japan,Salesperson_7,Won
O-600774,2024-12-04,102,Analytics Suite,Software,5,8290,EUR,Europe,Salesperson_8,Won
O-600775,2024-10-21,201,POS Terminal,Hardware,5,1805,EUR,Europe,Salesperson_7,Won
O-600776,2024-07-29,101,CRM Pro,Software,11,11165,GBP,UK,Salesperson_1,Won
O-600777,2023-08-19,102,Analytics Suite,Software,15,28830,USD,North America,Salesperson_7,Won
O-600778,2024-11-13,102,Analytics Suite,Software,1,610,GBP,UK,Salesperson_8,Won
O-600779,2023-11-11,201,POS Terminal,Hardware,1,186300,JPY,Japan,Salesperson_6,Won
O-600780,2024-03-08,101,CRM Pro,Software,8,11928,USD,North America,Salesperson_8,Won
O-600781,2023-06-23,101,CRM Pro,Software,3,439200,JPY,Japan,Salesperson_7,Won
O-600782,2024-08-09,102,Analytics Suite,Software,17,3409350,JPY,Japan,Salesperson_4,Won
O-600783,2023-05-07,201,POS Terminal,Hardware,20,5274000,JPY,Japan,Salesperson_2,Won
O-600784,2023-01-19,101,CRM Pro,Software,10,652400,PKR,Pakistan,Salesperson_8,Won
O-600785,2023-12-02,102,Analytics Suite,Software,20,3846000,JPY,Japan,Salesperson_9,Won
O-600786,2024-06-29,201,POS Terminal,Hardware,17,8882160,PKR,Pakistan,Salesperson_8,Won
O-600787,2023-07-14,101,CRM Pro,Software,4,6848,EUR,Europe,Salesperson_7,Won
O-600788,2023-08-01,102,Analytics Suite,Software,1,1642,EUR,Europe,Salesperson_9,Won
O-600789,2024-05-24,101,CRM Pro,Software,2,2666,GBP,UK,Salesperson_7,Won
O-600790,2023-04-01,201,POS Terminal,Hardware,6,8244,USD,North America,Salesperson_5,Won
O-600791,2023-10-07,102,Analytics Suite,Software,11,15829,GBP,UK,Salesperson_2,Won
O-600792,2024-01-16,201,POS Terminal,Hardware,10,2486400,PKR,Pakistan,Salesperson_2,Won
O-600793,2023-02-09,101,CRM Pro,Software,10,10800,USD,North America,Salesperson_2,Won
O-600794,2023-06-23,102,Analytics Suite,Software,6,3642,EUR,Europe,Salesperson_7,Won
O-600795,2024-04-22,102,Analytics Suite,Software,13,20631,EUR,Europe,Salesperson_6,Won
O-600796,2024-06-07,102,Analytics Suite,Software,13,25961,USD,North America,Salesperson_4,Won
O-600797,2023-06-01,201,POS Terminal,Hardware,6,774000,JPY,Japan,Salesperson_3,Won
O-600798,2023-09-26,101,CRM Pro,Software,14,7504,EUR,Europe,Salesperson_4,Won
O-600799,2023-09-03,102,Analytics Suite,Software,5,1145,USD,North America,Salesperson_2,Won
O-600800,2023-08-29,201,POS Terminal,Hardware,1,530,USD,North America,Salesperson_5,Won
O-600801,2023-06-30,201,POS Terminal,Hardware,11,12232,EUR,Europe,Salesperson_3,Won
O-600802,2023-01-02,102,Analytics Suite,Software,19,19190,GBP,UK,Salesperson_3,Won
O-600803,2024-12-25,102,Analytics Suite,Software,12,12996,EUR,Europe,Salesperson_3,Won
O-600804,2023-03-25,101,CRM Pro,Software,2,531600,JPY,Japan,Salesperson_6,Won
O-600805,2023-12-09,201,POS Terminal,Hardware,18,9162,EUR,Europe,Salesperson_8,Won
O-600806,2024-10-21,201,POS Terminal,Hardware,7,3192,USD,North America,Salesperson_2,Won
O-600807,2023-11-06,201,POS Terminal,Hardware,6,962640,PKR,Pakistan,Salesperson_7,Won
O-600808,2023-08-26,101,CRM Pro,Software,3,812280,PKR,Pakistan,Salesperson_7,Won
O-600809,2024-11-25,101,CRM Pro,Software,18,8799840,PKR,Pakistan,Salesperson_2,Won
O-600810,2023-12-22,102,Analytics Suite,Software,6,1710240,PKR,Pakistan,Salesperson_3,Won
O-600811,2023-07-13,101,CRM Pro,Software,11,1114960,PKR,Pakistan,Salesperson_2,Won
O-600812,2024-12-22,201,POS Terminal,Hardware,20,5601000,JPY,Japan,Salesperson_5,Won
O-600813,2024-05-27,201,POS Terminal,Hardware,20,5469000,JPY,Japan,Salesperson_5,Won
O-600814,2024-05-18,102,Analytics Suite,Software,13,22295,EUR,Europe,Salesperson_4,Won
O-600815,2023-08-06,102,Analytics Suite,Software,12,2184,GBP,UK,Salesperson_4,Won
O-600816,2024-06-20,101,CRM Pro,Software,13,6359080,PKR,Pakistan,Salesperson_3,Won
O-600817,2024-01-17,201,POS Terminal,Hardware,7,1372,GBP,UK,Salesperson_4,Won
O-600818,2024-09-06,201,POS Terminal,Hardware,12,1090800,JPY,Japan,Salesperson_1,Won
O-600819,2023-05-06,201,POS Terminal,Hardware,1,461,EUR,Europe,Salesperson_5,Won
O-600820,2023-05-19,102,Analytics Suite,Software,2,987280,PKR,Pakistan,Salesperson_4,Won
O-600821,2024-04-11,102,Analytics Suite,Software,11,9141,GBP,UK,Salesperson_4,Won
O-600822,2023-10-21,201,POS Terminal,Hardware,18,4093200,JPY,Japan,Salesperson_1,Won
O-600823,2023-07-12,201,POS Terminal,Hardware,1,233520,PKR,Pakistan,Salesperson_7,Won
O-600824,2024-09-27,201,POS Terminal,Hardware,5,947800,PKR,Pakistan,Salesperson_2,Won
O-600825,2023-09-15,102,Analytics Suite,Software,17,24072,GBP,UK,Salesperson_5,Won
O-600826,2023-12-26,101,CRM Pro,Software,14,4159120,PKR,Pakistan,Salesperson_3,Won
O-600827,2023-03-03,101,CRM Pro,Software,17,2018240,PKR,Pakistan,Salesperson_6,Won
O-600828,2024-02-13,201,POS Terminal,Hardware,3,4143,USD,North America,Salesperson_4,Won
O-600829,2023-07-22,102,Analytics Suite,Software,19,4479440,PKR,Pakistan,Salesperson_1,Won
O-600830,2023-05-30,102,Analytics Suite,Software,9,5076,GBP,UK,Salesperson_2,Won
O-600831,2023-12-29,102,Analytics Suite,Software,7,1594950,JPY,Japan,Salesperson_5,Won
O-600832,2024-03-12,102,Analytics Suite,Software,19,5928,USD,North America,Salesperson_8,Won
O-600833,2024-03-03,101,CRM Pro,Software,3,1353,USD,North America,Salesperson_1,Won
O-600834,2024-10-23,201,POS Terminal,Hardware,9,11529,USD,North America,Salesperson_6,Won
O-600835,2024-11-11,101,CRM Pro,Software,17,1869150,JPY,Japan,Salesperson_3,Won
O-600836,2023-05-06,201,POS Terminal,Hardware,13,13351,USD,North America,Salesperson_8,Won
O-600837,2024-09-01,201,POS Terminal,Hardware,19,25897,GBP,UK,Salesperson_5,Won
O-600838,2023-06-17,101,CRM Pro,Software,6,6384,EUR,Europe,Salesperson_5,Won
O-600839,2024-07-02,102,Analytics Suite,Software,1,274,EUR,Europe,Salesperson_7,Won
O-600840,2024-02-01,201,POS Terminal,Hardware,8,15312,USD,North America,Salesperson_8,Won
O-600841,2024-05-19,102,Analytics Suite,Software,7,1687,USD,North America,Salesperson_6,Won
O-600842,2024-10-10,102,Analytics Suite,Software,12,21420,EUR,Europe,Salesperson_4,Won
O-600843,2024-05-06,201,POS Terminal,Hardware,14,4760,GBP,UK,Salesperson_5,Won
O-600844,2023-07-26,102,Analytics Suite,Software,20,14900,EUR,Europe,Salesperson_6,Won
O-600845,2024-03-25,102,Analytics Suite,Software,13,7475,USD,North America,Salesperson_9,Won
O-600846,2024-10-14,102,Analytics Suite,Software,15,1150800,PKR,Pakistan,Salesperson_7,Won
O-600847,2024-04-25,201,POS Terminal,Hardware,2,568800,JPY,Japan,Salesperson_1,Won
O-600848,2024-08-07,201,POS Terminal,Hardware,13,18096,EUR,Europe,Salesperson_1,Won
O-600849,2024-05-03,101,CRM Pro,Software,14,27160,USD,North America,Salesperson_6,Won
O-600850,2024-07-27,201,POS Terminal,Hardware,5,3320,USD,North America,Salesperson_1,Won
O-600851,2024-09-13,201,POS Terminal,Hardware,16,6796160,PKR,Pakistan,Salesperson_3,Won
O-600852,2023-07-11,101,CRM Pro,Software,20,14540,USD,North America,Salesperson_9,Won
O-600853,2023-09-22,101,CRM Pro,Software,8,4944,USD,North America,Salesperson_6,Won
O-600854,2024-09-11,201,POS Terminal,Hardware,1,166950,JPY,Japan,Salesperson_1,Won
O-600855,2023-10-15,102,Analytics Suite,Software,2,1568,GBP,UK,Salesperson_9,Won
O-600856,2023-02-05,101,CRM Pro,Software,18,13050,EUR,Europe,Salesperson_5,Won
O-600857,2024-06-03,102,Analytics Suite,Software,9,1890000,JPY,Japan,Salesperson_6,Won
O-600858,2024-10-19,102,Analytics Suite,Software,6,3384,GBP,UK,Salesperson_1,Won
O-600859,2024-04-18,102,Analytics Suite,Software,13,9204,GBP,UK,Salesperson_5,Won
O-600860,2023-01-16,201,POS Terminal,Hardware,18,5443200,PKR,Pakistan,Salesperson_8,Won
O-600861,2024-05-13,101,CRM Pro,Software,16,31248,USD,North America,Salesperson_6,Won
O-600862,2024-06-16,201,POS Terminal,Hardware,14,7784,EUR,Europe,Salesperson_4,Won
O-600863,2024-08-03,101,CRM Pro,Software,2,1184,EUR,Europe,Salesperson_7,Won
O-600864,2024-01-29,201,POS Terminal,Hardware,9,8199,USD,North America,Salesperson_1,Won
O-600865,2024-09-29,102,Analytics Suite,Software,10,12470,USD,North America,Salesperson_5,Won
O-600866,2024-06-05,102,Analytics Suite,Software,10,11660,USD,North America,Salesperson_2,Won
O-600867,2023-06-29,102,Analytics Suite,Software,5,3240,EUR,Europe,Salesperson_3,Won
O-600868,2023-11-09,201,POS Terminal,Hardware,7,1509200,PKR,Pakistan,Salesperson_3,Won
O-600869,2023-09-21,102,Analytics Suite,Software,2,248640,PKR,Pakistan,Salesperson_2,Won
O-600870,2023-06-21,101,CRM Pro,Software,13,5538,GBP,UK,Salesperson_8,Won
O-600871,2024-07-29,102,Analytics Suite,Software,1,823,EUR,Europe,Salesperson_9,Won
O-600872,2024-03-27,102,Analytics Suite,Software,20,7453600,PKR,Pakistan,Salesperson_6,Won
O-600873,2023-03-18,101,CRM Pro,Software,20,789000,JPY,Japan,Salesperson_3,Won
O-600874,2023-10-13,201,POS Terminal,Hardware,4,1020320,PKR,Pakistan,Salesperson_2,Won
O-600875,2023-07-27,102,Analytics Suite,Software,14,14896,GBP,UK,Salesperson_2,Won
O-600876,2024-02-13,101,CRM Pro,Software,6,7410,GBP,UK,Salesperson_1,Won
O-600877,2024-12-27,101,CRM Pro,Software,9,3979080,PKR,Pakistan,Salesperson_8,Won
O-600878,2024-04-28,201,POS Terminal,Hardware,3,3027,GBP,UK,Salesperson_4,Won
O-600879,2024-06-15,201,POS Terminal,Hardware,12,9276,GBP,UK,Salesperson_1,Won
O-600880,2024-07-18,102,Analytics Suite,Software,3,1311240,PKR,Pakistan,Salesperson_3,Won
O-600881,2023-10-24,101,CRM Pro,Software,4,7056,USD,North America,Salesperson_6,Won
O-600882,2024-04-01,101,CRM Pro,Software,8,2703680,PKR,Pakistan,Salesperson_4,Won
O-600883,2024-12-28,201,POS Terminal,Hardware,2,289500,JPY,Japan,Salesperson_5,Won
O-600884,2023-08-22,201,POS Terminal,Hardware,15,3379500,JPY,Japan,Salesperson_3,Won
O-600885,2024-01-31,101,CRM Pro,Software,19,752400,JPY,Japan,Salesperson_2,Won
O-600886,2024-06-02,101,CRM Pro,Software,17,9467640,PKR,Pakistan,Salesperson_7,Won
O-600887,2024-09-04,101,CRM Pro,Software,2,69000,JPY,Japan,Salesperson_8,Won
O-600888,2024-04-02,101,CRM Pro,Software,20,36080,EUR,Europe,Salesperson_6,Won
O-600889,2023-12-13,101,CRM Pro,Software,13,2664480,PKR,Pakistan,Salesperson_7,Won
O-600890,2023-08-29,102,Analytics Suite,Software,20,7571200,PKR,Pakistan,Salesperson_9,Won
O-600891,2024-09-04,102,Analytics Suite,Software,2,538,EUR,Europe,Salesperson_5,Won
O-600892,2023-02-11,201,POS Terminal,Hardware,1,1248,GBP,UK,Salesperson_4,Won
O-600893,2023-04-18,201,POS Terminal,Hardware,15,6052200,PKR,Pakistan,Salesperson_4,Won
O-600894,2023-01-20,201,POS Terminal,Hardware,5,385500,JPY,Japan,Salesperson_5,Won
O-600895,2023-07-22,102,Analytics Suite,Software,16,3084000,JPY,Japan,Salesperson_8,Won
O-600896,2024-08-26,201,POS Terminal,Hardware,18,7218,EUR,Europe,Salesperson_6,Won
O-600897,2024-08-29,201,POS Terminal,Hardware,3,527850,JPY,Japan,Salesperson_5,Won
O-600898,2024-04-23,102,Analytics Suite,Software,13,5057,USD,North America,Salesperson_4,Won
O-600899,2024-07-12,101,CRM Pro,Software,2,180900,JPY,Japan,Salesperson_1,Won
O-600900,2024-02-07,102,Analytics Suite,Software,4,6116,EUR,Europe,Salesperson_5,Won
O-600901,2024-03-19,101,CRM Pro,Software,19,11799,USD,North America,Salesperson_4,Won
O-600902,2024-03-15,102,Analytics Suite,Software,19,7527800,PKR,Pakistan,Salesperson_7,Won
O-600903,2023-03-02,201,POS Terminal,Hardware,9,10521,EUR,Europe,Salesperson_9,Won
O-600904,2024-06-24,102,Analytics Suite,Software,7,10024,USD,North America,Salesperson_7,Won
O-600905,2024-02-23,101,CRM Pro,Software,1,197400,PKR,Pakistan,Salesperson_9,Won
O-600906,2023-01-13,201,POS Terminal,Hardware,8,3984,EUR,Europe,Salesperson_3,Won
O-600907,2023-01-06,102,Analytics Suite,Software,9,2709,GBP,UK,Salesperson_3,Won
O-600908,2023-01-26,101,CRM Pro,Software,1,1114,GBP,UK,Salesperson_3,Won
O-600909,2023-10-23,101,CRM Pro,Software,19,26790,USD,North America,Salesperson_5,Won
O-600910,2023-12-16,102,Analytics Suite,Software,11,752400,JPY,Japan,Salesperson_1,Won
O-600911,2024-05-09,201,POS Terminal,Hardware,20,27520,EUR,Europe,Salesperson_5,Won
O-600912,2023-10-17,201,POS Terminal,Hardware,19,11153,USD,North America,Salesperson_3,Won
O-600913,2024-05-13,102,Analytics Suite,Software,8,10672,USD,North America,Salesperson_6,Won
O-600914,2024-06-18,101,CRM Pro,Software,4,1638560,PKR,Pakistan,Salesperson_2,Won
O-600915,2023-02-07,102,Analytics Suite,Software,2,636,GBP,UK,Salesperson_6,Won
