order_id,opportunity_id,customer_id,lead_date,close_date,order_date,revenue,units,product_id,product_name,category,salesperson,region,channel,stage,is_returning
O-100350,OPP-200350,C-4120,2023-03-14,2023-03-25,2023-03-25,3824.0,,102,Analytics Suite,Software,Salesperson_7,Europe,,Lead,True
O-100351,OPP-200351,C-2050,2024-06-23,2024-06-30,2024-06-30,4497.0,3.0,103,Sales Booster,Software,Salesperson_6,North America,Outbound,Won,False
O-100352,OPP-200352,C-2514,2024-09-18,2024-10-08,2024-10-08,6310.0,10.0,101,CRM Pro,Software,,Asia,Outbound,Lead,False
O-100353,OPP-200353,C-3318,2024-04-12,2024-05-05,2024-05-05,2064.0,2.0,201,POS Terminal,Hardware,Salesperson_6,Asia,Outbound,Lost,True
O-100354,OPP-200354,C-1483,2023-07-29,2023-08-07,2023-08-07,,,103,Sales Booster,Software,Salesperson_7,Asia,,Qualified,
O-100355,OPP-200355,C-3448,2024-01-25,2024-01-31,2024-01-31,,4.0,101,CRM Pro,Software,Salesperson_7,Europe,Inbound,Won,True
O-100356,OPP-200356,C-4551,2024-09-30,,,12857.0,,102,Analytics Suite,Software,Salesperson_10,Asia,,Lost,True
O-100357,OPP-200357,C-1818,2023-03-04,2023-03-16,2023-03-16,5450.0,5.0,201,POS Terminal,Hardware,Salesperson_7,Asia,,Lost,False
O-100358,OPP-200358,C-3593,2024-09-13,,,,15.0,102,Analytics Suite,Software,Salesperson_8,Europe,Partner,Lost,
O-100359,OPP-200359,C-2934,2024-04-09,2024-04-23,2024-04-23,,4.0,103,Sales Booster,Software,,North America,Partner,Lead,
O-100360,OPP-200360,C-1462,2024-08-14,2024-09-05,2024-09-05,375.0,3.0,103,Sales Booster,Software,Salesperson_6,North America,Partner,Qualified,True
O-100361,OPP-200361,C-2190,2023-03-29,,,,11.0,102,Analytics Suite,Software,Salesperson_9,Europe,Inbound,Lost,True
O-100362,OPP-200362,C-2037,2023-04-17,2023-05-03,2023-05-03,10785.0,15.0,101,CRM Pro,Software,Salesperson_1,North America,Inbound,Lead,True
O-100363,OPP-200363,C-1345,2024-10-19,2024-11-03,2024-11-03,3336.0,6.0,201,POS Terminal,Hardware,Salesperson_8,Asia,Inbound,Lead,False
O-100364,OPP-200364,C-4376,2023-07-14,2023-07-30,2023-07-30,5180.0,7.0,101,CRM Pro,Software,Salesperson_10,Europe,Inbound,Qualified,False
O-100365,OPP-200365,C-1721,2023-05-25,2023-06-11,2023-06-11,8340.0,10.0,101,CRM Pro,Software,Salesperson_9,North America,Outbound,Qualified,
O-100366,OPP-200366,C-3708,2023-04-21,2023-05-14,2023-05-14,1648.0,8.0,103,Sales Booster,Software,Salesperson_5,North America,Outbound,Won,False
,OPP-200367,C-2380,2023-09-24,,,,6.0,102,Analytics Suite,Software,Salesperson_3,Asia,Inbound,Lead,False
O-100368,OPP-200368,C-4800,2024-12-12,2024-12-18,2024-12-18,4872.0,,102,Analytics Suite,Software,Salesperson_10,North America,,Lost,True
O-100369,OPP-200369,C-1074,2024-07-25,,,,14.0,103,Sales Booster,Software,Salesperson_2,Europe,Outbound,Qualified,True
O-100370,OPP-200370,C-4737,2024-08-22,2024-08-31,2024-08-31,3512.0,4.0,103,Sales Booster,Software,Salesperson_5,Asia,Partner,Lead,
O-100371,OPP-200371,C-4945,2024-03-29,2024-04-23,2024-04-23,3700.0,5.0,201,POS Terminal,Hardware,Salesperson_5,Asia,,Won,True
,OPP-200372,C-2494,2024-08-07,2024-08-15,2024-08-15,,15.0,101,CRM Pro,Software,Salesperson_4,North America,Partner,Lead,True
O-100373,OPP-200373,C-3422,2023-01-16,,,5049.0,11.0,201,POS Terminal,Hardware,Salesperson_7,Europe,Inbound,Lost,False
O-100374,OPP-200374,C-4514,2023-08-19,2023-09-05,2023-09-05,,8.0,201,POS Terminal,Hardware,Salesperson_2,Europe,Partner,Lead,False
O-100375,OPP-200375,C-4330,2023-07-06,2023-07-17,2023-07-17,1190.0,1.0,103,Sales Booster,Software,Salesperson_4,North America,Inbound,Won,False
,OPP-200376,C-4867,2024-04-17,2024-05-01,2024-05-01,5401.0,11.0,201,POS Terminal,Hardware,Salesperson_3,Europe,Outbound,Qualified,False
O-100377,OPP-200377,C-3620,2024-08-30,2024-09-06,,4552.0,4.0,102,Analytics Suite,Software,,Asia,Partner,Won,False
O-100378,OPP-200378,C-2157,2023-05-29,,,8379.0,7.0,101,CRM Pro,Software,Salesperson_1,North America,,Lead,False
O-100379,OPP-200379,C-2272,2024-06-17,,,3752.0,14.0,103,Sales Booster,Software,,Asia,Outbound,Qualified,False
O-100380,OPP-200380,C-2418,2024-04-01,2024-04-19,2024-04-19,,12.0,201,POS Terminal,Hardware,Salesperson_2,North America,Partner,Won,False
O-100381,OPP-200381,C-3923,2023-04-30,2023-05-12,2023-05-12,2774.0,2.0,102,Analytics Suite,Software,Salesperson_1,Europe,Inbound,Lost,True
O-100382,OPP-200382,C-1815,2024-01-24,,,5778.0,9.0,103,Sales Booster,Software,Salesperson_6,Asia,Outbound,Qualified,False
O-100383,OPP-200383,C-2400,2024-12-08,2024-12-21,2024-12-21,640.0,4.0,201,POS Terminal,Hardware,Salesperson_3,Europe,Partner,Lead,False
O-100384,OPP-200384,C-4090,2024-08-13,,,14326.0,13.0,103,Sales Booster,Software,,Asia,Inbound,Won,False
O-100385,OPP-200385,C-4101,2023-02-26,2023-03-20,2023-03-20,16646.0,14.0,102,Analytics Suite,Software,Salesperson_10,Asia,Outbound,Won,True
O-100386,OPP-200386,C-1031,2023-11-03,2023-11-11,2023-11-11,7959.0,,201,POS Terminal,Hardware,Salesperson_8,North America,,Lost,True
O-100387,OPP-200387,C-2202,2023-05-23,2023-06-15,2023-06-15,1929.0,3.0,102,Analytics Suite,Software,Salesperson_6,Asia,,Won,False
O-100388,OPP-200388,C-3530,2023-11-17,2023-12-11,2023-12-11,4926.0,6.0,201,POS Terminal,Hardware,Salesperson_3,Asia,,Won,True
O-100389,OPP-200389,C-1776,2024-01-03,,,11220.0,10.0,103,Sales Booster,Software,Salesperson_8,Europe,,Lost,False
O-100390,OPP-200390,C-1744,2024-01-23,2024-01-28,2024-01-28,5220.0,,201,POS Terminal,Hardware,Salesperson_4,Europe,Partner,Qualified,True
O-100391,OPP-200391,C-4745,2024-10-10,,,8995.0,7.0,101,CRM Pro,Software,Salesperson_10,North America,Inbound,Won,True
O-100392,OPP-200392,C-3257,2023-09-05,2023-09-17,2023-09-17,10590.0,10.0,201,POS Terminal,Hardware,,Europe,Outbound,Lead,False
O-100393,OPP-200393,C-4943,2023-06-24,2023-07-08,,2296.0,,103,Sales Booster,Software,,Asia,Partner,Lead,False
O-100394,OPP-200394,C-4287,2024-10-24,2024-11-03,2024-11-03,4464.0,4.0,101,CRM Pro,Software,Salesperson_3,Asia,Inbound,Won,False
O-100395,OPP-200395,C-3101,2023-04-17,2023-04-27,2023-04-27,4704.0,12.0,102,Analytics Suite,Software,Salesperson_5,Europe,Inbound,Lost,False
O-100396,OPP-200396,C-4791,2023-11-01,2023-11-17,2023-11-17,3156.0,3.0,201,POS Terminal,Hardware,Salesperson_1,Europe,Partner,Lead,False
O-100397,OPP-200397,C-3171,2023-07-20,2023-08-09,2023-08-09,10332.0,,103,Sales Booster,Software,Salesperson_10,Asia,Partner,Won,True
O-100398,OPP-200398,C-3221,2023-11-02,2023-11-21,2023-11-21,5016.0,,102,Analytics Suite,Software,Salesperson_8,Asia,Outbound,Lost,False
O-100399,OPP-200399,C-4770,2023-11-15,2023-12-04,2023-12-04,,5.0,102,Analytics Suite,Software,Salesperson_5,Europe,,Qualified,True
O-100400,OPP-200400,C-3519,2023-09-29,,,2168.0,2.0,103,Sales Booster,Software,Salesperson_8,Europe,Partner,Lead,False
O-100401,OPP-200401,C-4110,2023-02-11,2023-02-21,2023-02-21,635.0,1.0,102,Analytics Suite,Software,Salesperson_8,Europe,,Lost,False
O-100402,OPP-200402,C-1379,2023-02-12,,,4188.0,6.0,102,Analytics Suite,Software,Salesperson_9,Europe,Partner,Qualified,False
O-100403,OPP-200403,C-2285,2024-03-28,,,,3.0,102,Analytics Suite,Software,Salesperson_6,Europe,,Lead,True
O-100404,OPP-200404,C-2151,2024-07-20,,,1935.0,9.0,102,Analytics Suite,Software,Salesperson_5,North America,,Won,
O-100405,OPP-200405,C-2706,2023-02-16,2023-02-26,2023-02-26,,8.0,101,CRM Pro,Software,Salesperson_3,Europe,Inbound,Lost,False
O-100406,OPP-200406,C-2271,2023-05-02,2023-05-27,2023-05-27,9560.0,10.0,102,Analytics Suite,Software,Salesperson_2,Asia,,Lost,True
,OPP-200407,C-3351,2024-02-11,2024-02-20,2024-02-20,1335.0,5.0,201,POS Terminal,Hardware,Salesperson_9,Europe,Partner,Lost,
O-100408,OPP-200408,C-2253,2023-02-12,2023-02-24,2023-02-24,3367.0,13.0,103,Sales Booster,Software,Salesperson_5,Asia,Partner,Lost,True
O-100409,OPP-200409,C-4046,2024-11-02,2024-11-27,2024-11-27,1641.0,3.0,101,CRM Pro,Software,Salesperson_5,North America,,Won,False
O-100410,OPP-200410,C-2170,2023-09-07,,,6102.0,6.0,101,CRM Pro,Software,Salesperson_9,Asia,Inbound,Qualified,False
O-100411,OPP-200411,C-4268,2023-01-19,,,650.0,5.0,101,CRM Pro,Software,Salesperson_2,North America,,Qualified,True
O-100412,OPP-200412,C-1649,2024-11-10,,,17976.0,12.0,101,CRM Pro,Software,Salesperson_10,Asia,Inbound,Lost,False
O-100413,OPP-200413,C-2523,2023-08-11,2023-09-02,,,9.0,102,Analytics Suite,Software,Salesperson_7,Asia,Inbound,Lost,True
O-100414,OPP-200414,C-1355,2024-05-22,2024-06-13,2024-06-13,1080.0,,101,CRM Pro,Software,Salesperson_4,North America,Partner,Won,False
O-100415,OPP-200415,C-4293,2023-09-08,,,2362.0,2.0,201,POS Terminal,Hardware,Salesperson_4,Europe,Inbound,Qualified,False
O-100416,OPP-200416,C-4542,2023-06-03,2023-06-18,2023-06-18,5880.0,10.0,101,CRM Pro,Software,Salesperson_9,Asia,Inbound,Qualified,False
O-100417,OPP-200417,C-4344,2024-11-20,2024-12-13,2024-12-13,1281.0,7.0,102,Analytics Suite,Software,Salesperson_5,North America,Partner,Lead,False
O-100418,OPP-200418,C-3529,2024-01-01,,,5047.0,7.0,201,POS Terminal,Hardware,,North America,,Lead,False
O-100419,OPP-200419,C-1311,2023-07-18,2023-07-24,2023-07-24,,1.0,103,Sales Booster,Software,Salesperson_5,Asia,Partner,Qualified,False
O-100420,OPP-200420,C-4481,2023-05-12,2023-05-19,2023-05-19,1208.0,4.0,103,Sales Booster,Software,Salesperson_5,North America,Inbound,Lost,False
O-100421,OPP-200421,C-4666,2024-09-11,,,1662.0,6.0,101,CRM Pro,Software,Salesperson_6,Europe,Inbound,Lost,True
O-100422,OPP-200422,C-4923,2024-12-29,2025-01-20,2025-01-20,2451.0,3.0,103,Sales Booster,Software,Salesperson_7,Europe,,Qualified,False
O-100423,OPP-200423,C-2409,2024-10-26,2024-11-15,2024-11-15,316.0,2.0,102,Analytics Suite,Software,Salesperson_10,North America,Partner,Lost,True
O-100424,OPP-200424,C-1950,2023-12-26,2024-01-19,2024-01-19,7569.0,,201,POS Terminal,Hardware,Salesperson_3,Asia,Outbound,Lost,True
O-100425,OPP-200425,C-1251,2024-05-17,2024-06-03,2024-06-03,121.0,1.0,201,POS Terminal,Hardware,Salesperson_6,Asia,,Won,True
O-100426,OPP-200426,C-1131,2024-06-06,,,1480.0,4.0,103,Sales Booster,Software,Salesperson_9,North America,Outbound,Lost,True
O-100427,OPP-200427,C-1451,2023-08-18,2023-09-01,2023-09-01,4884.0,,102,Analytics Suite,Software,Salesperson_7,Europe,Inbound,Lead,True
O-100428,OPP-200428,C-4607,2023-05-24,2023-06-15,2023-06-15,20538.0,14.0,102,Analytics Suite,Software,Salesperson_6,Asia,Inbound,Won,False
O-100429,OPP-200429,C-3516,2024-09-17,,,5788.0,4.0,201,POS Terminal,Hardware,Salesperson_9,Asia,Partner,Lost,
O-100430,OPP-200430,C-1936,2023-09-02,2023-09-26,2023-09-26,2856.0,12.0,102,Analytics Suite,Software,Salesperson_8,North America,Partner,Qualified,False
O-100431,OPP-200431,C-4684,2023-11-07,2023-11-25,2023-11-25,14610.0,15.0,102,Analytics Suite,Software,,Europe,Inbound,Qualified,
O-100432,OPP-200432,C-1323,2024-01-10,2024-01-19,2024-01-19,1932.0,14.0,103,Sales Booster,Software,Salesperson_4,Asia,,Qualified,False
O-100433,OPP-200433,C-1484,2023-11-23,2023-12-13,2023-12-13,4900.0,4.0,102,Analytics Suite,Software,,Europe,Inbound,Won,True
O-100434,OPP-200434,C-4230,2023-12-21,2024-01-02,2024-01-02,9290.0,10.0,101,CRM Pro,Software,Salesperson_8,North America,Partner,Qualified,
O-100435,OPP-200435,C-4851,2023-05-27,2023-06-06,2023-06-06,16954.0,14.0,101,CRM Pro,Software,Salesperson_5,Europe,Partner,Lost,True
O-100436,OPP-200436,C-1130,2024-12-03,2024-12-16,2024-12-16,9732.0,12.0,102,Analytics Suite,Software,Salesperson_7,Europe,Inbound,Won,True
O-100437,OPP-200437,C-3288,2023-11-08,2023-12-01,2023-12-01,13230.0,15.0,201,POS Terminal,Hardware,Salesperson_8,Europe,Inbound,Won,True
O-100438,OPP-200438,C-3168,2024-03-15,2024-03-20,2024-03-20,19006.0,13.0,102,Analytics Suite,Software,Salesperson_9,Europe,Inbound,Lost,True
O-100439,OPP-200439,C-2034,2024-12-17,,,3195.0,9.0,201,POS Terminal,Hardware,Salesperson_8,Asia,Inbound,Qualified,False
O-100440,OPP-200440,C-2953,2023-01-08,,,1398.0,2.0,102,Analytics Suite,Software,,Asia,Outbound,Won,False
,OPP-200441,C-1534,2023-03-01,2023-03-06,2023-03-06,2954.0,2.0,201,POS Terminal,Hardware,Salesperson_9,North America,Inbound,Qualified,False
O-100442,OPP-200442,C-2631,2023-08-03,,,,1.0,101,CRM Pro,Software,,Europe,Partner,Lead,True
O-100443,OPP-200443,C-1343,2024-07-29,2024-08-05,2024-08-05,147.0,1.0,102,Analytics Suite,Software,Salesperson_7,North America,,Lost,False
O-100444,OPP-200444,C-1302,2024-07-22,2024-07-30,2024-07-30,1245.0,1.0,101,CRM Pro,Software,Salesperson_9,Europe,Outbound,Lost,False
O-100445,OPP-200445,C-4223,2024-09-02,2024-09-17,2024-09-17,4260.0,15.0,201,POS Terminal,Hardware,Salesperson_5,North America,Inbound,Won,False
O-100446,OPP-200446,C-2807,2023-01-15,2023-02-05,2023-02-05,21450.0,15.0,201,POS Terminal,Hardware,Salesperson_6,North America,,Qualified,False
O-100447,OPP-200447,C-1440,2024-04-21,2024-05-11,,2136.0,6.0,101,CRM Pro,Software,Salesperson_3,North America,Outbound,Lost,True
O-100448,OPP-200448,C-3793,2024-05-26,2024-06-11,2024-06-11,,7.0,201,POS Terminal,Hardware,Salesperson_4,North America,,Lost,True
O-100449,OPP-200449,C-1595,2024-05-28,2024-06-10,2024-06-10,8792.0,8.0,102,Analytics Suite,Software,Salesperson_6,North America,,Lead,True
O-100450,OPP-200450,C-1633,2024-04-02,2024-04-12,2024-04-12,4805.0,5.0,102,Analytics Suite,Software,Salesperson_9,North America,Outbound,Lost,True
O-100451,OPP-200451,C-4631,2023-12-16,,,1554.0,,103,Sales Booster,Software,Salesperson_8,Europe,Partner,Qualified,False
O-100452,OPP-200452,C-3025,2024-11-25,2024-12-17,2024-12-17,6660.0,12.0,102,Analytics Suite,Software,Salesperson_8,North America,,Lost,False
O-100453,OPP-200453,C-4488,2024-11-08,2024-11-13,2024-11-13,2730.0,,102,Analytics Suite,Software,Salesperson_6,Europe,,Won,
O-100454,OPP-200454,C-1044,2023-04-17,,,13260.0,13.0,101,CRM Pro,Software,Salesperson_4,North America,Partner,Won,False
O-100455,OPP-200455,C-2106,2024-04-12,,,12468.0,12.0,201,POS Terminal,Hardware,Salesperson_9,North America,Outbound,Lead,True
O-100456,OPP-200456,C-4912,2024-05-21,2024-06-12,2024-06-12,3510.0,5.0,103,Sales Booster,Software,,Europe,Inbound,Lost,True
O-100457,OPP-200457,C-2421,2024-08-14,2024-08-23,2024-08-23,,9.0,102,Analytics Suite,Software,Salesperson_5,North America,Outbound,Lost,False
O-100458,OPP-200458,C-3122,2024-11-25,,,16702.0,14.0,102,Analytics Suite,Software,Salesperson_10,North America,,Lost,True
O-100459,OPP-200459,C-1691,2024-08-16,2024-08-29,2024-08-29,2328.0,4.0,102,Analytics Suite,Software,Salesperson_6,Europe,Partner,Qualified,False
O-100460,OPP-200460,C-3639,2024-01-29,2024-02-23,2024-02-23,1624.0,,102,Analytics Suite,Software,Salesperson_7,Europe,Outbound,Won,True
O-100461,OPP-200461,C-3932,2024-11-16,2024-11-30,2024-11-30,2760.0,15.0,201,POS Terminal,Hardware,Salesperson_2,Asia,,Won,False
O-100462,OPP-200462,C-3492,2023-02-16,2023-02-22,2023-02-22,,1.0,103,Sales Booster,Software,Salesperson_6,Europe,Partner,Lost,True
O-100463,OPP-200463,C-1491,2023-06-07,2023-06-13,2023-06-13,,2.0,101,CRM Pro,Software,Salesperson_6,North America,,Lost,False
O-100464,OPP-200464,C-2646,2024-11-25,,,,3.0,201,POS Terminal,Hardware,,Europe,,Lead,False
O-100465,OPP-200465,C-1439,2023-08-15,,,618.0,3.0,102,Analytics Suite,Software,Salesperson_3,Asia,Partner,Lead,False
O-100466,OPP-200466,C-2052,2023-12-24,,,16419.0,13.0,102,Analytics Suite,Software,,Asia,,Won,False
O-100467,OPP-200467,C-4014,2023-08-08,2023-08-17,2023-08-17,,15.0,103,Sales Booster,Software,,Asia,Inbound,Won,False
O-100468,OPP-200468,C-3720,2023-12-03,2023-12-16,2023-12-16,11584.0,8.0,201,POS Terminal,Hardware,Salesperson_3,Asia,Outbound,Lost,True
O-100469,OPP-200469,C-3033,2024-12-07,2024-12-14,2024-12-14,17976.0,,201,POS Terminal,Hardware,Salesperson_6,Asia,Inbound,Qualified,False
O-100470,OPP-200470,C-2935,2023-06-07,,,10500.0,15.0,103,Sales Booster,Software,Salesperson_1,North America,Partner,Won,True
O-100471,OPP-200471,C-1817,2023-02-21,2023-03-15,2023-03-15,1530.0,15.0,101,CRM Pro,Software,Salesperson_2,Europe,Outbound,Lost,False
O-100472,OPP-200472,C-1832,2023-03-29,2023-04-15,2023-04-15,902.0,1.0,102,Analytics Suite,Software,Salesperson_8,North America,Inbound,Lost,True
O-100473,OPP-200473,C-1910,2024-05-15,2024-06-05,2024-06-05,8250.0,15.0,103,Sales Booster,Software,Salesperson_7,Asia,,Won,True
O-100474,OPP-200474,C-3115,2024-05-30,2024-06-08,2024-06-08,5967.0,13.0,201,POS Terminal,Hardware,Salesperson_4,North America,,Lost,False
O-100475,OPP-200475,C-3770,2023-03-21,,,2277.0,11.0,103,Sales Booster,Software,Salesperson_3,Europe,Inbound,Qualified,False
O-100476,OPP-200476,C-1647,2024-06-06,2024-06-15,2024-06-15,1275.0,3.0,101,CRM Pro,Software,Salesperson_8,Asia,Outbound,Lost,False
O-100477,OPP-200477,C-3888,2023-12-19,2024-01-09,,9630.0,9.0,102,Analytics Suite,Software,Salesperson_10,Europe,Partner,Lead,
O-100478,OPP-200478,C-2263,2024-11-20,2024-12-04,2024-12-04,4370.0,10.0,103,Sales Booster,Software,Salesperson_5,Asia,Inbound,Qualified,False
O-100479,OPP-200479,C-2512,2023-09-17,2023-10-04,2023-10-04,,14.0,101,CRM Pro,Software,Salesperson_2,North America,,Lead,False
O-100480,OPP-200480,C-1866,2024-10-11,2024-10-22,2024-10-22,10003.0,7.0,201,POS Terminal,Hardware,Salesperson_1,Europe,Inbound,Lost,False
O-100481,OPP-200481,C-3984,2024-02-20,2024-03-16,2024-03-16,,,103,Sales Booster,Software,Salesperson_3,Europe,Outbound,Lead,False
,OPP-200482,C-4136,2024-02-09,2024-03-03,2024-03-03,,7.0,102,Analytics Suite,Software,Salesperson_7,North America,,Lost,True
O-100483,OPP-200483,C-1763,2024-04-26,,,7884.0,12.0,103,Sales Booster,Software,Salesperson_3,North America,Inbound,Qualified,True
O-100484,OPP-200484,C-4618,2024-10-11,,,1369.0,1.0,102,Analytics Suite,Software,Salesperson_3,North America,,Lead,True
O-100485,OPP-200485,C-2801,2024-10-24,2024-11-16,2024-11-16,,13.0,101,CRM Pro,Software,Salesperson_9,Europe,Partner,Lost,False
O-100486,OPP-200486,C-2428,2023-05-25,2023-06-04,2023-06-04,,7.0,201,POS Terminal,Hardware,Salesperson_9,Asia,Outbound,Lost,True
O-100487,OPP-200487,C-2519,2023-09-01,2023-09-20,2023-09-20,1360.0,,103,Sales Booster,Software,Salesperson_2,North America,Partner,Qualified,
O-100488,OPP-200488,C-1635,2024-07-28,2024-08-18,2024-08-18,8020.0,10.0,102,Analytics Suite,Software,,Europe,Partner,Lost,False
O-100489,OPP-200489,C-4223,2024-08-08,2024-08-28,2024-08-28,,13.0,101,CRM Pro,Software,Salesperson_2,Asia,Outbound,Qualified,True
O-100490,OPP-200490,C-1931,2023-03-31,2023-04-22,2023-04-22,13176.0,12.0,101,CRM Pro,Software,Salesperson_3,Europe,Outbound,Won,False
O-100491,OPP-200491,C-1436,2024-11-14,,,15664.0,11.0,102,Analytics Suite,Software,Salesperson_8,North America,Outbound,Qualified,True
O-100492,OPP-200492,C-1937,2023-07-25,2023-08-17,2023-08-17,2208.0,4.0,201,POS Terminal,Hardware,Salesperson_2,Europe,Outbound,Qualified,True
O-100493,OPP-200493,C-2725,2024-05-17,,,17094.0,14.0,103,Sales Booster,Software,Salesperson_10,Asia,Outbound,Lead,False
,OPP-200494,C-1019,2023-12-21,2023-12-28,2023-12-28,6810.0,6.0,101,CRM Pro,Software,,North America,,Won,False
O-100495,OPP-200495,C-2178,2023-08-18,2023-09-04,2023-09-04,21060.0,15.0,102,Analytics Suite,Software,Salesperson_3,North America,Partner,Lead,True
O-100496,OPP-200496,C-4368,2023-05-17,2023-05-29,,2778.0,2.0,201,POS Terminal,Hardware,Salesperson_4,Asia,,Lead,False
O-100497,OPP-200497,C-4104,2023-09-13,2023-09-22,2023-09-22,,15.0,101,CRM Pro,Software,Salesperson_7,Europe,Inbound,Won,False
O-100498,OPP-200498,C-3294,2023-10-05,2023-10-14,2023-10-14,2960.0,4.0,103,Sales Booster,Software,Salesperson_10,North America,Outbound,Lead,True
O-100499,OPP-200499,C-3010,2024-04-09,2024-04-25,2024-04-25,4485.0,13.0,201,POS Terminal,Hardware,Salesperson_2,Europe,,Lead,True
O-100500,OPP-200500,C-4347,2023-04-15,2023-04-21,2023-04-21,2103.0,3.0,201,POS Terminal,Hardware,Salesperson_5,Asia,Partner,Lost,True
O-100501,OPP-200501,C-4993,2023-05-23,2023-06-02,2023-06-02,16500.0,11.0,102,Analytics Suite,Software,Salesperson_9,Europe,Outbound,Lost,True
O-100502,OPP-200502,C-1046,2024-11-02,,,13673.0,11.0,201,POS Terminal,Hardware,,Europe,Inbound,Won,
O-100503,OPP-200503,C-4969,2023-10-09,2023-10-30,2023-10-30,,8.0,102,Analytics Suite,Software,,Asia,,Lost,False
O-100504,OPP-200504,C-2124,2024-02-08,,,6512.0,11.0,102,Analytics Suite,Software,Salesperson_4,Asia,Partner,Won,True
O-100505,OPP-200505,C-3918,2024-12-02,2024-12-15,2024-12-15,,9.0,102,Analytics Suite,Software,,Asia,Inbound,Lost,False
O-100506,OPP-200506,C-4583,2024-11-14,2024-11-20,2024-11-20,,1.0,101,CRM Pro,Software,Salesperson_3,Europe,Outbound,Lead,
,OPP-200507,C-2523,2023-07-22,2023-07-28,2023-07-28,5896.0,8.0,101,CRM Pro,Software,Salesperson_5,North America,Outbound,Qualified,True
O-100508,OPP-200508,C-1342,2024-05-30,2024-06-16,2024-06-16,4080.0,8.0,101,CRM Pro,Software,Salesperson_1,Europe,Outbound,Lost,
O-100509,OPP-200509,C-1434,2024-01-14,2024-01-30,2024-01-30,2304.0,4.0,201,POS Terminal,Hardware,Salesperson_8,Europe,Inbound,Lead,True
O-100510,OPP-200510,C-3592,2023-11-16,,,6132.0,14.0,201,POS Terminal,Hardware,Salesperson_5,Europe,Inbound,Lead,True
O-100511,OPP-200511,C-3035,2023-04-26,,,14355.0,11.0,103,Sales Booster,Software,Salesperson_4,Asia,Partner,Qualified,False
O-100512,OPP-200512,C-1348,2024-11-26,2024-12-16,2024-12-16,1483.0,,103,Sales Booster,Software,Salesperson_1,Asia,Inbound,Won,True
O-100513,OPP-200513,C-1732,2023-04-19,2023-04-26,2023-04-26,12060.0,12.0,102,Analytics Suite,Software,Salesperson_7,Asia,Outbound,Qualified,False
O-100514,OPP-200514,C-3554,2023-09-01,,,,13.0,103,Sales Booster,Software,Salesperson_9,North America,Outbound,Won,True
O-100515,OPP-200515,C-1159,2024-05-25,2024-05-31,2024-05-31,8592.0,8.0,103,Sales Booster,Software,Salesperson_8,Europe,,Lead,False
O-100516,OPP-200516,C-3027,2024-06-29,2024-07-07,2024-07-07,,,102,Analytics Suite,Software,Salesperson_8,North America,Inbound,Won,
O-100517,OPP-200517,C-4631,2024-05-13,2024-06-03,2024-06-03,719.0,1.0,102,Analytics Suite,Software,Salesperson_7,Asia,Partner,Lead,True
O-100518,OPP-200518,C-2946,2023-08-04,2023-08-09,2023-08-09,12780.0,15.0,101,CRM Pro,Software,Salesperson_8,Asia,Outbound,Won,True
O-100519,OPP-200519,C-1234,2024-03-09,2024-03-31,2024-03-31,11270.0,14.0,103,Sales Booster,Software,Salesperson_7,Europe,Inbound,Lead,False
O-100520,OPP-200520,C-4341,2023-01-20,,,2415.0,,201,POS Terminal,Hardware,Salesperson_6,Europe,Outbound,Won,True
,OPP-200521,C-4978,2023-04-14,,,8568.0,7.0,103,Sales Booster,Software,Salesperson_9,North America,,Lead,True
O-100522,OPP-200522,C-1167,2024-05-05,2024-05-12,2024-05-12,916.0,1.0,201,POS Terminal,Hardware,Salesperson_2,Asia,,Lead,False
O-100523,OPP-200523,C-4307,2023-12-15,2023-12-20,2023-12-20,,3.0,101,CRM Pro,Software,,Asia,Outbound,Won,True
O-100524,OPP-200524,C-4723,2024-10-12,2024-11-03,2024-11-03,6734.0,14.0,102,Analytics Suite,Software,Salesperson_8,North America,Partner,Lead,True
O-100525,OPP-200525,C-1148,2024-03-11,2024-04-04,2024-04-04,12720.0,10.0,201,POS Terminal,Hardware,Salesperson_3,Europe,Outbound,Lost,True
O-100526,OPP-200526,C-1115,2024-07-09,2024-08-02,2024-08-02,1460.0,1.0,103,Sales Booster,Software,Salesperson_7,Europe,Outbound,Lead,True
O-100527,OPP-200527,C-2269,2023-12-13,,,,2.0,102,Analytics Suite,Software,Salesperson_9,Europe,Outbound,Won,False
,OPP-200528,C-3660,2024-03-23,2024-03-31,2024-03-31,,,201,POS Terminal,Hardware,,Europe,Partner,Qualified,
O-100529,OPP-200529,C-2939,2023-02-07,2023-02-23,2023-02-23,2320.0,4.0,102,Analytics Suite,Software,Salesperson_3,Asia,Inbound,Qualified,False
O-100530,OPP-200530,C-1855,2023-08-28,2023-09-02,2023-09-02,6745.0,5.0,103,Sales Booster,Software,Salesperson_5,Europe,Partner,Qualified,True
O-100531,OPP-200531,C-4962,2023-08-01,2023-08-11,,3993.0,,201,POS Terminal,Hardware,,Asia,,Qualified,False
O-100532,OPP-200532,C-2265,2023-04-25,2023-05-08,2023-05-08,4584.0,6.0,201,POS Terminal,Hardware,,North America,Partner,Lost,False
O-100533,OPP-200533,C-2715,2024-05-10,2024-06-03,2024-06-03,3435.0,15.0,102,Analytics Suite,Software,Salesperson_6,North America,Partner,Won,
